english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
millet,"small + grain",smalailetx,"smal + letx",ai,2,yes,plant,proposal
mint,"cool + smell + leaf",zorailugailif,"zor + lug + lif",ai,3,yes,plant,proposal
mistletoe,"tree + parasite + plant",dipaiblopaidorf,"dip + blop + dorf",ai,3,yes,plant,proposal
molybdenum,"dark + atom",ramaitom,"ram + tom",ai,2,yes,atom,proposal
monocyte,"single + white + cell",miskaiwipaimudz,"misk + wip + mudz",ai,3,yes,judged,verdict
monohydrate,"one + water + salt",zanaiwaCaitigz,"zan + waC + tigz",ai,3,yes,judged,verdict
monooxygenase,"one + oxygen + enzyme",,"zan + ? + spug",ai,3,no,judged,verdict
monophosphate,"one + phosphate",,"zan + ?",ai,2,no,judged,verdict
monoxide,"one + oxide",,"zan + ?",ai,2,no,judged,verdict
moor,"open + high + land",zarkaimolailan,"zark + mol + lan",ai,3,yes,judged,verdict
mop,"wash + tool",saxaitul,"sax + tul",ai,2,yes,judged,verdict
morning glory,"morning + vine + flower",tanaitxekaiflor,"tan + txek + flor",ai,3,yes,flower,proposal
morphine,"strong + pain + drug",livaimuzaisom,"liv + muz + som",ai,3,yes,drug,proposal
morphogenesis,"shape + making",,"deps + ?",ai,2,no,judged,verdict
mortar,"stone + paste",stonaipest,"ston + pest",ai,2,yes,judged,verdict
mosaic,"piece + picture",fufaifoz,"fuf + foz",ai,2,yes,judged,verdict
moscovium,"heart + atom",zifaitom,"zif + tom",ai,2,yes,atom,proposal
moss,"soft + ground + plant",saftaimitsaidorf,"saft + mits + dorf",ai,3,yes,plant,proposal
motif,"repeat + figure",vavaifud,"vav + fud",ai,2,yes,judged,verdict
mudstone,"mud + stone",cataiston,"cat + ston",ai,2,yes,rock,proposal
mulberry,"many + berry + tree",mavaiglafaidip,"mav + glaf + dip",ai,3,yes,tree,proposal
musk,"deer + scent",xarsaiyind,"xars + yind",ai,2,yes,judged,verdict
mustard,"name + seed",namaisid,"nam + sid",ai,2,yes,judged,verdict
mycoplasma,"fungus + like + germ",ploqailakaisnop,"ploq + lak + snop",ai,3,yes,judged,verdict
myeloma,"marrow + cancer",djuzaibudj,"djuz + budj",ai,2,yes,judged,verdict
myocarditis,"heart + muscle + swell",zifaisuftaiparb,"zif + suft + parb",ai,3,yes,judged,verdict
myocardium,"heart + muscle",zifaisuft,"zif + suft",ai,2,yes,judged,verdict
myopathy,"muscle + disease",suftaibidj,"suft + bidj",ai,2,yes,judged,verdict
myositis,"muscle + swell",suftaiparb,"suft + parb",ai,2,yes,judged,verdict
myxoma,"slime + growth",,"? + ?",ai,2,no,judged,verdict
naloxone,"pain + drug + block",muzaisomaigiks,"muz + som + giks",ai,3,yes,drug,proposal
naproxen,"long + pain + drug",nucaimuzaisom,"nuc + muz + som",ai,3,yes,drug,proposal
nasopharynx,"nose + throat",nozaigalk,"noz + galk",ai,2,yes,judged,verdict
neodymium,"magnet + atom",nampaitom,"namp + tom",ai,2,yes,atom,proposal
neon,"tube + atom",tubaitom,"tub + tom",ai,2,yes,atom,proposal
neonatal,"new + born + of",gumpailofaiyov,"gump + lof + yov",ai,3,yes,judged,verdict
neoplasia,"new + growth",,"gump + ?",ai,2,no,judged,verdict
neoplasm,"new + growth",,"gump + ?",ai,2,no,judged,verdict
nephritis,"kidney + swell",fundaiparb,"fund + parb",ai,2,yes,judged,verdict
nephron,"kidney + unit",fundaigalp,"fund + galp",ai,2,yes,judged,verdict
nephropathy,"kidney + disease",fundaibidj,"fund + bidj",ai,2,yes,judged,verdict
neptunium,"wash + atom",saxaitom,"sax + tom",ai,2,yes,atom,proposal
nettle,"sting + leaf + plant",Campailifaidorf,"Camp + lif + dorf",ai,3,yes,plant,proposal
neuritis,"nerve + swell",nurvaiparb,"nurv + parb",ai,2,yes,judged,verdict
neuroblastoma,"nerve + bud + cancer",nurvaigondaibudj,"nurv + gond + budj",ai,3,yes,judged,verdict
neuromuscular,"nerve + muscle + of",nurvaisuftaiyov,"nurv + suft + yov",ai,3,yes,judged,verdict
neuropathy,"nerve + disease",nurvaibidj,"nurv + bidj",ai,2,yes,judged,verdict
neurotoxin,"nerve + poison",nurvaiborz,"nurv + borz",ai,2,yes,judged,verdict
nevus,"skin + mark",skinaiwen,"skin + wen",ai,2,yes,judged,verdict
newborn,"new + born",gumpailof,"gump + lof",ai,2,yes,judged,verdict
nick,"small + cut",smalaizep,"smal + zep",ai,2,yes,judged,verdict
nickel,"white + atom",wipaitom,"wip + tom",ai,2,yes,atom,proposal
nicotine,"alert + addict + drug",palvaiyolbaisom,"palv + yolb + som",ai,3,yes,drug,proposal
nihonium,"danger + atom",nolfaitom,"nolf + tom",ai,2,yes,atom,proposal
niobium,"snow + atom",snomaitom,"snom + tom",ai,2,yes,atom,proposal
nitroglycerin,"heart + vessel + open",zifaivesaizark,"zif + ves + zark",ai,3,yes,drug,proposal
nobelium,"prize + atom",prazaitom,"praz + tom",ai,2,yes,atom,proposal
northwest,"north + west",yinaiweb,"yin + web",ai,2,yes,judged,verdict
novocaine,"numb + pain + drug",ruspaimuzaisom,"rusp + muz + som",ai,3,yes,drug,proposal
nucleotide,"nucleus + unit",klisaigalp,"klis + galp",ai,2,yes,judged,verdict
oak,"nut + cup + tree",hiksainipsaidip,"hiks + nips + dip",ai,3,yes,tree,proposal
oat,"grain + plant",letxaidorf,"letx + dorf",ai,2,yes,plant,proposal
obsidian,"lava + glass",glodaimalz,"glod + malz",ai,2,yes,rock,proposal
oganesson,"join + atom",gozaitom,"goz + tom",ai,2,yes,atom,proposal
omeprazole,"stomach + acid + block",stokaifalfaigiks,"stok + falf + giks",ai,3,yes,drug,proposal
onion,"sharp + smell + bulb",bontailugaiwusk,"bont + lug + wusk",ai,3,yes,plant,proposal
onset,"on + set",vunaigig,"vun + gig",ai,2,yes,judged,verdict
orchid,"complex + flower",fluzaiflor,"fluz + flor",ai,2,yes,flower,proposal
oregano,"strong + smell + herb",livailugairorb,"liv + lug + rorb",ai,3,yes,judged,verdict
orifice,"body + hole",vataihatx,"vat + hatx",ai,2,yes,judged,verdict
ornithine,"amino + acid",,"? + falf",ai,2,no,judged,verdict
oropharynx,"mouth + throat",mucaigalk,"muc + galk",ai,2,yes,judged,verdict
osmium,"wing + atom",wiqaitom,"wiq + tom",ai,2,yes,atom,proposal
osteoblast,"bone + bud + cell",brodaigondaimudz,"brod + gond + mudz",ai,3,yes,judged,verdict
osteomyelitis,"bone + marrow + swell",brodaidjuzaiparb,"brod + djuz + parb",ai,3,yes,judged,verdict
osteosarcoma,"bone + cancer",brodaibudj,"brod + budj",ai,2,yes,judged,verdict
outdoor,"out + door",bukaidor,"buk + dor",ai,2,yes,judged,verdict
outflow,"out + flow",bukaisunt,"buk + sunt",ai,2,yes,judged,verdict
overgrowth,"over + growth",,"djip + ?",ai,2,no,judged,verdict
overhead,"over + head",djipaihad,"djip + had",ai,2,yes,judged,verdict
oxidase,"oxygen + enzyme",,"? + spug",ai,2,no,judged,verdict
oxidoreductase,"oxygen + move + enzyme",,"? + muv + spug",ai,3,no,judged,verdict
oxime,"nitrogen + oxygen + group",,"snuc + ? + hip",ai,3,no,judged,verdict
oxycodone,"strong + pain + drug",livaimuzaisom,"liv + muz + som",ai,3,yes,drug,proposal
oxygen,"breath + atom",nogzaitom,"nogz + tom",ai,2,yes,atom,proposal
oxytocin,"bond + birth + hormone",nuqaidolbaisnen,"nuq + dolb + snen",ai,3,yes,drug,proposal
pacemaker,"pace + make + agent",futsaimekaiyug,"futs + mek + yug",ai,3,yes,judged,verdict
pall,"coffin + cloth",,"? + corv",ai,2,no,judged,verdict
palladium,"wise + atom",daldaitom,"dald + tom",ai,2,yes,atom,proposal
palm,"crown + leaf + tree",kartailifaidip,"kart + lif + dip",ai,3,yes,tree,proposal
pancreatitis,"pancreas + swell",,"? + parb",ai,2,no,judged,verdict
pansy,"face + flower",fesaiflor,"fes + flor",ai,2,yes,flower,proposal
papilla,"small + bump",smalaibamp,"smal + bamp",ai,2,yes,judged,verdict
papilloma,"bump + growth",,"bamp + ?",ai,2,no,judged,verdict
paracetamol,"pain + fever + drug",muzaipudzaisom,"muz + pudz + som",ai,3,yes,drug,proposal
paralysis,"no + move",nopaimuv,"nop + muv",ai,2,yes,judged,verdict
parenchyma,"work + tissue",warkaitxum,"wark + txum",ai,2,yes,judged,verdict
paresis,"weak + palsy",slokaiflex,"slok + flex",ai,2,yes,judged,verdict
parsley,"green + curl + herb",pesaikorkairorb,"pes + kork + rorb",ai,3,yes,plant,proposal
patella,"knee + bone",holbaibrod,"holb + brod",ai,2,yes,judged,verdict
pathway,"path + way",pacaiyat,"pac + yat",ai,2,yes,judged,verdict
pea,"round + pod + seed",mapsaipardaisid,"maps + pard + sid",ai,3,yes,plant,proposal
peanut,"under + ground + nut",betaimitsaihiks,"bet + mits + hiks",ai,3,yes,plant,proposal
peat,"bog + plant",stopaidorf,"stop + dorf",ai,2,yes,rock,proposal
pecan,"sweet + nut + tree",skitaihiksaidip,"skit + hiks + dip",ai,3,yes,tree,proposal
peduncle,"flower + stalk",floraiklep,"flor + klep",ai,2,yes,judged,verdict
pegmatite,"big + crystal",brataikuqk,"brat + kuqk",ai,2,yes,rock,proposal
pendant,"hang + jewel",heqaidjul,"heq + djul",ai,2,yes,judged,verdict
penicillin,"bacteria + kill + drug",brakaiklubaisom,"brak + klub + som",ai,3,yes,drug,proposal
penny,"small + coin. A currency",,"smal + ?",ai,2,no,judged,verdict
peony,"big + round + flower",brataimapsaiflor,"brat + maps + flor",ai,3,yes,flower,proposal
pepper,"hot + fruit",gepaimag,"gep + mag",ai,2,yes,plant,proposal
peptidase,"peptide + enzyme",,"? + spug",ai,2,no,judged,verdict
peptide,"short + protein + chain",letailudzailip,"let + ludz + lip",ai,3,yes,judged,verdict
pericarditis,"heart + sac + swell",zifaisnazaiparb,"zif + snaz + parb",ai,3,yes,judged,verdict
pericardium,"around + heart",pozaizif,"poz + zif",ai,2,yes,judged,verdict
peridotite,"green + grain",pesailetx,"pes + letx",ai,2,yes,rock,proposal
peritoneum,"belly + lining",,"blin + ?",ai,2,no,judged,verdict
peritonitis,"belly + lining + swell",,"blin + ? + parb",ai,3,no,judged,verdict
peroxidase,"peroxide + enzyme",,"? + spug",ai,2,no,judged,verdict
peroxide,"beyond + oxide",,"nump + ?",ai,2,no,judged,verdict
pesticide,"pest + kill",dredaiklub,"dred + klub",ai,2,yes,judged,verdict
petunia,"trumpet + flower",wolbaiflor,"wolb + flor",ai,2,yes,flower,proposal
phalanx,"finger + bone",gartaibrod,"gart + brod",ai,2,yes,judged,verdict
pharmacology,"drug + study",somainedz,"som + nedz",ai,2,yes,judged,verdict
pharynx,"throat + passage",galkaijaqk,"galk + jaqk",ai,2,yes,judged,verdict
phenol,"ring + alcohol",ropaikoqk,"rop + koqk",ai,2,yes,judged,verdict
phenylalanine,"phenyl + amino + acid",,"? + ? + falf",ai,3,no,judged,verdict
phosphatase,"phosphate + enzyme",,"? + spug",ai,2,no,judged,verdict
phosphorus,"light + atom",litaitom,"lit + tom",ai,2,yes,atom,proposal
phyllite,"silk + press",fordaimalf,"ford + malf",ai,2,yes,rock,proposal
pickup,"pick + up",prukaited,"pruk + ted",ai,2,yes,judged,verdict
pie,"fill + crust",nolbaidjid,"nolb + djid",ai,2,yes,judged,verdict
pine,"bundle + conifer",,"grim + ?",ai,2,no,tree,proposal
pinna,"outer + ear",,"? + dits",ai,2,no,judged,verdict
pituitary,"brain + gland",brenaismaq,"bren + smaq",ai,2,yes,judged,verdict
plague,"spread + sickness",,"dend + ?",ai,2,no,judged,verdict
plaque,"flat + patch",flataipatx,"flat + patx",ai,2,yes,judged,verdict
platinum,"noble + atom",hugzaitom,"hugz + tom",ai,2,yes,atom,proposal
pleura,"lung + lining",,"xols + ?",ai,2,no,judged,verdict
plexus,"nerve + net",nurvaihift,"nurv + hift",ai,2,yes,judged,verdict
plunge,"down + rush",dotaidift,"dot + dift",ai,2,yes,judged,verdict
plutonium,"far + atom",zadaitom,"zad + tom",ai,2,yes,atom,proposal
pneumonia,"lung + swell + sickness",,"xols + parb + ?",ai,3,no,judged,verdict
poker,"stir + rod",yiksaifits,"yiks + fits",ai,2,yes,judged,verdict
polo,"horse + ball + game",horsaibralaigem,"hors + bral + gem",ai,3,yes,judged,verdict
polonium,"shake + atom",gempaitom,"gemp + tom",ai,2,yes,atom,proposal
polydactyly,"many + finger + state",mavaigartaidom,"mav + gart + dom",ai,3,yes,judged,verdict
polymerase,"polymer + enzyme",,"? + spug",ai,2,no,judged,verdict
polysaccharide,"many + sugar",mavaigand,"mav + gand",ai,2,yes,judged,verdict
pomegranate,"red + seed + fruit",gicaisidaimag,"gic + sid + mag",ai,3,yes,tree,proposal
pons,"bridge + of + brain",nalbaiyovaibren,"nalb + yov + bren",ai,3,yes,judged,verdict
poplar,"tall + fast + tree",talsaifastaidip,"tals + fast + dip",ai,3,yes,tree,proposal
poppy,"red + sleep + flower",gicaislipaiflor,"gic + slip + flor",ai,3,yes,flower,proposal
porcelain,"fine + clay",polaivart,"pol + vart",ai,2,yes,judged,verdict
porphyrin,"purple + ring",sifairop,"sif + rop",ai,2,yes,judged,verdict
portrait,"face + picture",fesaifoz,"fes + foz",ai,2,yes,judged,verdict
poster,"wall + sheet",medzaivodj,"medz + vodj",ai,2,yes,judged,verdict
potassium,"ash + atom",praxaitom,"prax + tom",ai,2,yes,atom,proposal
potato,"under + ground + stem",betaimitsaiplef,"bet + mits + plef",ai,3,yes,plant,proposal
praseodymium,"wind + atom",wandaitom,"wand + tom",ai,2,yes,atom,proposal
prednisone,"swell + immune + drug",parbaiweqkaisom,"parb + weqk + som",ai,3,yes,drug,proposal
primer,"first + coat",,"? + nusp",ai,2,no,judged,verdict
primordium,"first + form",,"? + nunt",ai,2,no,judged,verdict
primrose,"early + flower",yabaiflor,"yab + flor",ai,2,yes,flower,proposal
probe,"feel + search",nagainesp,"nag + nesp",ai,2,yes,judged,verdict
progesterone,"pregnancy + hormone",,"? + snen",ai,2,no,judged,verdict
prolapse,"forward + fall",mataizur,"mat + zur",ai,2,yes,judged,verdict
proline,"amino + acid",,"? + falf",ai,2,no,judged,verdict
promethium,"fire + atom",foraitom,"for + tom",ai,2,yes,atom,proposal
propofol,"sleep + anesthetic + drug",slipaisnetaisom,"slip + snet + som",ai,3,yes,drug,proposal
prosthesis,"false + part",rotaipart,"rot + part",ai,2,yes,judged,verdict
protactinium,"brief + atom",brifaitom,"brif + tom",ai,2,yes,atom,proposal
protease,"protein + enzyme",ludzaispug,"ludz + spug",ai,2,yes,judged,verdict
proteinase,"protein + enzyme",ludzaispug,"ludz + spug",ai,2,yes,judged,verdict
proteinuria,"protein + urine",ludzaicidj,"ludz + cidj",ai,2,yes,judged,verdict
protozoan,"one + cell + animal",zanaimudzaizul,"zan + mudz + zul",ai,3,yes,judged,verdict
pseudoephedrine,"nose + open + drug",nozaizarkaisom,"noz + zark + som",ai,3,yes,drug,proposal
puberty,"sex + ripe + age",fedaiwoftaihedj,"fed + woft + hedj",ai,3,yes,judged,verdict
pudding,"soft + sweet + food",saftaiskitaifiz,"saft + skit + fiz",ai,3,yes,judged,verdict
pumice,"lava + foam",glodaiglaq,"glod + glaq",ai,2,yes,rock,proposal
pumpkin,"large + orange + gourd",giqkaidejaiflup,"giqk + dej + flup",ai,3,yes,plant,proposal
purine,"double + ring + base",,"? + rop + bes",ai,3,no,judged,verdict
purpura,"purple + rash",,"sif + ?",ai,2,no,judged,verdict
purse,"small + bag",smalairod,"smal + rod",ai,2,yes,judged,verdict
pyridine,"ring + nitrogen + base",ropaisnucaibes,"rop + snuc + bes",ai,3,yes,judged,verdict
pyrimidine,"single + ring + base",miskairopaibes,"misk + rop + bes",ai,3,yes,judged,verdict
quail,"ground + bird",mitsaibax,"mits + bax",ai,2,yes,judged,verdict
quartzite,"sand + press",sandaimalf,"sand + malf",ai,2,yes,rock,proposal
queen anne's lace,"white + flat + flower",wipaiflataiflor,"wip + flat + flor",ai,3,yes,flower,proposal
radiography,"ray + picture",reqaifoz,"req + foz",ai,2,yes,judged,verdict
radiotherapy,"ray + therapy",reqaitund,"req + tund",ai,2,yes,judged,verdict
radish,"sharp + root",bontaifebz,"bont + febz",ai,2,yes,plant,proposal
radium,"beam + atom",blimaitom,"blim + tom",ai,2,yes,atom,proposal
radon,"trace + atom",tresaitom,"tres + tom",ai,2,yes,atom,proposal
railroad,"rail + road",lumpaiyeb,"lump + yeb",ai,2,yes,judged,verdict
railway,"rail + way",lumpaiyat,"lump + yat",ai,2,yes,judged,verdict
rake,"tooth + tool",cutxaitul,"cutx + tul",ai,2,yes,judged,verdict
rally,"again + gather",palaigaC,"pal + gaC",ai,2,yes,judged,verdict
ramp,"slope + way",slopaiyat,"slop + yat",ai,2,yes,judged,verdict
rap,"sharp + knock",bontainak,"bont + nak",ai,2,yes,judged,verdict
rash,"skin + spot",skinaimals,"skin + mals",ai,2,yes,judged,verdict
realism,"real + way",lamaiyat,"lam + yat",ai,2,yes,judged,verdict
rebound,"again + bound",palaitudj,"pal + tudj",ai,2,yes,judged,verdict
recess,"set + back + space",gigaigokaipas,"gig + gok + pas",ai,3,yes,judged,verdict
rectum,"straight + gut",ricaigut,"ric + gut",ai,2,yes,judged,verdict
redbud,"trunk + flower + tree",timpaifloraidip,"timp + flor + dip",ai,3,yes,tree,proposal
reductase,"reduce + enzyme",dusaispug,"dus + spug",ai,2,yes,judged,verdict
redwood,"tall + red + conifer",,"tals + gic + ?",ai,3,no,tree,proposal
reed,"tall + water + grass",talsaiwaCaigras,"tals + waC + gras",ai,3,yes,plant,proposal
reflux,"back + flow",gokaisunt,"gok + sunt",ai,2,yes,judged,verdict
reform,"again + form",palainunt,"pal + nunt",ai,2,yes,judged,verdict
retail,"small + sell",smalairok,"smal + rok",ai,2,yes,judged,verdict
reticulum,"small + net",smalaihift,"smal + hift",ai,2,yes,judged,verdict
retina,"eye + screen",xicaiboft,"xic + boft",ai,2,yes,judged,verdict
retinopathy,"retina + disease",,"? + bidj",ai,2,no,judged,verdict
retrograde,"back + step",gokaitip,"gok + tip",ai,2,yes,judged,verdict
rhenium,"river + atom",narvaitom,"narv + tom",ai,2,yes,atom,proposal
rhinitis,"nose + swell",nozaiparb,"noz + parb",ai,2,yes,judged,verdict
rhodium,"flower + atom",floraitom,"flor + tom",ai,2,yes,atom,proposal
rhododendron,"large + shrub + flower",,"giqk + ? + flor",ai,3,no,flower,proposal
rhyolite,"light + fire",litaifor,"lit + for",ai,2,yes,rock,proposal
ribbon,"narrow + strip",Ceftaihits,"Ceft + hits",ai,2,yes,judged,verdict
ribose,"five + carbon + sugar",komairintaigand,"kom + rint + gand",ai,3,yes,judged,verdict
rice,"water + grain",waCailetx,"waC + letx",ai,2,yes,plant,proposal
rickets,"soft + bone + sickness",,"saft + brod + ?",ai,3,no,judged,verdict
roentgenium,"see + atom",visaitom,"vis + tom",ai,2,yes,atom,proposal
rose,"thorn + smell + flower",rargailugaiflor,"rarg + lug + flor",ai,3,yes,flower,proposal
rosemary,"needle + smell + herb",valdailugairorb,"vald + lug + rorb",ai,3,yes,plant,proposal
rotavirus,"wheel + virus",dudzaitagz,"dudz + tagz",ai,2,yes,judged,verdict
rowan,"red + cluster + tree",gicaisnanaidip,"gic + snan + dip",ai,3,yes,tree,proposal
rubber tree,"rubber + sap + tree",,"? + glom + dip",ai,3,no,tree,proposal
rubidium,"red + atom",gicaitom,"gic + tom",ai,2,yes,atom,proposal
rum,"sugar + spirit",gandaijan,"gand + jan",ai,2,yes,judged,verdict
ruthenium,"still + atom",ponaitom,"pon + tom",ai,2,yes,atom,proposal
rutherfordium,"structure + atom",tokaitom,"tok + tom",ai,2,yes,atom,proposal
rye,"grain + plant",letxaidorf,"letx + dorf",ai,2,yes,plant,proposal
sacrum,"base + spine + bone",besaispanaibrod,"bes + span + brod",ai,3,yes,judged,verdict
sage,"soft + gray + herb",saftaipetxairorb,"saft + petx + rorb",ai,3,yes,plant,proposal
samarium,"power + atom",fepaitom,"fep + tom",ai,2,yes,atom,proposal
sandalwood,"burn + smell + wood",molcailugaivriC,"molc + lug + vriC",ai,3,yes,tree,proposal
sandstone,"sand + stone",sandaiston,"sand + ston",ai,2,yes,rock,proposal
sarcoma,"flesh + cancer",flaxaibudj,"flax + budj",ai,2,yes,judged,verdict
satellite,"go + around + body",bigaipozaivat,"big + poz + vat",ai,3,yes,judged,verdict
scandium,"soft + atom",saftaitom,"saft + tom",ai,2,yes,atom,proposal
scapula,"shoulder + blade",bidzaizalf,"bidz + zalf",ai,2,yes,judged,verdict
scarlet,"deep + red",govaigic,"gov + gic",ai,2,yes,judged,verdict
schist,"slice + stone",xogzaiston,"xogz + ston",ai,2,yes,rock,proposal
scissors,"twin + blade",fepsaizalf,"feps + zalf",ai,2,yes,judged,verdict
scleroderma,"hard + skin",kadaiskin,"kad + skin",ai,2,yes,judged,verdict
sclerosis,"hard + state",kadaidom,"kad + dom",ai,2,yes,judged,verdict
scoria,"lava + hole",glodaihatx,"glod + hatx",ai,2,yes,rock,proposal
scrotum,"seed + sac",sidaisnaz,"sid + snaz",ai,2,yes,judged,verdict
seaborgium,"force + atom",rosaitom,"ros + tom",ai,2,yes,atom,proposal
selenium,"moon + atom",lunaitom,"lun + tom",ai,2,yes,atom,proposal
semicircular,"half + circle + of",,"? + salk + yov",ai,3,no,judged,verdict
septum,"divide + wall",kuvaimedz,"kuv + medz",ai,2,yes,judged,verdict
sequoia,"giant + conifer",,"dudj + ?",ai,2,no,tree,proposal
serine,"amino + acid",,"? + falf",ai,2,no,judged,verdict
serotonin,"mood + signal",mudaitet,"mud + tet",ai,2,yes,drug,proposal
serpentinite,"green + scale + rock",pesaiskalairak,"pes + skal + rak",ai,3,yes,rock,proposal
sertraline,"mood + lift + drug",mudaigorvaisom,"mud + gorv + som",ai,3,yes,drug,proposal
shale,"page + stone",gadzaiston,"gadz + ston",ai,2,yes,rock,proposal
shank,"lower + leg",,"? + legz",ai,2,no,judged,verdict
shingle,"roof + board",,"? + marz",ai,2,no,judged,verdict
shovel,"dig + tool",narzaitul,"narz + tul",ai,2,yes,judged,verdict
shunt,"turn + aside",,"kak + ?",ai,2,no,judged,verdict
sickle,"reap + blade",,"? + zalf",ai,2,no,judged,verdict
sickness,"sick + state",vufaidom,"vuf + dom",ai,2,yes,judged,verdict
sildenafil,"sex + blood + drug",fedaibloCaisom,"fed + bloC + som",ai,3,yes,drug,proposal
silica,"sand + mineral",sandaibrom,"sand + brom",ai,2,yes,judged,verdict
silkworm,"silk + worm",fordaifald,"ford + fald",ai,2,yes,judged,verdict
siltstone,"silt + stone",,"? + ston",ai,2,no,rock,proposal
sinus,"bone + hollow",brodaivabz,"brod + vabz",ai,2,yes,judged,verdict
sinusitis,"sinus + swell",,"? + parb",ai,2,no,judged,verdict
sinusoid,"wave + curve",wevaikurv,"wev + kurv",ai,2,yes,judged,verdict
ski,"snow + slide",snomaislad,"snom + slad",ai,2,yes,judged,verdict
skim,"take + top",tekaisuk,"tek + suk",ai,2,yes,judged,verdict
slag,"melt + waste",jutxaimusp,"jutx + musp",ai,2,yes,judged,verdict
slash,"long + cut",nucaizep,"nuc + zep",ai,2,yes,judged,verdict
slate,"board + stone",marzaiston,"marz + ston",ai,2,yes,rock,proposal
sling,"hang + strap",heqairegz,"heq + regz",ai,2,yes,judged,verdict
slipper,"soft + shoe",saftaidebz,"saft + debz",ai,2,yes,judged,verdict
sludge,"thick + mud",sespaicat,"sesp + cat",ai,2,yes,judged,verdict
snapdragon,"mouth + flower",mucaiflor,"muc + flor",ai,2,yes,flower,proposal
soapstone,"soap + stone",haqkaiston,"haqk + ston",ai,2,yes,rock,proposal
sociology,"society + study",xarkainedz,"xark + nedz",ai,2,yes,judged,verdict
sodium,"salt + atom",tigzaitom,"tigz + tom",ai,2,yes,atom,proposal
soprano,"high + voice",molaivoz,"mol + voz",ai,2,yes,judged,verdict
sorghum,"tall + dry + grain",talsaidralailetx,"tals + dral + letx",ai,3,yes,plant,proposal
southeast,"south + east",lutairog,"lut + rog",ai,2,yes,judged,verdict
soybean,"oil + bean",gipsaiColv,"gips + Colv",ai,2,yes,plant,proposal
spectrometry,"spectrum + measure",tromaiyaj,"trom + yaj",ai,2,yes,judged,verdict
spectroscopy,"spectrum + view + craft",tromaiyuvaiyabz,"trom + yuv + yabz",ai,3,yes,judged,verdict
spinach,"dark + leaf + plant",ramailifaidorf,"ram + lif + dorf",ai,3,yes,plant,proposal
spindle,"turn + rod",kakaifits,"kak + fits",ai,2,yes,judged,verdict
spruce,"sharp + conifer",,"bont + ?",ai,2,no,tree,proposal
squash,"soft + gourd",saftaiflup,"saft + flup",ai,2,yes,plant,proposal
stature,"stand + height",zesaixisp,"zes + xisp",ai,2,yes,judged,verdict
stenosis,"narrow + state",Ceftaidom,"Ceft + dom",ai,2,yes,judged,verdict
sternum,"chest + bone",gitxaibrod,"gitx + brod",ai,2,yes,judged,verdict
stomatitis,"mouth + swell",mucaiparb,"muc + parb",ai,2,yes,judged,verdict
strabismus,"cross + eye",krasaixic,"kras + xic",ai,2,yes,judged,verdict
strawberry,"red + seed + berry",gicaisidaiglaf,"gic + sid + glaf",ai,3,yes,plant,proposal
streptococcus,"chain + round + microbe",,"lip + maps + ?",ai,3,no,judged,verdict
striatum,"stripe + brain + part",smogaibrenaipart,"smog + bren + part",ai,3,yes,judged,verdict
stricture,"narrow + place",Ceftainad,"Ceft + nad",ai,2,yes,judged,verdict
stroma,"frame + tissue",fretaitxum,"fret + txum",ai,2,yes,judged,verdict
strontium,"burst + atom",bustaitom,"bust + tom",ai,2,yes,atom,proposal
stub,"short + rest",letaizax,"let + zax",ai,2,yes,judged,verdict
stunt,"bold + feat",jarbaismej,"jarb + smej",ai,2,yes,judged,verdict
subclass,"under + class",betaigev,"bet + gev",ai,2,yes,judged,verdict
subcutaneous,"under + skin + of",betaiskinaiyov,"bet + skin + yov",ai,3,yes,judged,verdict
subdivision,"under + division",,"bet + ?",ai,2,no,judged,verdict
subfamily,"under + family",betaifam,"bet + fam",ai,2,yes,judged,verdict
subgroup,"under + group",betaihip,"bet + hip",ai,2,yes,judged,verdict
submarine,"under + sea",betaimalc,"bet + malc",ai,2,yes,judged,verdict
subunit,"under + unit",betaigalp,"bet + galp",ai,2,yes,judged,verdict
sugarcane,"sweet + tall + grass",skitaitalsaigras,"skit + tals + gras",ai,3,yes,plant,proposal
suicide,"self + kill",depaiklub,"dep + klub",ai,2,yes,judged,verdict
sulcus,"brain + groove",brenaiworg,"bren + worg",ai,2,yes,judged,verdict
sulfonamide,"sulfur + amide",,"spiz + ?",ai,2,no,judged,verdict
sulfoxide,"sulfur + oxide",,"spiz + ?",ai,2,no,judged,verdict
sumac,"sour + shrub",,"yedz + ?",ai,2,no,judged,verdict
summary,"short + account",letainodz,"let + nodz",ai,2,yes,judged,verdict
sunday,"sun + day",sanaiyam,"san + yam",ai,2,yes,judged,verdict
sunflower,"sun + face + flower",sanaifesaiflor,"san + fes + flor",ai,3,yes,flower,proposal
superfamily,"over + family",djipaifam,"djip + fam",ai,2,yes,judged,verdict
supplement,"add + fill",laxainolb,"lax + nolb",ai,2,yes,judged,verdict
suture,"join + seam",gozaifrev,"goz + frev",ai,2,yes,judged,verdict
sweet pea,"wing + vine + flower",wiqaitxekaiflor,"wiq + txek + flor",ai,3,yes,flower,proposal
sweet potato,"sweet + root",skitaifebz,"skit + febz",ai,2,yes,plant,proposal
sycamore,"patch + bark + tree",patxaiyogzaidip,"patx + yogz + dip",ai,3,yes,tree,proposal
syncope,"sudden + faint",golzaixisk,"golz + xisk",ai,2,yes,judged,verdict
