rock,certainty,atoms,invented,moon,english
pin.kum,held,2,0,peqkum,pay back
pin.mad,restored,2,1,pinar,pin
pin.mus,restored,2,1,pinus,pine (tree)
pin.mut,restored,2,1,pinut,peanut
pin.tam,restored,2,2,pent,paint
pin.tas,held,2,0,pentas,pant
pin.tin,held,2,0,pentiq,penalty
pis.mik,restored,2,1,pisek,interval
pis.min,restored,2,1,pisin,piss
pis.mud,restored,2,1,pesod,fan (person)
pis.tam,restored,2,2,pest,paste
pit.mad,restored,2,1,petal,petal (flower)
pit.man,held,2,0,pitman,nipple
pit.maz,held,2,0,pitmaz,epitomize
pit.mud,restored,2,1,petol,toll
pit.mud,restored,2,1,petor,patter
pit.mud,restored,2,1,pitul,twist
pit.put,held,2,0,pitput,chatter
pit.xam,restored,2,2,pitx,pitch (sound)
piv.dam,held,2,0,pevram,pave
piz.min,restored,2,1,pizen,rash
piz.min,restored,2,1,pizin,pie
piz.mun,held,2,0,pizmon,chorus
pud.jam,restored,2,2,podj,purge
pud.jup,held,2,0,podjup,rundown
pud.jut,held,2,0,podjut,shabby
pud.mad,restored,2,1,podal,ramp
pud.mad,restored,2,1,polar,polar
pud.maf,restored,2,2,porf,puff
pud.mak,restored,2,2,pork,per
pud.man,restored,2,1,poraq,pore
pud.man,restored,2,1,pulan,pool
pud.mat,restored,2,2,port,important
pud.mip,restored,2,1,polip,poll
pud.mis,restored,2,1,polis,police
pud.mit,restored,2,1,porit,pour
pud.nag,held,2,0,pornag,porn
pud.nim,restored,2,1,polem,poem
pud.niv,held,2,0,pulnev,pull off
pud.vid,held,2,0,purved,pervade
puf.man,restored,2,1,pufan,poof
pug.zam,restored,2,2,pogz,10^5
puk.mit,restored,2,1,poket,poke
pum.nag,restored,2,1,pumag,pumice
pum.pam,strained,2,3,pop,property (of object)
pus.mat,restored,2,1,pusat,pus
pus.tam,restored,2,2,post,post (content)
pus.tun,held,2,0,puston,thump
put.xam,restored,2,2,potx,pi
put.xiv,held,2,0,potxiv,poach
pux.nam,restored,2,1,poxam,potion
puz.mad,restored,2,1,pozar,pose
sab.dag,held,2,0,sabrag,sob
sab.div,held,2,0,sabdiv,subdivide
sab.mat,restored,2,1,sabat,mackerel
sab.mid,restored,2,1,sabir,patient
sab.mis,held,2,0,sabmis,submissive
sab.mit,restored,2,1,sabit,swab
sab.mun,restored,2,1,sabon,soap
sab.nam,restored,2,1,sabam,polite
sab.zum,held,2,0,sabzum,subsume
sad.jad,held,2,0,sadjad,bow down in respect
sad.jam,restored,2,2,sadj,beside
sad.jam,held,2,0,sadjam,equipment
sad.mad,restored,2,2,cral,hill
sad.mad,restored,2,2,sard,side
sad.mad,restored,2,2,sarl,swirl
sad.mad,restored,2,2,slad,slide
sad.mad,restored,2,1,sadal,saddle
sad.mag,restored,2,2,slag,slug (animal)
sad.mak,restored,2,2,crak,10^33
sad.mak,restored,2,2,salk,circle
sad.mak,restored,2,2,sark,discern
sad.man,restored,2,1,caraq,plenty
sad.man,restored,2,1,sadan,sudden
sad.map,restored,2,2,slap,slop
sad.mas,restored,2,2,sals,celsius
sad.mas,restored,2,2,slas,faint (light)
sad.mas,restored,2,1,saras,potent
sad.mat,restored,2,2,sart,certain
sad.mat,restored,2,2,slat,10^9
sad.mav,restored,2,2,crav,thrive
sad.max,restored,2,2,slax,slash
sad.maz,restored,2,1,caraz,arise
sad.mid,restored,2,2,slid,swing
sad.mid,restored,2,1,sadir,tidy
sad.mig,restored,2,1,salig,swell
sad.min,restored,2,1,salin,silly
sad.min,restored,2,1,sariq,sorry
sad.mip,restored,2,2,slip,sleep
sad.mit,restored,2,2,crit,threat
sad.mit,restored,2,2,slet,slight
sad.mit,restored,2,1,salet,insulate
sad.mit,restored,2,1,sarit,tape
sad.mix,restored,2,2,slix,wish
sad.miz,restored,2,2,sliC,therefore
sad.miz,restored,2,2,sriz,series
sad.mud,restored,2,2,slur,my
sad.mug,restored,2,2,crug,amphibian
sad.mug,restored,2,2,slog,slug
sad.muk,restored,2,2,slok,weak
sad.mun,restored,2,2,cron,south
sad.mun,restored,2,2,slun,soon
sad.mun,restored,2,1,saloq,swallow
sad.mup,restored,2,2,crop,c sound
sad.mup,restored,2,2,slop,slope
sad.mup,restored,2,2,slup,swoop
sad.mus,restored,2,2,cros,art
sad.mus,restored,2,1,salos,cellulose
sad.mut,restored,2,2,crut,puzzle
sad.nam,restored,2,2,carn,ion
sad.nam,restored,2,1,caram,revolution (society)
sad.nid,held,2,0,sarned,serenade
sad.nim,restored,2,2,slim,submit
sad.num,restored,2,2,crum,through/tunnel
sad.num,restored,2,2,slom,slow
sad.van,held,2,0,sarvan,entire
sad.vix,held,2,0,salvex,salvation
sad.vum,held,2,0,sarvom,swerve
sad.zam,restored,2,2,sarz,feature
saf.kit,held,2,0,safket,suffocate
saf.mad,restored,2,1,safar,sapphire
saf.mid,restored,2,2,sfir,sphere
saf.mix,restored,2,1,safix,sufficient
saf.tam,restored,2,2,saft,soft
sag.maf,restored,2,1,cagaf,culture (society)
sag.man,restored,2,1,cagan,thug
sag.mit,restored,2,1,saget,segregate
sag.mud,restored,2,1,cagur,naughty
sak.mad,restored,2,2,skal,scale
sak.mad,restored,2,2,skar,square
sak.mad,restored,2,1,cakal,heckle
sak.map,restored,2,2,skap,skip
sak.max,restored,2,2,skax,squash
sak.mid,restored,2,2,skil,skill
sak.mik,restored,2,1,sakik,psychic
sak.min,restored,2,2,skin,skin
sak.min,restored,2,1,sakin,blade
sak.mip,restored,2,2,skep,scape (scenery)
sak.mit,restored,2,2,skit,sweet
sak.mit,restored,2,1,saket,socket
sak.mud,restored,2,2,skor,score
sak.mud,restored,2,2,skul,school
sak.mud,restored,2,2,skur,scare
sak.mud,restored,2,1,sakul,succulent
sak.muj,restored,2,1,sakoj,psychology
sak.mun,restored,2,2,skoq,cease
sak.mun,restored,2,2,skun,skew
sak.mun,restored,2,1,sakon,sack
sak.mup,restored,2,2,skup,scoop
sak.mut,restored,2,2,skut,difficult
sak.muz,restored,2,2,skuz,excuse
sak.nim,restored,2,2,skim,minimum
sak.num,restored,2,2,skum,scheme
sak.sid,held,2,0,saksid,succeed (come next)
sak.sin,held,2,0,saksin,spectate
sam.bin,restored,2,2,smin,meson
sam.bun,restored,2,1,samon,summon
sam.din,held,2,0,samriq,summary
sam.nad,restored,2,2,smal,small
sam.nax,restored,2,2,smax,smash
sam.nid,restored,2,2,smil,smell
sam.nid,restored,2,1,camil,drunk
sam.nik,restored,2,2,smek,smack
sam.nud,restored,2,2,smul,smile
sam.nud,restored,2,1,samor,summer
sam.nuk,restored,2,2,smok,smoke
sam.pam,restored,2,2,samp,sentence (text)
sam.put,held,2,0,camput,impute
sam.sad,restored,2,1,casal,assail
sam.sad,held,2,0,samsar,course
sam.sam,strained,2,3,sas,parent
sam.sib,restored,2,1,sasib,associate
sam.tan,held,2,0,samtan,wholesome
sam.zam,strained,2,3,saz,emphasize
sam.zan,restored,2,1,sazan,size
san.bum,restored,2,2,snom,snow
san.dam,restored,2,2,sand,sand
san.dik,held,2,0,sanrik,sign up
san.diz,held,2,0,canlez,analyze
san.kam,restored,2,2,saqk,sign
san.kat,held,2,0,saqkat,suspect
san.mad,restored,2,2,snar,snare (drum)
san.map,restored,2,2,snap,snap
san.mif,restored,2,2,snif,sniff
san.mik,restored,2,2,snik,sneak
san.mix,held,2,0,canmex,enmesh
san.mud,restored,2,2,snor,s sound
san.muv,restored,2,1,sanov,swallow (bird)
san.siv,held,2,0,sansiv,sensitive
san.tig,held,2,0,santig,scent
san.zan,held,2,0,sanzaq,bulk
sap.mad,restored,2,1,sapar,barber
sap.mak,restored,2,2,spak,spike
sap.mak,restored,2,1,sapak,supplier
sap.man,restored,2,2,span,spine
sap.mas,restored,2,2,spas,spice
sap.maz,held,2,0,capmaz,optimize
sap.mik,restored,2,2,spek,respect
sap.mik,restored,2,2,spik,speak
sap.min,restored,2,2,spin,spin
sap.mit,restored,2,2,spit,spit
sap.mud,restored,2,1,sapud,meal
sap.muk,restored,2,2,spok,spoke (wheel)
sap.muz,restored,2,1,sapoz,suppose
sat.mab,restored,2,2,stab,stab
sat.mad,restored,2,2,stal,stall
sat.mad,restored,2,2,star,star
sat.maf,restored,2,2,staf,stuff
sat.mat,restored,2,2,stat,stat
sat.maz,held,2,0,catmaz,itemize
sat.mid,restored,2,2,stil,still (motion)
sat.mif,restored,2,2,stef,safe
sat.mik,restored,2,2,stek,mistake
sat.mik,restored,2,2,stik,stick (plant)
sat.mik,restored,2,1,catik,apathy
sat.min,restored,2,2,sten,stain
sat.mit,restored,2,2,stet,status
sat.mit,held,2,0,catmet,automate
sat.miv,restored,2,2,stev,stay
sat.mud,restored,2,2,stud,sad
sat.mud,restored,2,1,satol,subtle
sat.muj,restored,2,2,stoj,storage
sat.muk,restored,2,2,stok,stomach
sat.mun,restored,2,2,ston,stone
sat.mun,restored,2,1,catun,atone
sat.mup,restored,2,2,stup,stupid
sat.nam,restored,2,1,satam,sincere
sat.nim,restored,2,2,stim,steam
sat.num,restored,2,2,stom,install
sat.xad,held,2,0,catxar,chair
sat.xam,restored,2,2,satx,such
sav.mad,restored,2,1,caval,avow
sav.man,restored,2,1,savan,savanna
sav.mas,restored,2,2,svas,sigh
sav.mik,restored,2,2,svik,knife
sav.mud,restored,2,2,svur,very
sib.man,restored,2,1,seban,say
sib.muk,restored,2,1,sibuk,complication
sid.jam,restored,2,2,sedj,sage (person)
sid.jan,held,2,0,sidjan,obsidian
sid.jun,held,2,0,sedjun,sage (plant)
sid.mab,restored,2,1,silab,garment
sid.mad,restored,2,1,sedar,cedar
sid.mad,restored,2,1,siral,cereal
sid.mak,restored,2,1,silak,select
sid.man,restored,2,1,silan,seal (connect)
sid.mas,restored,2,1,sidas,insidious
sid.mik,restored,2,1,sidik,astringent
sid.mik,restored,2,1,silek,torn
sid.min,restored,2,1,siliq,ceiling
sid.min,restored,2,1,siren,axle
sid.mit,restored,2,1,cilet,elate
sid.mit,restored,2,1,silit,silhouette
sid.miz,restored,2,1,sileC,seal
sid.mup,restored,2,1,sirup,syrup
sid.mut,restored,2,1,silut,nightmare
sid.mut,restored,2,1,sirut,rent
sid.muz,restored,2,1,siroz,sear
sid.nam,restored,2,1,ciram,theorem
sif.mud,restored,2,1,cefur,stench
sif.nik,held,2,0,sifnik,symphony
sig.duz,held,2,0,sigroC,cigarette
sik.mad,restored,2,1,sikad,cicada
sik.mit,restored,2,1,ciket,equate
sik.mut,restored,2,1,sekut,execute
sik.muv,restored,2,1,sikuv,refusal
sik.nam,restored,2,1,cikam,rely
sik.xam,held,2,0,sekxam,section
sim.bad,held,2,0,sembal,resemble
sim.ban,restored,2,1,seman,partial (semi-)
sim.ban,restored,2,1,simaq,seem
sim.bun,restored,2,1,simun,indicate
sim.bus,held,2,0,simbos,symbiosis
sim.dak,held,2,0,cimrak,theme
sim.nad,held,2,0,semnar,seminar
sim.sad,restored,2,1,cisal,thistle
sim.sak,restored,2,1,sisak,sex
sim.sim,restored,2,1,sisim,fraction
sim.sin,restored,2,1,sisen,easy-going
sim.suk,restored,2,1,sisuk,conflict
sim.tin,held,2,0,simten,simultaenous
sim.zad,restored,2,1,sizal,sizzle
sim.zam,strained,2,3,seC,etc.
sim.zam,strained,2,3,sez,sir
sim.zam,strained,2,3,siC,hush
sim.zam,strained,2,3,siz,peace
sim.zan,restored,2,1,siCan,page
sim.zan,restored,2,1,sizan,season (period)
sim.zig,restored,2,1,siCig,seethe
sim.zud,restored,2,1,sizol,fringe
sin.kam,restored,2,2,ciqk,think
sin.kam,restored,2,2,siqk,sink (down)
sin.kit,held,2,0,siqket,syncopate
sin.map,restored,2,1,cinap,inept
sin.mat,restored,2,1,senat,senate
sin.mid,restored,2,1,senir,sane
sin.mit,restored,2,1,sinet,insinuate
sin.mud,restored,2,1,sinor,senior
sin.sam,restored,2,2,sinc,synthetic
sin.tam,restored,2,2,sent,saint
sin.tan,held,2,0,cintan,thin
sin.xud,held,2,0,senxur,censure
sin.zam,restored,2,2,senz,essence
sip.mad,restored,2,1,sipar,sweep
sip.man,restored,2,1,sipan,sip
sip.mud,restored,2,1,sipur,tale
sip.mun,restored,2,1,sipun,deck
sit.mad,restored,2,1,citar,theater
sit.mad,restored,2,1,setar,satire
sit.mad,restored,2,1,sitar,city
sit.mak,restored,2,1,cetak,pathetic
sit.mas,restored,2,1,setas,cetacea
sit.mid,restored,2,1,sitir,slack
sit.min,restored,2,1,setiq,setting
sit.sam,restored,2,2,cets,mole (measurement)
sit.xam,restored,2,2,sitx,second (time)
sit.xit,held,2,0,sitxet,situate
siv.mad,restored,2,1,seval,civil
siv.mad,restored,2,1,sivar,hypothesis
siv.mud,restored,2,1,sevor,savor
siv.nam,restored,2,1,sivam,service
six.mit,restored,2,1,sixet,satiate
sud.bam,restored,2,2,corb,distance (tele-)
sud.gam,restored,2,2,sorg,recent
sud.git,held,2,0,surget,surrogate
sud.jid,held,2,0,sudjil,stochastic
sud.mad,restored,2,2,sold,solid
sud.mad,restored,2,1,codal,dye
sud.maf,restored,2,2,sorf,surface
sud.mak,restored,2,1,sodak,soda
sud.man,restored,2,2,sorm,some
sud.man,restored,2,1,solan,swollen
sud.man,restored,2,1,soran,sour
sud.map,restored,2,2,solp,swap
sud.mat,restored,2,1,corat,revolution
sud.maz,held,2,0,surmaz,surmise
sud.min,restored,2,1,suliq,sew
sud.mun,restored,2,1,sudon,somewhat (pseudo-)
sud.nam,restored,2,2,corn,british o vowel sound
sud.nam,held,2,0,cornam,thorn
sug.dam,held,2,0,cugram,gap
sug.nam,restored,2,1,sugam,convenient
suk.mud,restored,2,1,sokur,soak
sum.dan,held,2,0,sumran,sum (addition)
sum.sad,restored,2,1,susad,suicide
sum.zad,restored,2,1,suCal,weld
sum.zam,strained,2,3,soz,also
sum.zam,strained,2,3,suC,three
sum.zin,restored,2,1,suCiq,sooth
sum.zuk,restored,2,1,suzuk,bass (fish)
sun.bam,restored,2,1,sonam,soy
sun.man,restored,2,1,sunan,blank
sun.mit,restored,2,1,sunit,neat
sup.maz,held,2,0,supmaz,supervise
sut.man,restored,2,1,cotaq,rush
sut.mas,restored,2,1,sutas,soot
sut.xam,restored,2,2,cutx,tooth
sut.xam,restored,2,2,sutx,set (math)
sut.xat,held,2,0,sotxat,gleam
suv.duk,held,2,0,covluk,overlook
suv.mit,restored,2,1,covit,overheat
sux.mad,restored,2,1,soxal,social
sux.mav,restored,2,1,suxav,dear
tab.mid,restored,2,1,tabil,spice (action)
tab.mis,restored,2,1,tabic,gazelle
taf.kid,held,2,0,tafkid,duty
tag.mad,restored,2,1,tagal,toggle
tag.mid,restored,2,1,tagid,corporation
tag.min,restored,2,1,tagen,fry
tag.mud,held,2,0,tagmul,compensation
tag.muv,restored,2,1,taguv,comment
tag.naz,held,2,0,tagnaz,antagonize
tak.man,restored,2,1,takan,tack
tak.mid,restored,2,1,takir,investigate
tak.min,restored,2,1,takin,correct
tak.mit,restored,2,1,taket,tact
tak.mit,restored,2,1,takit,aim
tak.mud,restored,2,1,takol,tackle
tak.mun,restored,2,1,takon,octopus
tak.nud,held,2,0,taknol,technology
tak.xat,held,2,0,takxat,chisel
tam.ban,restored,2,1,taman,price
tam.dab,restored,2,2,trab,tribe
tam.dag,restored,2,2,trag,10^42
tam.dak,restored,2,2,trak,track (path)
tam.dam,strained,2,3,tad,tail
tam.dam,strained,2,3,tal,tell
tam.dam,strained,2,3,tar,tire (sleep)
tam.dan,restored,2,2,tarn,10^39
tam.dan,restored,2,2,traq,triangle
tam.dan,restored,2,1,talaq,talent
tam.dap,restored,2,2,tarp,topology
tam.dap,restored,2,2,trap,trap
tam.das,restored,2,2,tals,tall
tam.das,restored,2,2,tras,torus
tam.daz,restored,2,2,tarz,reptile
tam.dij,restored,2,2,trij,treasure
tam.dik,restored,2,2,trik,trick
tam.din,restored,2,2,trin,neutrino
tam.din,restored,2,1,talin,tally
tam.dis,restored,2,2,tres,trace
tam.dis,restored,2,2,tris,interest
tam.diz,restored,2,1,taliC,spell (charm)
tam.duk,restored,2,1,taluk,chin
tam.dum,restored,2,2,trom,spectrum
tam.dun,restored,2,1,talon,towel
tam.nad,restored,2,1,tamar,date (fruit)
tam.nit,held,2,0,tamnet,contaminate
tam.pam,restored,2,2,tamp,temperature
tam.pan,held,2,0,tampan,tampon
tam.pud,held,2,0,tampor,tamper
tam.tam,strained,2,3,tat,sibling
tam.tax,restored,2,2,tatx,touch
tan.big,held,2,0,tanbig,transduction
tan.dum,held,2,0,tanlum,turbulent
tan.gup,held,2,0,taqgop,adopt
tan.kam,restored,2,2,taqk,toy
tan.mad,restored,2,1,tanal,tunnel
tan.min,held,2,0,tanmin,sweet (emotion)
tan.mit,restored,2,1,tanit,tiny
tan.mub,restored,2,1,tanub,fir (tree)
tan.sud,held,2,0,tansor,tensor
tan.tij,held,2,0,tantij,taunt
tan.tin,held,2,0,tantiq,snoop
tan.tum,held,2,0,tantum,wire
tan.xan,held,2,0,tanxan,attention
tan.xin,held,2,0,tanxiq,elastic
tan.zik,held,2,0,tanzik,blanket
tan.zin,held,2,0,tanzen,naive
tap.mik,restored,2,1,tapik,topic
tap.nim,restored,2,1,tapem,coordinate (action)
tas.kid,held,2,0,taskil,frustrate
tas.mad,restored,2,1,tasal,tassel
tas.maj,restored,2,1,tasaj,toss
tas.man,held,2,0,tasman,testament
tas.mik,restored,2,1,tasik,lake
tas.min,held,2,0,tasmin,symptom
tas.mit,restored,2,1,tasit,tacit
tas.nim,restored,2,1,tasim,delineate
tav.dup,held,2,0,tavrup,sanitation
tav.mut,restored,2,1,tavut,tuck
tax.mad,restored,2,2,txal,shell
tax.mak,restored,2,2,txak,check
tax.map,restored,2,2,txap,chip
tax.maz,restored,2,2,txaz,100
tax.mid,restored,2,2,txir,cheer
tax.min,restored,2,2,txeq,q sound
tax.min,restored,2,2,txin,teen
tax.mis,restored,2,2,txes,chase
tax.mit,restored,2,2,txet,shit
tax.mud,restored,2,2,txor,saturate
tax.mud,restored,2,2,txul,actual
tax.mun,restored,2,2,txun,sneeze
tax.mut,restored,2,2,txot,loose
tax.mut,restored,2,2,txut,chew
tax.muz,restored,2,2,txuz,choose
tax.num,restored,2,2,txum,tissue
taz.mad,restored,2,1,taCar,apologize
tif.mid,restored,2,1,tefir,stitch
tif.tuf,held,2,0,tiftuf,trickle
tig.dis,held,2,0,tigris,tiger
tig.mak,restored,2,1,tegak,dare
tik.mad,restored,2,1,tikal,tickle
tik.man,restored,2,1,tekan,standard
tik.mis,restored,2,1,tekes,ceremony
tik.mud,restored,2,1,tikol,tweak
tik.nik,held,2,0,teknik,technique
tik.niv,held,2,0,teknev,take off
tik.tak,held,2,0,tiktak,tick (sound)
tim.bin,restored,2,1,timiq,teem
tim.daf,restored,2,1,tiraf,prey
tim.dam,strained,2,3,tir,TRUE
tim.dan,restored,2,2,tirn,tour
tim.das,restored,2,1,tidas,tedious
tim.daz,restored,2,1,tiraz,tear (cry)
tim.din,restored,2,1,tiriq,tea
tim.duk,restored,2,1,tirok,slam
tim.dum,restored,2,1,telom,abyss
tim.dun,restored,2,1,telun,rail (track)
tim.dun,restored,2,1,tiron,noob
tim.nad,restored,2,1,timad,timid
tim.pud,held,2,0,tempur,temper
tim.pun,held,2,0,tempon,tempo
tim.tam,strained,2,3,tet,signal
tim.tax,restored,2,2,titx,teach
tin.das,held,2,0,tendas,tend (to tend to)
tin.gud,held,2,0,teqgol,tangle
tin.kad,held,2,0,tiqkal,twinkle
tin.kit,held,2,0,teqket,tank (do bad)
tin.mat,restored,2,1,tinat,twin
tin.mat,held,2,0,tinmat,tin
tin.tis,held,2,0,tintec,tint
tin.tun,held,2,0,teqtoq,ache
tin.xad,held,2,0,tenxal,potential
tip.mud,restored,2,1,tepur,taper
tip.mun,restored,2,1,tipun,case (law)
tis.mad,restored,2,1,tesal,tessellation
tis.man,restored,2,1,tesan,fig
tis.tam,restored,2,2,test,taste
tiz.mud,restored,2,1,teCur,tether
tiz.mud,restored,2,1,tizor,tease
tuf.man,restored,2,1,tufan,tuff (rock)
tuf.mif,restored,2,1,tofif,tap
tug.mak,restored,2,1,tugak,ivory
tuk.sam,restored,2,2,toks,easy
tuk.sud,held,2,0,tuksul,flinch
tuk.sud,held,2,0,tuksul,flinch
tuk.sud,held,2,0,tuksul,flinch
tuk.tuk,held,2,0,tuktuk,caribou
tuk.tuk,held,2,0,tuktuk,caribou
tuk.tuk,held,2,0,tuktuk,caribou
tum.dam,strained,2,3,tod,term
tum.dam,strained,2,3,tor,before
tum.dam,strained,2,3,tul,tool
tum.dam,strained,2,3,tur,turf
tum.dan,restored,2,2,torn,turn
tum.dap,restored,2,2,torp,interpolate
tum.dun,restored,2,1,tudoq,nudge
tum.tax,restored,2,2,totx,attach
tun.dan,held,2,0,toqlaq,flux
tun.dan,held,2,0,toqlaq,flux
tun.dan,held,2,0,toqlaq,flux
tun.kut,held,2,0,toqkut,anguish
tun.kut,held,2,0,toqkut,anguish
tun.kut,held,2,0,toqkut,anguish
tun.mad,restored,2,1,tonar,tow
tun.xin,held,2,0,toqxin,correspond
tun.xin,held,2,0,toqxin,correspond
tun.xin,held,2,0,toqxin,correspond
tus.mik,restored,2,1,tusik,plover (bird)
tus.niv,held,2,0,tucnev,set off
tus.niv,held,2,0,tucnev,set off
tus.niv,held,2,0,tucnev,set off
vad.bad,held,2,0,valbal,confuse
vad.maj,restored,2,2,vraj,average
vad.mak,restored,2,2,vark,syllable
vad.man,restored,2,2,varm,vomit
vad.mat,restored,2,1,varat,variety
vad.max,restored,2,1,valax,embarrass
vad.mib,restored,2,1,valeb,available
vad.mid,restored,2,1,valid,valid
vad.mik,restored,2,1,varik,greet
vad.min,restored,2,1,varin,vary
vad.mit,restored,2,2,vret,settle
vad.mit,restored,2,1,valet,evaluate
vad.mit,restored,2,1,valit,domesticate
vad.mit,restored,2,1,varit,ward (off)
vad.miz,restored,2,2,vriC,wood
vad.mud,restored,2,1,valol,vial
vad.mug,restored,2,2,vrug,10^18
vad.mun,restored,2,2,vrun,ocean
vad.nam,restored,2,2,vlam,its
vad.nam,restored,2,2,vram,insight
vad.nam,restored,2,1,varam,circumference
vad.nas,held,2,0,valnas,venus
vad.nim,restored,2,1,valim,valley
vad.nix,held,2,0,varnix,varnish
vad.num,restored,2,1,valum,volume (math)
vad.vam,restored,2,2,valv,evolve
vad.zam,restored,2,2,varz,forest
vag.dun,held,2,0,vagron,vine
vak.min,restored,2,1,vakiq,vie
vak.mit,restored,2,1,vaket,evacuate
vak.sin,held,2,0,vaksin,vaccine
vam.pid,held,2,0,vampir,vampire
vam.vam,strained,2,3,vav,repeat
vam.vix,restored,2,1,vavex,vivacious
van.kam,restored,2,2,vaqk,cow
van.mad,restored,2,1,vanal,vinyl
van.mid,restored,2,1,vanir,veneer
van.taj,held,2,0,vantaj,advantage
van.tam,restored,2,2,vant,archaea
vas.mad,restored,2,1,vasad,vice
vas.man,restored,2,1,vasan,breadth
vas.mux,restored,2,1,vasox,stir
vas.num,restored,2,1,vasum,wealth
vas.tam,restored,2,2,vast,vast
vas.tav,held,2,0,vastav,genuine
vat.mad,restored,2,1,vatar,descent
vaz.mid,restored,2,1,vazir,disperse
vaz.mud,restored,2,1,vazor,visor
vid.jam,restored,2,2,vedj,vegetable
vid.jan,held,2,0,vidjan,young
vid.min,restored,2,1,veliq,veil
vig.min,restored,2,1,vegin,vague
vig.mud,restored,2,1,vigor,vigor
vik.mat,restored,2,1,vikat,dread
vik.mix,restored,2,1,vekex,vacation
vim.nad,restored,2,1,vimal,transparent
vim.vad,restored,2,1,vivad,vivid
vim.vad,restored,2,1,vivar,viverridae
vin.mas,restored,2,1,venas,vein
vin.mip,restored,2,1,venip,vane
vin.muk,restored,2,1,venuk,venue
vin.taz,held,2,0,ventaz,vent
vip.mak,restored,2,1,vipak,fact
vip.man,restored,2,1,vepaq,interface (computing)
vip.mud,restored,2,1,vepor,vapor
vis.tam,restored,2,2,vist,visit
vis.tan,held,2,0,vestan,vest (let sit)
vit.mig,restored,2,1,vetig,vet
vit.mug,restored,2,1,vitog,veto
viz.mak,restored,2,1,viCak,supplement
vud.bad,held,2,0,vorbal,verbal
vud.bam,restored,2,2,vorb,ever
vud.gad,held,2,0,volgar,vulgar
vud.jan,held,2,0,vorjan,version
vud.mad,restored,2,2,vord,avoid
vud.maf,restored,2,2,vurf,verify
vud.mak,restored,2,2,vork,electron
vud.mak,restored,2,1,vorak,bee
vud.mat,restored,2,2,volt,volt
vud.max,restored,2,2,vorx,vowel o sound
vud.maz,restored,2,1,volaC,misery
vud.mix,restored,2,1,vorex,voracious
vud.mud,restored,2,1,vulol,mingle
vud.zam,restored,2,2,volz,violent
vug.mun,restored,2,1,vogun,vogue
vuk.mad,restored,2,1,vokad,avocado
vum.vam,strained,2,3,vov,axis
vus.mas,restored,2,1,vosas,versus
vus.tam,restored,2,2,vust,v sound
vut.xam,restored,2,2,vutx,entity
vux.nim,restored,2,1,vuxim,genitals
xab.mat,restored,2,1,xabat,rest
xab.min,restored,2,1,yabiq,import
xab.mis,restored,2,1,xabic,cling
xad.mab,restored,2,1,xarab,wine
xad.mad,restored,2,2,yard,yard (measurement)
xad.mak,restored,2,2,xark,society
xad.man,restored,2,2,xarm,10^21
xad.man,restored,2,1,xalaq,jot
xad.map,restored,2,2,xarp,x sound
xad.mav,restored,2,2,xlav,calculate
xad.mav,restored,2,1,xalav,phase
xad.mid,restored,2,1,yalid,native
xad.mik,restored,2,2,xlik,shriek
xad.mik,restored,2,1,xadik,pair
xad.mik,restored,2,1,yarek,thigh
xad.min,restored,2,1,xadiq,shoddy
xad.mit,restored,2,1,yarit,intercept
xad.miv,restored,2,1,xaliv,inspire
xad.miv,restored,2,1,yariv,opponent
xad.mud,restored,2,1,xadur,shudder
xad.mun,restored,2,1,xadon,shadow
xad.nam,restored,2,2,yarn,y sound
xad.nit,held,2,0,yarnet,yarn
xad.num,restored,2,2,xlum,mushroom
xad.num,restored,2,1,xalom,welfare
xad.zam,restored,2,2,xarz,opposite (anti)
xag.mat,restored,2,1,xagat,shrug
xag.min,restored,2,1,xagin,shag
xak.mid,restored,2,1,yakid,designate
xak.mid,restored,2,1,yakir,darling
xak.mit,restored,2,1,xakit,salmon
xak.nim,restored,2,1,xakim,rehabilitate
xam.ban,restored,2,1,xaman,shaman
xam.bud,held,2,0,xambol,shamble
xam.jam,strained,2,3,yaj,measure
xam.pin,held,2,0,xampen,champagne
xam.xam,strained,2,3,xax,eternal
xam.xas,restored,2,1,yaxas,worthy
xam.xav,restored,2,1,yaxav,sit
xan.dan,held,2,0,xanlaq,hearty
xan.din,held,2,0,yanlin,stern
xan.fan,held,2,0,xaqfaq,counterpart
xan.kut,held,2,0,yaqkut,infancy
xan.mip,restored,2,1,xanip,shine
xan.muk,restored,2,1,yanuk,smog
xan.mun,held,2,0,yanmon,inundate
xan.tam,restored,2,2,xant,ancient
xan.xip,held,2,0,yanxip,maneuver
xan.xuf,held,2,0,yanxuf,owl
xan.xun,held,2,0,yanxun,perpetuate
xan.zan,held,2,0,xaqzaq,twiddle
xan.zun,held,2,0,yanzoq,severe
xap.mad,restored,2,1,yapad,destination
xas.kam,restored,2,2,xask,ask
xas.kud,held,2,0,xaskur,ask out
xas.mad,restored,2,1,xasal,kid
xas.mid,restored,2,1,yasir,arrogant
xas.nam,restored,2,1,yacam,kneel
xat.mid,restored,2,1,yatir,obsolete
xat.mud,restored,2,1,xator,shutter
xat.xat,held,2,0,yatxat,sustain
xat.xuk,held,2,0,xatxuk,sag
xav.mas,restored,2,1,xavas,fame
xav.miv,restored,2,1,xaviv,flash
xav.mud,restored,2,1,xavol,shovel
