root_a,english_a,root_b,english_b,distance,placed
foz,picture,vaz,hurry,2,neither hand placed
fuf,piece,vuc,catch,2,one hand placed
fuf,piece,vof,glad,2,neither hand placed
bent,pierce,pend,creature,2,neither hand placed
bent,pierce,dend,spread,2,neither hand placed
bent,pierce,pint,plain,2,neither hand placed
bent,pierce,dint,post,2,neither hand placed
bent,pierce,bind,wound,2,neither hand placed
bent,pierce,pant,district,2,neither hand placed
bent,pierce,dant,invite,2,neither hand placed
prag,pig,trog,torso,2,one hand placed
valk,pill,varg,lemon,2,neither hand placed
smiC,pillar,snic,coarse,2,neither hand placed
smiC,pillar,snij,oval,2,neither hand placed
smiC,pillar,sniz,peninsula,2,neither hand placed
smiC,pillar,sniv,smut,2,neither hand placed
smiC,pillar,sneC,swarm,2,neither hand placed
vost,pillow,vusp,fetch,2,neither hand placed
klav,pimple,kraf,comfort,2,one hand placed
klav,pimple,krev,crave,2,one hand placed
klav,pimple,klef,feeble,2,neither hand placed
klav,pimple,klof,gel,2,neither hand placed
klav,pimple,krov,leech,2,neither hand placed
corg,pinch,xork,compare,2,neither hand placed
corg,pinch,farg,fog,2,one hand placed
corg,pinch,xarg,fork,2,neither hand placed
comp,pine,xamp,breast,2,neither hand placed
comp,pine,famp,enormous,2,neither hand placed
comp,pine,xump,canyon,2,neither hand placed
comp,pine,fump,fee,2,neither hand placed
comp,pine,sump,religion,2,neither hand placed
djig,ping,txig,dew,2,neither hand placed
dalb,pink,tarb,contest,2,neither hand placed
dalb,pink,dard,shock,2,neither hand placed
dalb,pink,dold,bust,2,neither hand placed
dalb,pink,dorb,dollar,2,neither hand placed
tidj,pipe,titx,teach,2,one hand placed
zesp,pit,zist,resist,2,one hand placed
hend,pitch,hint,hint,2,one hand placed
botx,pity,datx,grade,2,neither hand placed
botx,pity,patx,patch,2,one hand placed
botx,pity,dutx,lily,2,neither hand placed
nad,place,net,knit,2,one hand placed
nad,place,not,note,2,one hand placed
nad,place,nob,same,2,neither hand placed
pint,plain,tind,passion,2,neither hand placed
pint,plain,tent,reputation,2,neither hand placed
pind,plain,tint,argue,2,neither hand placed
pind,plain,tend,dragon,2,neither hand placed
flen,plait,frem,blog,2,neither hand placed
flen,plait,vren,embryo,2,neither hand placed
flen,plait,freq,satire,2,neither hand placed
flen,plait,flim,deduce,2,neither hand placed
flen,plait,fliq,infer,2,neither hand placed
flen,plait,fran,converge,2,neither hand placed
plan,plan,tran,strand,2,one hand placed
plan,plan,plem,moth,2,one hand placed
plan,plan,pleq,paramount,2,one hand placed
plan,plan,pren,retain,2,one hand placed
plan,plan,pron,comply,2,one hand placed
plan,plan,ploq,fungus,2,one hand placed
plan,plan,plom,gauge,2,one hand placed
rag,plane,rek,yesterday,2,neither hand placed
rag,plane,rok,sell,2,neither hand placed
rev,plane,riC,algorithm,2,one hand placed
glob,planet,grod,fasten,2,one hand placed
glob,planet,klod,ore,2,one hand placed
glob,planet,grab,autumn,2,one hand placed
glob,planet,klab,sparkle,2,one hand placed
glob,planet,glud,jab,2,one hand placed
glob,planet,klub,kill,2,both hand placed
txax,plank,txej,consume,2,neither hand placed
txax,plank,txec,howl,2,neither hand placed
txax,plank,txoj,devote,2,neither hand placed
txax,plank,txoc,ridicule,2,neither hand placed
dorf,plant,torv,vice,2,neither hand placed
dorf,plant,tarf,plastic,2,neither hand placed
tarf,plastic,torv,vice,2,neither hand placed
plet,plate,pred,rinse,2,one hand placed
plet,plate,tret,trait,2,both hand placed
plet,plate,plid,duplicate,2,one hand placed
plet,plate,plip,tread,2,one hand placed
plet,plate,prat,apart,2,both hand placed
flik,plateau,frig,refute,2,neither hand placed
flik,plateau,vrik,whimsical,2,neither hand placed
cogz,platform,xagz,appetite,2,neither hand placed
cogz,platform,fugz,atmosphere,2,neither hand placed
cogz,platform,xugz,scandal,2,neither hand placed
cogz,platform,sugz,wreck,2,neither hand placed
bluc,platinum,bruf,absent,2,neither hand placed
bluc,platinum,plux,excite,2,neither hand placed
bluc,platinum,pluf,radiant,2,neither hand placed
Caqk,plead,ceqk,drift,2,neither hand placed
Caqk,plead,jeqk,exclusive,2,neither hand placed
Caqk,plead,zeqk,hand,2,one hand placed
Caqk,plead,veqk,neat,2,neither hand placed
Caqk,plead,coqk,engage,2,neither hand placed
Caqk,plead,joqk,ink,2,neither hand placed
Caqk,plead,zoqk,maintain,2,neither hand placed
Caqk,plead,voqk,splendid,2,neither hand placed
pliz,please,triz,basin,2,one hand placed
pliz,please,prez,grumpy,2,one hand placed
Coqk,pledge,vaqk,cow,2,one hand placed
Coqk,pledge,caqk,global,2,neither hand placed
Coqk,pledge,jaqk,passage,2,neither hand placed
Coqk,pledge,zaqk,stink,2,neither hand placed
Coqk,pledge,cuqk,dash,2,neither hand placed
Coqk,pledge,vuqk,disturb,2,neither hand placed
Coqk,pledge,juqk,tide,2,neither hand placed
malp,plenty,marb,arm,2,neither hand placed
malp,plenty,nalb,bridge,2,neither hand placed
malp,plenty,narp,faith,2,neither hand placed
malp,plenty,mart,pardon,2,neither hand placed
malp,plenty,molb,ow,2,neither hand placed
vobz,plot,vops,lazy,2,neither hand placed
vobz,plot,vudz,jewelry,2,neither hand placed
fets,plug,veps,battery,2,neither hand placed
fets,plug,fips,passenger,2,neither hand placed
fets,plug,vits,twist,2,neither hand placed
fets,plug,vats,robot,2,neither hand placed
flug,plume,frog,collaborate,2,neither hand placed
smac,plump,snaC,accelerate,2,neither hand placed
smac,plump,snax,feud,2,neither hand placed
smac,plump,snaf,soothe,2,neither hand placed
smac,plump,smex,arithmetic,2,neither hand placed
smac,plump,smef,lateral,2,neither hand placed
smac,plump,smeC,pasture,2,neither hand placed
smac,plump,snec,scold,2,neither hand placed
smac,plump,snoc,compulsion,2,neither hand placed
smac,plump,smoC,delegate,2,neither hand placed
smac,plump,smof,folly,2,neither hand placed
smac,plump,smox,sloth,2,neither hand placed
stov,plural,stuf,prose,2,neither hand placed
galc,pocket,kalf,humor,2,neither hand placed
galc,pocket,garf,release,2,neither hand placed
galc,pocket,golf,assume,2,neither hand placed
pard,pod,tarb,contest,2,one hand placed
pard,pod,porb,exchange,2,one hand placed
zemp,poetry,zent,citizen,2,neither hand placed
leC,point,rev,plane,2,one hand placed
leC,point,rez,smart,2,one hand placed
leC,point,riC,algorithm,2,both hand placed
leC,point,liz,dress,2,one hand placed
leC,point,lij,orient,2,both hand placed
leC,point,liv,strong,2,one hand placed
leC,point,raC,rhythm,2,both hand placed
spon,poise,stom,install,2,one hand placed
spon,poise,stoq,unravel,2,neither hand placed
spon,poise,stan,invoke,2,neither hand placed
spon,poise,stun,blot,2,neither hand placed
spon,poise,spuq,clitoris,2,neither hand placed
spon,poise,spum,soot,2,neither hand placed
borz,poison,dors,desert,2,both hand placed
dubz,policy,tudz,slave,2,neither hand placed
dubz,policy,dups,tear,2,neither hand placed
fudz,polish,vubz,harbor,2,neither hand placed
fudz,polish,futs,pace,2,neither hand placed
fudz,polish,vodz,beneath,2,neither hand placed
sarv,polite,zalv,dissolve,2,one hand placed
sarv,polite,zarf,limit,2,neither hand placed
sarv,polite,zorv,activity,2,neither hand placed
sarv,polite,solv,pound,2,neither hand placed
sarv,polite,sorf,surface,2,one hand placed
blak,poll,brag,appendix,2,neither hand placed
blak,poll,drak,harm,2,one hand placed
blak,poll,plag,oracle,2,neither hand placed
blak,poll,bleg,heritage,2,neither hand placed
blak,poll,blog,occupy,2,neither hand placed
cand,pond,xant,ancient,2,one hand placed
cand,pond,fant,sunset,2,neither hand placed
cand,pond,send,bush,2,neither hand placed
cand,pond,cent,ram,2,neither hand placed
cand,pond,fend,statue,2,neither hand placed
cand,pond,xend,web,2,neither hand placed
cand,pond,fond,festival,2,neither hand placed
cand,pond,xond,solo,2,neither hand placed
por,poor,tol,pretty,2,one hand placed
por,poor,pul,pull,2,both hand placed
mand,pop,nant,heavy,2,neither hand placed
mand,pop,nend,final,2,neither hand placed
mand,pop,ment,mate,2,one hand placed
mand,pop,nond,famous,2,neither hand placed
mand,pop,mont,mention,2,neither hand placed
bork,popular,porg,cage,2,neither hand placed
bork,popular,dorg,witch,2,neither hand placed
xebz,population,xeps,reed,2,neither hand placed
xebz,population,xidz,strategy,2,neither hand placed
fubz,porch,fups,develop,2,neither hand placed
fubz,porch,vudz,jewelry,2,neither hand placed
fubz,porch,vobz,plot,2,neither hand placed
went,portal,wind,grill,2,neither hand placed
Colf,pose,vorf,absolute,2,neither hand placed
Colf,pose,volc,affect,2,neither hand placed
Colf,pose,zolv,award,2,neither hand placed
Colf,pose,colv,chorus,2,neither hand placed
Colf,pose,Corv,clamp,2,neither hand placed
Colf,pose,jorf,concrete,2,neither hand placed
Colf,pose,corf,contain,2,neither hand placed
Colf,pose,volv,creep,2,neither hand placed
Colf,pose,jolv,income,2,neither hand placed
Colf,pose,zalf,blade,2,neither hand placed
Colf,pose,calf,custom,2,neither hand placed
Colf,pose,valf,weed,2,neither hand placed
giz,position,kis,bottom,2,both hand placed
mid,positive,nit,never,2,one hand placed
mid,positive,nib,say,2,one hand placed
gaz,possess,kas,until,2,one hand placed
gaz,possess,ges,outside,2,one hand placed
dint,post,tind,passion,2,neither hand placed
dint,post,tent,reputation,2,neither hand placed
klib,posture,krid,liquid,2,one hand placed
bunt,pot,dund,bull,2,neither hand placed
bunt,pot,pund,spy,2,neither hand placed
bunt,pot,dont,original,2,neither hand placed
klov,potassium,krav,stability,2,neither hand placed
klov,potassium,kruv,evaluate,2,neither hand placed
volk,potato,vorg,cock,2,neither hand placed
solv,pound,zorv,activity,2,neither hand placed
solv,pound,sorf,surface,2,one hand placed
solv,pound,zalv,dissolve,2,one hand placed
fep,power,veb,byte,2,one hand placed
fep,power,fib,country,2,neither hand placed
fep,power,fit,frank,2,neither hand placed
fep,power,vip,six,2,one hand placed
vold,practical,vort,alike,2,neither hand placed
vold,practical,vorb,ever,2,one hand placed
nalp,practice,nolb,fill,2,neither hand placed
pam,pray,tan,morning,2,one hand placed
pam,pray,taq,tongue,2,both hand placed
pam,pray,peq,pay,2,both hand placed
pam,pray,pen,very,2,one hand placed
pam,pray,tom,atom,2,both hand placed
pam,pray,poq,guy,2,one hand placed
pam,pray,pon,still,2,one hand placed
prin,preach,trim,stance,2,neither hand placed
prin,preach,triq,watt,2,neither hand placed
prin,preach,tren,speck,2,neither hand placed
prex,precious,trix,symptom,2,one hand placed
prex,precious,trax,revive,2,one hand placed
drin,precision,trim,stance,2,neither hand placed
drin,precision,triq,watt,2,neither hand placed
drin,precision,tren,speck,2,neither hand placed
bran,predator,dram,human,2,one hand placed
bran,predator,draq,mush,2,neither hand placed
bran,predator,plan,plan,2,one hand placed
bran,predator,brem,harp,2,neither hand placed
bran,predator,breq,jug,2,neither hand placed
bran,predator,dren,puck,2,neither hand placed
bran,predator,pren,retain,2,neither hand placed
bran,predator,pron,comply,2,neither hand placed
bran,predator,broq,membrane,2,one hand placed
bran,predator,brom,mineral,2,neither hand placed
wudj,predict,wutx,outcome,2,neither hand placed
gutx,prefer,kotx,offense,2,neither hand placed
golk,prepare,kork,curl,2,one hand placed
golk,prepare,gorg,genius,2,neither hand placed
zaq,presence,zen,young,2,one hand placed
zaq,presence,zon,zone,2,both hand placed
gog,present,kag,alone,2,neither hand placed
gog,present,kug,worry,2,neither hand placed
gob,present,kod,code,2,one hand placed
gob,present,kop,scope,2,one hand placed
gob,present,kab,receive,2,one hand placed
gob,present,kub,cube,2,one hand placed
gob,present,gup,match,2,neither hand placed
malf,press,narf,necessary,2,neither hand placed
malf,press,marv,patient,2,neither hand placed
malf,press,nalv,stage,2,neither hand placed
malf,press,nalc,strike,2,neither hand placed
malf,press,molc,burn,2,neither hand placed
malf,press,nolf,danger,2,neither hand placed
malf,press,molv,track,2,neither hand placed
pres,pressure,trez,lobe,2,one hand placed
pres,pressure,priz,condemn,2,one hand placed
pres,pressure,tris,interest,2,both hand placed
gist,pretend,kisp,tunnel,2,neither hand placed
dek,prevent,tik,own,2,neither hand placed
dek,prevent,tak,talk,2,one hand placed
daz,previous,tas,test,2,one hand placed
daz,previous,des,string,2,neither hand placed
muts,price,nups,natural,2,neither hand placed
seqk,prick,ziqk,lap,2,neither hand placed
seqk,prick,zaqk,stink,2,neither hand placed
doft,pride,taft,potential,2,neither hand placed
doft,pride,tuft,cancel,2,neither hand placed
bast,prime,dest,example,2,one hand placed
bast,prime,pest,paste,2,both hand placed
bast,prime,besp,warn,2,one hand placed
rebz,primitive,reps,virtue,2,neither hand placed
rebz,primitive,ridz,marker,2,neither hand placed
jeks,principle,xaks,dial,2,neither hand placed
punt,print,tund,therapy,2,neither hand placed
masp,prison,mest,holy,2,neither hand placed
masp,prison,nesp,search,2,neither hand placed
boz,private,pos,than,2,one hand placed
boz,private,daz,previous,2,one hand placed
boz,private,duz,do,2,both hand placed
boz,private,puz,house,2,one hand placed
fift,privilege,veft,goods,2,neither hand placed
praz,prize,trez,lobe,2,one hand placed
praz,prize,pres,pressure,2,both hand placed
praz,prize,troz,spawn,2,one hand placed
prab,probable,trap,trap,2,both hand placed
prab,probable,pred,rinse,2,one hand placed
prab,probable,prod,remedy,2,one hand placed
vugz,produce,vuks,profit,2,neither hand placed
fled,profane,vred,diverse,2,neither hand placed
fled,profane,fret,frame,2,one hand placed
fled,profane,flib,offset,2,neither hand placed
fled,profane,flit,overlap,2,neither hand placed
fled,profane,frid,repel,2,neither hand placed
fled,profane,frad,quench,2,neither hand placed
nudz,program,nuts,grace,2,neither hand placed
reC,progress,riz,rise,2,both hand placed
reC,progress,ric,straight,2,both hand placed
flut,prohibit,frud,lesion,2,neither hand placed
flut,prohibit,vrut,primate,2,neither hand placed
flut,prohibit,frot,irrigate,2,neither hand placed
gaks,project,keks,legend,2,neither hand placed
gaps,project,keps,liquor,2,neither hand placed
gaps,project,gets,spoke,2,neither hand placed
blid,prominent,drid,damp,2,neither hand placed
blid,prominent,prid,humility,2,neither hand placed
blid,prominent,plib,monument,2,neither hand placed
blid,prominent,brit,orbit,2,one hand placed
blid,prominent,bred,braid,2,one hand placed
blid,prominent,pled,reflex,2,neither hand placed
feg,promise,vek,filter,2,one hand placed
feg,promise,vig,start,2,one hand placed
feg,promise,fik,whoa,2,neither hand placed
widz,promote,wits,hump,2,neither hand placed
spiv,prompt,stif,intestine,2,neither hand placed
citx,pronounce,setx,attend,2,neither hand placed
citx,pronounce,fetx,rumor,2,neither hand placed
citx,pronounce,xetx,wax,2,neither hand placed
djav,propaganda,txav,hybrid,2,neither hand placed
djav,propaganda,djef,dispute,2,neither hand placed
djav,propaganda,djeC,pupil,2,neither hand placed
djav,propaganda,djoC,distinct,2,neither hand placed
djav,propaganda,djof,invade,2,neither hand placed
best,proper,desp,farm,2,neither hand placed
best,proper,pesp,mile,2,neither hand placed
best,proper,bisp,egg,2,neither hand placed
best,proper,dist,season,2,neither hand placed
guqk,property,koqk,alcohol,2,neither hand placed
cagz,prophecy,segz,anxious,2,neither hand placed
cagz,prophecy,fegz,drown,2,neither hand placed
cagz,prophecy,xegz,snack,2,neither hand placed
cagz,prophecy,fogz,oath,2,neither hand placed
cagz,prophecy,xogz,slice,2,neither hand placed
drof,proportion,trov,acre,2,neither hand placed
drof,proportion,druv,sustain,2,neither hand placed
drof,proportion,truf,transparent,2,neither hand placed
jarv,prostitute,xarf,balloon,2,neither hand placed
jarv,prostitute,xalv,increase,2,neither hand placed
jarv,prostitute,jorf,concrete,2,neither hand placed
jarv,prostitute,jolv,income,2,neither hand placed
jarv,prostitute,xorv,wig,2,neither hand placed
meps,protect,nets,breathe,2,neither hand placed
meps,protect,nips,cup,2,neither hand placed
meps,protect,mits,ground,2,neither hand placed
ludz,protein,rubz,axe,2,neither hand placed
xarb,protest,xorp,determine,2,neither hand placed
xarb,protest,xord,fry,2,neither hand placed
xarb,protest,xolb,indicate,2,neither hand placed
jogz,protocol,xagz,appetite,2,neither hand placed
jogz,protocol,xugz,scandal,2,neither hand placed
lol,proud,ror,bob,2,neither hand placed
lol,proud,ral,raw,2,one hand placed
pruv,prove,truf,transparent,2,one hand placed
pruv,prove,trov,acre,2,one hand placed
blac,provoke,plas,compassion,2,one hand placed
blac,provoke,plaf,oblige,2,neither hand placed
blac,provoke,braf,sarcastic,2,neither hand placed
blac,provoke,brax,sparrow,2,neither hand placed
blac,provoke,drac,vertical,2,neither hand placed
blac,provoke,blex,agitated,2,neither hand placed
blac,provoke,blef,dread,2,neither hand placed
blac,provoke,bloC,blood,2,one hand placed
blac,provoke,blof,blow,2,one hand placed
blac,provoke,blox,knob,2,neither hand placed
skeg,proxy,skik,nectar,2,neither hand placed
zab,public,zep,cut,2,one hand placed
zab,public,zed,fun,2,one hand placed
zab,public,zop,office,2,one hand placed
dren,puck,treq,deceit,2,neither hand placed
dren,puck,trem,fuzz,2,neither hand placed
dren,puck,drim,dream,2,one hand placed
dren,puck,driq,sled,2,neither hand placed
dren,puck,tran,strand,2,neither hand placed
porf,puff,torv,vice,2,one hand placed
porf,puff,tarf,plastic,2,one hand placed
pul,pull,tol,pretty,2,one hand placed
bobz,pulse,pabz,champion,2,neither hand placed
bobz,pulse,dabz,sue,2,neither hand placed
bobz,pulse,pubz,challenge,2,neither hand placed
bobz,pulse,dubz,policy,2,neither hand placed
bobz,pulse,budz,trash,2,neither hand placed
vibz,pump,vips,inform,2,neither hand placed
dand,punch,dent,demon,2,neither hand placed
dand,punch,tend,dragon,2,neither hand placed
dand,punch,tond,cheer,2,neither hand placed
dand,punch,dont,original,2,neither hand placed
fuqk,punish,voqk,splendid,2,neither hand placed
djeC,pupil,txeC,diaphragm,2,neither hand placed
djeC,pupil,djic,ratio,2,neither hand placed
djeC,pupil,djiv,reel,2,neither hand placed
djeC,pupil,djij,valid,2,neither hand placed
ceps,purchase,xets,cart,2,neither hand placed
ceps,purchase,fets,plug,2,neither hand placed
ceps,purchase,sips,corn,2,neither hand placed
ceps,purchase,fips,passenger,2,neither hand placed
ceps,purchase,xips,severe,2,neither hand placed
ceps,purchase,xaps,journal,2,neither hand placed
pit,pure,tid,mind,2,one hand placed
pit,pure,tip,step,2,both hand placed
pit,pure,tet,signal,2,both hand placed
sif,purple,zef,couple,2,one hand placed
godz,purpose,gubz,jerk,2,neither hand placed
godz,purpose,kudz,perform,2,neither hand placed
step,pus,stit,clasp,2,neither hand placed
step,pus,stib,spout,2,neither hand placed
lep,push,ret,after,2,both hand placed
lep,push,reb,stick,2,one hand placed
lep,push,lit,light,2,both hand placed
lep,push,rip,rich,2,both hand placed
lep,push,lib,surprise,2,one hand placed
lep,push,rap,wrap,2,both hand placed
drad,put,trat,tight,2,both hand placed
drad,put,trab,tribe,2,both hand placed
drad,put,dreb,penetrate,2,one hand placed
drad,put,tred,trade,2,both hand placed
drad,put,dret,transmit,2,one hand placed
drad,put,drot,orb,2,one hand placed
drad,put,drob,steward,2,one hand placed
drad,put,trod,trajectory,2,one hand placed
jugz,puzzle,xogz,slice,2,neither hand placed
smig,quake,snik,sneak,2,one hand placed
wolp,qualify,wort,relation,2,neither hand placed
wolp,qualify,worb,stroll,2,neither hand placed
tref,quantity,triv,plow,2,neither hand placed
yalk,quantum,yarg,shack,2,neither hand placed
frad,quench,vrab,fahrenheit,2,neither hand placed
frad,quench,vrat,slender,2,neither hand placed
frad,quench,vred,diverse,2,neither hand placed
frad,quench,fret,frame,2,one hand placed
frad,quench,vrod,clatter,2,neither hand placed
frad,quench,frob,inertia,2,neither hand placed
frad,quench,frot,irrigate,2,neither hand placed
cedj,quest,cetx,hay,2,neither hand placed
cedj,quest,fidj,dignity,2,neither hand placed
cedj,quest,xidj,impact,2,neither hand placed
cedj,quest,sidj,ward,2,neither hand placed
cedj,quest,sadj,beside,2,one hand placed
cedj,quest,fadj,locate,2,neither hand placed
cedj,quest,xadj,ritual,2,neither hand placed
luq,question,run,glyph,2,both hand placed
luq,question,rum,realm,2,both hand placed
luq,question,roq,across,2,one hand placed
bav,queue,bef,enable,2,neither hand placed
bav,queue,pev,even,2,neither hand placed
bav,queue,dev,item,2,neither hand placed
bav,queue,bof,just,2,neither hand placed
bav,queue,dov,mock,2,neither hand placed
bav,queue,pov,money,2,neither hand placed
klok,quick,krak,crack,2,both hand placed
drox,quill,trax,revive,2,neither hand placed
drox,quill,trux,crumb,2,neither hand placed
zov,quite,zuf,buy,2,neither hand placed
trex,quota,trij,treasure,2,one hand placed
futx,quote,votx,eagle,2,neither hand placed
pagz,rabbit,tegz,trail,2,neither hand placed
pagz,rabbit,togz,nail,2,neither hand placed
malk,race,nark,any,2,one hand placed
malk,race,marg,old,2,one hand placed
malk,race,mork,begin,2,neither hand placed
malk,race,nolk,pack,2,neither hand placed
jedz,rack,xebz,population,2,neither hand placed
jedz,rack,jibz,aggressive,2,neither hand placed
jedz,rack,xidz,strategy,2,neither hand placed
jedz,rack,xadz,gamble,2,neither hand placed
jorv,racket,xorf,ceiling,2,neither hand placed
jorv,racket,xolv,fortunate,2,neither hand placed
jorv,racket,xarv,shrimp,2,neither hand placed
gomp,radar,gont,base,2,neither hand placed
gomp,radar,kamp,camp,2,one hand placed
gomp,radar,kump,experiment,2,neither hand placed
pluf,radiant,pruv,prove,2,one hand placed
pluf,radiant,truf,transparent,2,neither hand placed
wot,radio,wup,henry,2,neither hand placed
drus,radius,truz,clot,2,one hand placed
leps,rag,rips,heir,2,neither hand placed
xomp,raid,xont,convenient,2,neither hand placed
lump,rail,lunt,spear,2,neither hand placed
lump,rail,romp,utter,2,neither hand placed
ren,rain,riq,earth,2,one hand placed
ren,rain,rim,floor,2,one hand placed
mump,raise,munt,cost,2,neither hand placed
mump,raise,nomp,ticket,2,neither hand placed
cent,ram,send,bush,2,neither hand placed
cent,ram,fend,statue,2,neither hand placed
cent,ram,xend,web,2,neither hand placed
cent,ram,sint,benefit,2,neither hand placed
cent,ram,cind,feather,2,neither hand placed
cent,ram,xint,investigate,2,neither hand placed
cent,ram,fint,stubborn,2,neither hand placed
cent,ram,xant,ancient,2,one hand placed
cent,ram,fant,sunset,2,neither hand placed
fard,random,vart,clay,2,neither hand placed
fard,random,vald,needle,2,neither hand placed
fard,random,varb,tale,2,neither hand placed
fard,random,vord,avoid,2,one hand placed
fard,random,fold,fold,2,one hand placed
fard,random,fort,fort,2,one hand placed
fard,random,forb,roast,2,neither hand placed
raj,range,reC,progress,2,both hand placed
folb,ransom,volp,applause,2,neither hand placed
folb,ransom,vorb,ever,2,one hand placed
folb,ransom,forp,explode,2,neither hand placed
folb,ransom,vold,practical,2,neither hand placed
folb,ransom,ford,silk,2,neither hand placed
folb,ransom,valb,slim,2,neither hand placed
wemp,rapid,went,portal,2,neither hand placed
rar,rare,rol,cycle,2,both hand placed
dimp,rat,dint,post,2,neither hand placed
dimp,rat,temp,hug,2,neither hand placed
vrap,ratchet,vreb,graze,2,neither hand placed
vrap,ratchet,vret,settle,2,one hand placed
vrap,ratchet,vrot,compute,2,neither hand placed
vrap,ratchet,vrob,contaminate,2,neither hand placed
bagz,rate,baks,rectangle,2,one hand placed
bagz,rate,pegz,holiday,2,neither hand placed
bagz,rate,degz,spare,2,neither hand placed
bagz,rate,dogz,decent,2,neither hand placed
djic,ratio,txic,flute,2,neither hand placed
glun,rattle,gruq,arch,2,neither hand placed
glun,rattle,klum,cue,2,one hand placed
glun,rattle,kluq,ointment,2,neither hand placed
glun,rattle,grum,row,2,one hand placed
glun,rattle,klon,buffer,2,neither hand placed
glun,rattle,gron,insensitive,2,neither hand placed
ral,raw,ror,bob,2,one hand placed
req,ray,rim,floor,2,neither hand placed
req,ray,rin,run,2,one hand placed
morz,reach,narz,dig,2,neither hand placed
lam,real,ran,frog,2,both hand placed
lam,real,raq,wrong,2,both hand placed
lam,real,len,fix,2,one hand placed
lam,real,rem,sing,2,one hand placed
lam,real,leq,strange,2,one hand placed
lam,real,rom,fair,2,one hand placed
lam,real,lon,loan,2,both hand placed
vegz,rear,veks,inch,2,neither hand placed
sog,reason,zok,try,2,both hand placed
sog,reason,zug,cool,2,one hand placed
sog,reason,suk,top,2,both hand placed
yolk,rebel,yorg,hesitate,2,neither hand placed
jolb,receipt,xold,bare,2,neither hand placed
jolb,receipt,xolp,formal,2,neither hand placed
jolb,receipt,xorb,inn,2,neither hand placed
jolb,receipt,xalb,tin,2,neither hand placed
kab,receive,ked,already,2,one hand placed
kab,receive,kep,clone,2,both hand placed
kab,receive,kod,code,2,both hand placed
kab,receive,kop,scope,2,both hand placed
glon,recess,klom,administer,2,neither hand placed
glon,recess,kron,flake,2,neither hand placed
glon,recess,groq,lion,2,one hand placed
glon,recess,kloq,texture,2,neither hand placed
glon,recess,grom,thigh,2,neither hand placed
glon,recess,klan,claw,2,one hand placed
glon,recess,gran,slit,2,neither hand placed
glon,recess,klun,community,2,one hand placed
glon,recess,gluq,employ,2,neither hand placed
glon,recess,grun,grow,2,one hand placed
glon,recess,glum,merit,2,neither hand placed
jatx,recipe,xetx,wax,2,neither hand placed
jatx,recipe,xotx,compete,2,neither hand placed
flod,reciprocate,vrod,clatter,2,neither hand placed
flod,reciprocate,frob,inertia,2,neither hand placed
flod,reciprocate,frot,irrigate,2,neither hand placed
flod,reciprocate,frad,quench,2,neither hand placed
flod,reciprocate,flub,flax,2,neither hand placed
flod,reciprocate,frud,lesion,2,neither hand placed
flod,reciprocate,flut,prohibit,2,neither hand placed
gop,record,gut,gut,2,one hand placed
gop,record,kup,tone,2,one hand placed
gruz,recruit,kluz,whine,2,neither hand placed
gruz,recruit,kroz,dictate,2,neither hand placed
baks,rectangle,peks,horn,2,one hand placed
baks,rectangle,deks,style,2,one hand placed
gic,red,kis,bottom,2,both hand placed
gic,red,kix,process,2,both hand placed
gic,red,kif,tomorrow,2,one hand placed
dus,reduce,tuz,because,2,both hand placed
dus,reduce,tuc,emotion,2,both hand placed
dus,reduce,tos,task,2,both hand placed
xeps,reed,xits,chaos,2,neither hand placed
djiv,reel,txiv,tile,2,neither hand placed
judj,refer,jutx,melt,2,neither hand placed
judj,refer,xodj,butcher,2,neither hand placed
raf,reference,rev,plane,2,one hand placed
raf,reference,rov,copper,2,both hand placed
pled,reflex,tred,trade,2,one hand placed
pled,reflex,prid,humility,2,neither hand placed
pled,reflex,plib,monument,2,neither hand placed
pled,reflex,prad,whim,2,neither hand placed
txaj,refrain,txex,decay,2,neither hand placed
txaj,refrain,txeC,diaphragm,2,neither hand placed
txaj,refrain,txox,dome,2,neither hand placed
txaj,refrain,txoC,stumble,2,neither hand placed
frig,refute,vrik,whimsical,2,neither hand placed
frig,refute,vreg,complement,2,neither hand placed
jund,regard,xunt,pad,2,neither hand placed
jund,regard,xond,solo,2,neither hand placed
dugz,regret,duks,knight,2,neither hand placed
dugz,regret,togz,nail,2,neither hand placed
golb,regular,kold,cold,2,one hand placed
golb,regular,korb,cone,2,one hand placed
golb,regular,gorp,familiar,2,neither hand placed
golb,regular,gord,introduce,2,neither hand placed
golb,regular,kalb,fairy,2,neither hand placed
vrez,regulate,vriC,wood,2,one hand placed
ludj,rehearse,lutx,horizon,2,neither hand placed
ludj,rehearse,rodj,contempt,2,neither hand placed
djaf,reign,txaf,pedal,2,neither hand placed
djaf,reign,djev,flour,2,neither hand placed
djaf,reign,djec,squat,2,neither hand placed
djaf,reign,djov,surround,2,neither hand placed
djaf,reign,djoc,unite,2,neither hand placed
vrem,rein,vrin,pheasant,2,neither hand placed
vrem,rein,vriq,prism,2,neither hand placed
djek,reject,txek,vine,2,one hand placed
djek,reject,djig,ping,2,one hand placed
rep,relax,rit,soil,2,one hand placed
garf,release,kalf,humor,2,neither hand placed
garf,release,karv,instance,2,neither hand placed
garf,release,golf,assume,2,neither hand placed
garf,release,gorv,lift,2,neither hand placed
garf,release,korf,version,2,neither hand placed
