english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
landmark,"land + mark",lanaiwen,"lan + wen",ai,2,yes,compound,verdict
landscape,"land + view",lanaiyuv,"lan + yuv",ai,2,yes,sense,verdict
landslide,"land + slide",lanaislad,"lan + slad",ai,2,yes,sense,verdict
larger,"grammar",,"?",au,1,no,grammar,verdict
largest,"grammar",,"?",au,1,no,grammar,verdict
lark,"sing + sparrow",remaibrax,"rem + brax",ai,2,yes,sense,verdict
latent,"late + agent",segauyug,"seg + yug",au,2,yes,affix,verdict
laterality,"lateral + ness",,"smef + ?",ai,2,no,judged,verdict
latitude,"north + south + position",yinailutaigiz,"yin + lut + giz",ai,3,yes,sense,verdict
laundry,"launder + thing",,"? + niv",ai,2,no,judged,verdict
lawful,"law + full",xufauvup,"xuf + vup",au,2,yes,affix,verdict
leader,"lead + agent",lidauyug,"lid + yug",au,2,yes,affix,verdict
leakage,"leak + ness",,"farf + ?",ai,2,no,judged,verdict
learner,"learn + agent",linauyug,"lin + yug",au,2,yes,affix,verdict
legacy,"leg + nature",legzaunep,"legz + nep",au,2,yes,affix,verdict
legible,"read + able",ridaifip,"rid + fip",ai,2,yes,sense,verdict
legislation,"law + carry + act",xufaimaftaiyez,"xuf + maft + yez",ai,3,yes,judged,verdict
lemma,"step + claim",tipaiklem,"tip + klem",ai,2,yes,sense,verdict
lemongrass,"lemon + grass",vargaigras,"varg + gras",ai,2,yes,sense,verdict
lemur,"night + monkey",yitaimaqk,"yit + maqk",ai,2,yes,sense,verdict
length,"long + measure",nucaiyaj,"nuc + yaj",ai,2,yes,sense,verdict
lengthen,"length + make",daraumek,"dar + mek",au,2,yes,affix,verdict
lentil,"flat + bean",flataiColv,"flat + Colv",ai,2,yes,sense,verdict
leopard,"spot + wild + cat",malsaiwaldaiklat,"mals + wald + klat",ai,3,yes,sense,verdict
lessen,"less + make",gefaumek,"gef + mek",au,2,yes,affix,verdict
lesser,"less + agent",gefauyug,"gef + yug",au,2,yes,affix,verdict
lethal,"death + of",dacaiyov,"dac + yov",ai,2,yes,judged,verdict
leukemia,"white + blood",wipaibloC,"wip + bloC",ai,2,yes,judged,verdict
liability,"owe + thing",mibzainiv,"mibz + niv",ai,2,yes,sense,verdict
liberate,"liberty + make",kompaimek,"komp + mek",ai,2,yes,sense,verdict
licorice,"sweet + root",skitaifebz,"skit + febz",ai,2,yes,sense,verdict
lid,"container + closure",wepsaidjog,"weps + djog",ai,2,yes,sense,verdict
lighten,"light + make",litaumek,"lit + mek",au,2,yes,affix,verdict
likely,"like + manner",lakaukuq,"lak + kuq",au,2,yes,affix,verdict
limestone,"white + rock",wipairak,"wip + rak",ai,2,yes,sense,verdict
limitation,"limit + act",zarfaiyez,"zarf + yez",ai,2,yes,judged,verdict
linear,"line + like",zobaulak,"zob + lak",au,2,yes,affix,verdict
liner,"line + agent",zobaiyug,"zob + yug",ai,2,yes,judged,verdict
linguistic,"language + of",garaiyov,"gar + yov",ai,2,yes,judged,verdict
lining,"line + act",zobauyez,"zob + yez",au,2,yes,affix,verdict
linkage,"link + act",likaiyez,"lik + yez",ai,2,yes,judged,verdict
lipid,"fat",wes,"wes",ai,1,yes,sense,verdict
liter,"lice + agent",txiqauyug,"txiq + yug",au,2,yes,affix,verdict
literal,"liter + like",,"? + lak",au,2,no,affix,verdict
literature,"write + art",rataimeqk,"rat + meqk",ai,2,yes,sense,verdict
livelihood,"live + way",kibaiyat,"kib + yat",ai,2,yes,sense,verdict
liver,"live + agent",kibauyug,"kib + yug",au,2,yes,affix,verdict
livestock,"live + stock",kibaibeps,"kib + beps",ai,2,yes,compound,verdict
living,"live + act",kibauyez,"kib + yez",au,2,yes,affix,verdict
llama,"mountain + hump + horse",motaiwitsaihors,"mot + wits + hors",ai,3,yes,sense,verdict
localization,"localize + act",,"? + yez",ai,2,no,judged,verdict
location,"locate + act",fadjauyez,"fadj + yez",au,2,yes,affix,verdict
locust,"swarm + bug",sneCaipamp,"sneC + pamp",ai,2,yes,sense,verdict
logarithm,"power + inverse",fepaiwis,"fep + wis",ai,2,yes,sense,verdict
logic,"log + like",defaulak,"def + lak",au,2,yes,affix,verdict
logical,"log + like",defaulak,"def + lak",au,2,yes,affix,verdict
lonely,"lone + manner",rimpaukuq,"rimp + kuq",au,2,yes,affix,verdict
longer,"grammar",,"?",au,1,no,grammar,verdict
longest,"grammar",,"?",au,1,no,grammar,verdict
longitude,"east + west + position",rogaiwebaigiz,"rog + web + giz",ai,3,yes,sense,verdict
longitudinal,"length + of",daraiyov,"dar + yov",ai,2,yes,judged,verdict
lookup,"look + up",lukaited,"luk + ted",ai,2,yes,sense,verdict
looter,"loot + agent",glebaiyug,"gleb + yug",ai,2,yes,sense,verdict
loss,"lose + act",guzaiyez,"guz + yez",ai,2,yes,sense,verdict
lotus,"water + lily",waCaidutx,"waC + dutx",ai,2,yes,sense,verdict
louse,"hair + bug",fifaipamp,"fif + pamp",ai,2,yes,sense,verdict
lout,"crude + rude + agent",djojaibuksaiyug,"djoj + buks + yug",ai,3,yes,sense,verdict
lower,"grammar",,"?",au,1,no,grammar,verdict
lowest,"grammar",,"?",au,1,no,grammar,verdict
lubrication,"friction + lower",,"snum + ?",ai,2,no,sense,verdict
lumbar,"loin + of",,"? + yov",ai,2,no,judged,verdict
luminous,"light + full",litaivup,"lit + vup",ai,2,yes,sense,verdict
lunar,"moon + of",lunaiyov,"lun + yov",ai,2,yes,judged,verdict
lunch,"day + meal",yamaidarg,"yam + darg",ai,2,yes,sense,verdict
lustful,"lust + full",yalfauvup,"yalf + vup",au,2,yes,affix,verdict
lymphatic,"lymph + of",,"? + yov",ai,2,no,judged,verdict
lynx,"small + wild + cat",smalaiwaldaiklat,"smal + wald + klat",ai,3,yes,sense,verdict
lyre,"string + music + tool",desaifebaitul,"des + feb + tul",ai,3,yes,sense,verdict
lyric,"lyre + like",,"? + lak",au,2,no,affix,verdict
machinery,"machine + ness",,"xin + ?",ai,2,no,judged,verdict
mackerel,"stripe + fish",smogaifrix,"smog + frix",ai,2,yes,sense,verdict
macromolecule,"big + molecule",brataimal,"brat + mal",ai,2,yes,sense,verdict
macroscopic,"big + scale + visible",,"brat + skal + ?",ai,3,no,sense,verdict
magazine,"news + book",,"? + vam",ai,2,no,sense,verdict
magician,"magic + agent",gimauyug,"gim + yug",au,2,yes,affix,verdict
magnetic,"magnet + like",nampaulak,"namp + lak",au,2,yes,affix,verdict
magnetism,"magnet + practice",nampaunalp,"namp + nalp",au,2,yes,affix,verdict
magnetite,"magnet + ore",nampaiklod,"namp + klod",ai,2,yes,sense,verdict
magpie,"black + white + crow",vogaiwipaiwint,"vog + wip + wint",ai,3,yes,sense,verdict
maintenance,"maintain + act",zoqkaiyez,"zoqk + yez",ai,2,yes,sense,verdict
maize,"corn",sips,"sips",ai,1,yes,sense,verdict
majestic,"grand + noble",malbaihugz,"malb + hugz",ai,2,yes,sense,verdict
maker,"make + agent",mekauyug,"mek + yug",au,2,yes,affix,verdict
malevolent,"malice + like",,"? + lak",ai,2,no,sense,verdict
malice,"bad + intent",futaikiv,"fut + kiv",ai,2,yes,sense,verdict
malignant,"bad + like",futailak,"fut + lak",ai,2,yes,judged,verdict
malleable,"shape + able",depsaifip,"deps + fip",ai,2,yes,sense,verdict
mammalian,"mammal + of",snuzaiyov,"snuz + yov",ai,2,yes,judged,verdict
mammary,"breast + of",xampaiyov,"xamp + yov",ai,2,yes,judged,verdict
management,"manage + act",piskaiyez,"pisk + yez",ai,2,yes,judged,verdict
manager,"manage + agent",piskauyug,"pisk + yug",au,2,yes,affix,verdict
manatee,"sea + cow",malcaivaqk,"malc + vaqk",ai,2,yes,sense,verdict
mandatory,"require",fist,"fist",ai,1,yes,sense,verdict
mandible,"lower + jaw",,"? + grac",ai,2,no,sense,verdict
maneuver,"hand + work",zeqkaiwark,"zeqk + wark",ai,2,yes,judged,verdict
mangrove,"sea + tree",malcaidip,"malc + dip",ai,2,yes,sense,verdict
manner,"man + agent",nimauyug,"nim + yug",au,2,yes,affix,verdict
mantis,"pray + bug",pamaipamp,"pam + pamp",ai,2,yes,sense,verdict
mantle,"body + cover + layer",vataikovaigrof,"vat + kov + grof",ai,3,yes,sense,verdict
maple,"sweet + sap + tree",skitaiglomaidip,"skit + glom + dip",ai,3,yes,sense,verdict
marble,"smooth + rock",kindairak,"kind + rak",ai,2,yes,sense,verdict
margin,"allow + range",norgairaj,"norg + raj",ai,2,yes,sense,verdict
marine,"sea + live",malcaikib,"malc + kib",ai,2,yes,sense,verdict
maritime,"sea + of",malcaiyov,"malc + yov",ai,2,yes,judged,verdict
marker,"mark + agent",wenauyug,"wen + yug",au,2,yes,affix,verdict
marlin,"spear + fish",luntaifrix,"lunt + frix",ai,2,yes,sense,verdict
mars,"war + planet",gekaiglob,"gek + glob",ai,2,yes,sense,verdict
marsupial,"pouch + mammal",,"? + snuz",ai,2,no,sense,verdict
martial,"war + of",gekaiyov,"gek + yov",ai,2,yes,judged,verdict
maternal,"mother + of",mamaiyov,"mam + yov",ai,2,yes,judged,verdict
maternity,"mother + ness",,"mam + ?",ai,2,no,judged,verdict
math,"mathematics",,"?",ai,1,no,clipping,verdict
mathematical,"mathematics + of",,"? + yov",ai,2,no,judged,verdict
mathematics,"learn + thing",linainiv,"lin + niv",ai,2,yes,judged,verdict
mattress,"matter + female",tufaufim,"tuf + fim",au,2,yes,affix,verdict
maturation,"mature + act",xolzaiyez,"xolz + yez",ai,2,yes,judged,verdict
maxilla,"upper + jaw",,"? + grac",ai,2,no,sense,verdict
maximize,"most + make",nofaimek,"nof + mek",ai,2,yes,sense,verdict
me,"grammar",,"?",au,1,no,grammar,verdict
meaning,"mean + act",pizauyez,"piz + yez",au,2,yes,affix,verdict
means,"mean + many",pizaumav,"piz + mav",au,2,yes,affix,verdict
medial,"middle + of",madaiyov,"mad + yov",ai,2,yes,judged,verdict
medical,"medicine + of",gorzaiyov,"gorz + yov",ai,2,yes,judged,verdict
medieval,"middle + age + of",madaihedjaiyov,"mad + hedj + yov",ai,3,yes,judged,verdict
meeting,"meet + act",mitauyez,"mit + yez",au,2,yes,affix,verdict
megastructure,"huge + structure",nestaitok,"nest + tok",ai,2,yes,sense,verdict
memorize,"memory + make",gujaumek,"guj + mek",au,2,yes,affix,verdict
mental,"mind + oriented",,"man + ?",ai,2,no,sense,verdict
mentor,"teach + agent",titxaiyug,"titx + yug",ai,2,yes,sense,verdict
meow,"cat + call",klataikar,"klat + kar",ai,2,yes,sense,verdict
merchant,"trade + agent",tredaiyug,"tred + yug",ai,2,yes,sense,verdict
mercury,"fast + planet",fastaiglob,"fast + glob",ai,2,yes,sense,verdict
mermaid,"human + fish + body + join",dramaifrixaivataigoz,"dram + frix + vat + goz",ai,4,yes,sense,verdict
mesa,"flat + hill",flataigagz,"flat + gagz",ai,2,yes,sense,verdict
messenger,"message + agent",mujaiyug,"muj + yug",ai,2,yes,judged,verdict
metabolic,"metabolism + of",spovaiyov,"spov + yov",ai,2,yes,judged,verdict
metabolite,"metabolism + thing",spovainiv,"spov + niv",ai,2,yes,judged,verdict
metallic,"metal + bond",maltainuq,"malt + nuq",ai,2,yes,sense,verdict
metamorphic,"change + rock",xunairak,"xun + rak",ai,2,yes,sense,verdict
metamorphose,"body + form + change",vatainuntaixun,"vat + nunt + xun",ai,3,yes,sense,verdict
meteor,"fall + star",zuraistar,"zur + star",ai,2,yes,sense,verdict
metric,"meter + like",carfaulak,"carf + lak",au,2,yes,affix,verdict
mic,"sound + catch + device",samaivucaifon,"sam + vuc + fon",ai,3,yes,sense,verdict
mica,"sheet + crystal",vodjaikuqk,"vodj + kuqk",ai,2,yes,sense,verdict
microphone,"sound + catch + device",samaivucaifon,"sam + vuc + fon",ai,3,yes,sense,verdict
microscope,"small + see + tool",smalaivisaitul,"smal + vis + tul",ai,3,yes,sense,verdict
microscopic,"small + scale + visible",,"smal + skal + ?",ai,3,no,sense,verdict
might,"grammar",,"?",au,1,no,grammar,verdict
migration,"migrate + act",,"? + yez",au,2,no,affix,verdict
migratory,"migrate + like",,"? + lak",ai,2,no,judged,verdict
millipede,"thousand + foot + worm",metxaigralaifald,"metx + gral + fald",ai,3,yes,sense,verdict
mince,"tiny + slice",dibzaixogz,"dibz + xogz",ai,2,yes,sense,verdict
mine,"grammar",,"?",au,1,no,grammar,verdict
mineralization,"mineral + act",bromaiyez,"brom + yez",ai,2,yes,judged,verdict
miniature,"small + like",smalailak,"smal + lak",ai,2,yes,judged,verdict
minimal,"minimum + of",skimaiyov,"skim + yov",ai,2,yes,judged,verdict
minimize,"least + make",zoqaimek,"zoq + mek",ai,2,yes,sense,verdict
minus,"the noun of subtract",,"?",ai,1,no,judged,verdict
mirage,"false + vision",rotaibalc,"rot + balc",ai,2,yes,sense,verdict
misalign,"wrong + align",raqaimok,"raq + mok",ai,2,yes,sense,verdict
mischief,"wrong + chief",raqauwob,"raq + wob",au,2,yes,prefix,verdict
miscreant,"wrong + do + agent",raqaiduzaiyug,"raq + duz + yug",ai,3,yes,sense,verdict
mislead,"wrong + lead",raqaulid,"raq + lid",au,2,yes,prefix,verdict
mission,"miss + act",titauyez,"tit + yez",au,2,yes,affix,verdict
mistake,"wrong + take",raqautek,"raq + tek",au,2,yes,prefix,verdict
misunderstand,"wrong + understand",raqaudas,"raq + das",au,2,yes,prefix,verdict
mite,"tiny + tick",dibzaiCigz,"dibz + Cigz",ai,2,yes,sense,verdict
mitochondrial,"mitochondrion + of",,"? + yov",ai,2,no,judged,verdict
mixed,"mix + done",,"miks + ?",au,2,no,affix,verdict
mixer,"mix + thing",miksainiv,"miks + niv",ai,2,yes,judged,verdict
mobility,"mobile + ness",,"jotx + ?",ai,2,no,judged,verdict
mobilize,"mobile + make",jotxaumek,"jotx + mek",au,2,yes,affix,verdict
moderate,"mode + rate",modaibagz,"mod + bagz",ai,2,yes,compound,verdict
modification,"modify + act",,"? + yez",ai,2,no,judged,verdict
modify,"mode + make",modaumek,"mod + mek",au,2,yes,affix,verdict
modular,"part + like",partailak,"part + lak",ai,2,yes,sense,verdict
modulation,"module + act",bivauyez,"biv + yez",au,2,yes,affix,verdict
modulator,"modulate + thing",,"? + niv",ai,2,no,judged,verdict
molar,"grind + tooth",grotaicutx,"grot + cutx",ai,2,yes,sense,verdict
mole,"dirt + rat",dortaidimp,"dort + dimp",ai,2,yes,sense,verdict
molecular,"molecule + of",malaiyov,"mal + yov",ai,2,yes,judged,verdict
monastery,"monk + house",,"? + puz",ai,2,no,sense,verdict
monetary,"money + of",povaiyov,"pov + yov",ai,2,yes,judged,verdict
mongoose,"snake + kill + weasel",hisaiklubairudj,"his + klub + rudj",ai,3,yes,sense,verdict
monk,"worship + devote + agent",xuksaitxojaiyug,"xuks + txoj + yug",ai,3,yes,sense,verdict
monomer,"one + unit",zanaigalp,"zan + galp",ai,2,yes,sense,verdict
monsoon,"rain + season",renaidist,"ren + dist",ai,2,yes,sense,verdict
moo,"cow + call",vaqkaikar,"vaqk + kar",ai,2,yes,sense,verdict
moose,"big + deer",brataixars,"brat + xars",ai,2,yes,sense,verdict
morpheme,"meaning + part",mogaipart,"mog + part",ai,2,yes,sense,verdict
morphism,"structure + map",tokaideq,"tok + deq",ai,2,yes,sense,verdict
morphological,"morphology + of",,"? + yov",ai,2,no,judged,verdict
mortality,"mortal + ness",,"? + ?",ai,2,no,judged,verdict
mosque,"worship + building",,"xuks + ?",ai,2,no,sense,verdict
mostly,"most + manner",nofaukuq,"nof + kuq",au,2,yes,affix,verdict
motility,"motile + ness",,"? + ?",ai,2,no,judged,verdict
motivation,"motive + act",zepsauyez,"zeps + yez",au,2,yes,affix,verdict
movement,"move + act",muvauyez,"muv + yez",au,2,yes,affix,verdict
movie,"moving picture",,"?",ai,1,no,clipping,verdict
mucosa,"mucus + layer",frumaigrof,"frum + grof",ai,2,yes,judged,verdict
mule,"mix + horse",miksaihors,"miks + hors",ai,2,yes,sense,verdict
multiplex,"many + fold",mavaifold,"mav + fold",ai,2,yes,judged,verdict
multistable,"many + stable + state",mavaitabaidom,"mav + tab + dom",ai,3,yes,sense,verdict
municipal,"municipality + of",,"? + yov",ai,2,no,judged,verdict
muscular,"muscle + of",suftaiyov,"suft + yov",ai,2,yes,judged,verdict
musculature,"muscle + set",suftaigig,"suft + gig",ai,2,yes,judged,verdict
mushroom,"mush + room",draqaitif,"draq + tif",ai,2,yes,compound,verdict
musician,"music + agent",febauyug,"feb + yug",au,2,yes,affix,verdict
mussel,"long + clam",nucaiwuft,"nuc + wuft",ai,2,yes,sense,verdict
must,"grammar",,"?",au,1,no,grammar,verdict
mutation,"mud + act",catauyez,"cat + yez",au,2,yes,affix,verdict
mutton,"sheep + meat",zigzaimak,"zigz + mak",ai,2,yes,sense,verdict
mutualism,"both + benefit + relation",koraisintaiwort,"kor + sint + wort",ai,3,yes,sense,verdict
mutually exclusive,"both + impossible",,"kor + ?",ai,2,no,sense,verdict
mycelium,"fungus + thread",ploqairent,"ploq + rent",ai,2,yes,sense,verdict
myself,"grammar",,"?",au,1,no,grammar,verdict
naked,"bare + body",xoldaivat,"xold + vat",ai,2,yes,sense,verdict
namespace,"name + space",namaipas,"nam + pas",ai,2,yes,sense,verdict
narcotic,"numb + of",ruspaiyov,"rusp + yov",ai,2,yes,judged,verdict
narrative,"narrate + thing",,"? + niv",ai,2,no,judged,verdict
nasal,"nose + of",nozaiyov,"noz + yov",ai,2,yes,judged,verdict
naturalized,"introduce + self + sustain",gordaidepaidruv,"gord + dep + druv",ai,3,yes,sense,verdict
nautilus,"shell + octopus",txalaitxug,"txal + txug",ai,2,yes,sense,verdict
navigation,"navigate + act",txuxaiyez,"txux + yez",ai,2,yes,judged,verdict
nearby,"near + place",lubainad,"lub + nad",ai,2,yes,sense,verdict
nebula,"star + cloud",staraiklad,"star + klad",ai,2,yes,sense,verdict
necessity,"necessary + nature",narfaunep,"narf + nep",au,2,yes,affix,verdict
necrosis,"death + state",dacaidom,"dac + dom",ai,2,yes,judged,verdict
negate,"not + make",masaimek,"mas + mek",ai,2,yes,sense,verdict
negative,"negate + like",nanaulak,"nan + lak",au,2,yes,affix,verdict
negligent,"neglect + like",klexailak,"klex + lak",ai,2,yes,sense,verdict
neigh,"horse + call",horsaikar,"hors + kar",ai,2,yes,sense,verdict
neighbor,"near + person",lubainar,"lub + nar",ai,2,yes,sense,verdict
neighborhood,"near + place",lubainad,"lub + nad",ai,2,yes,sense,verdict
nephew,"sibling + child",tataigag,"tat + gag",ai,2,yes,sense,verdict
nested,"nest + done",,"nas + ?",au,2,no,affix,verdict
nettle,"sting + weed",Campaivalf,"Camp + valf",ai,2,yes,sense,verdict
neural,"nerve + of",nurvaiyov,"nurv + yov",ai,2,yes,judged,verdict
neuron,"nerve + cell",nurvaimudz,"nurv + mudz",ai,2,yes,sense,verdict
neutralize,"neutral + make",nalaimek,"nal + mek",ai,2,yes,sense,verdict
neutron,"neutral + particle",nalairav,"nal + rav",ai,2,yes,sense,verdict
news,"new + many",gumpaumav,"gump + mav",au,2,yes,affix,verdict
newspaper,"news + paper",,"? + yof",ai,2,no,compound,verdict
newt,"water + lizard",waCaizart,"waC + zart",ai,2,yes,sense,verdict
niece,"sibling + child",tataigag,"tat + gag",ai,2,yes,sense,verdict
nightingale,"night + sing + bird",yitairemaibax,"yit + rem + bax",ai,3,yes,sense,verdict
nineteen,"ten + nine",feCaimamp,"feC + mamp",ai,2,yes,sense,verdict
ninety,"nine + ten",mampaifeC,"mamp + feC",ai,2,yes,sense,verdict
ninth,"nine + order",mampainord,"mamp + nord",ai,2,yes,sense,verdict
nitrate,"nitrogen + salt",snucaitigz,"snuc + tigz",ai,2,yes,judged,verdict
nitrite,"nitrogen + salt",snucaitigz,"snuc + tigz",ai,2,yes,judged,verdict
nitrous,"nitrogen + of",snucaiyov,"snuc + yov",ai,2,yes,judged,verdict
nocturnal,"night + active",,"yit + ?",ai,2,no,sense,verdict
nodular,"node + of",kragaiyov,"krag + yov",ai,2,yes,judged,verdict
nodule,"node + small",kragaismal,"krag + smal",ai,2,yes,judged,verdict
noisy,"noise + like",gobzaulak,"gobz + lak",au,2,yes,affix,verdict
nominal,"name + of",namaiyov,"nam + yov",ai,2,yes,judged,verdict
nonexistence,"not + existence",,"mas + ?",au,2,no,prefix,verdict
nonlinear,"not + proportion",masaidrof,"mas + drof",ai,2,yes,sense,verdict
normalize,"normal + make",mebzaumek,"mebz + mek",au,2,yes,affix,verdict
northward,"north + oriented",,"yin + ?",ai,2,no,sense,verdict
not touching,"not + touch",masaitatx,"mas + tatx",ai,2,yes,sense,verdict
notable,"not + able",masaufip,"mas + fip",au,2,yes,affix,verdict
notify,"not + make",masaumek,"mas + mek",au,2,yes,affix,verdict
notion,"not + act",masauyez,"mas + yez",au,2,yes,affix,verdict
notochord,"first + spine",,"? + span",ai,2,no,sense,verdict
noun,"object + term",kaqaitod,"kaq + tod",ai,2,yes,sense,verdict
novice,"new + agent",gumpaiyug,"gump + yug",ai,2,yes,sense,verdict
nuclear,"nucleus + like",klisailak,"klis + lak",ai,2,yes,sense,verdict
nursery,"child + care + place",gagaikriqainad,"gag + kriq + nad",ai,3,yes,sense,verdict
nutrition,"nutrient + act",,"? + yez",ai,2,no,sense,verdict
nymph,"water + spirit",waCaijan,"waC + jan",ai,2,yes,sense,verdict
oasis,"water + desert",waCaidors,"waC + dors",ai,2,yes,sense,verdict
obelisk,"needle + pillar",valdaismiC,"vald + smiC",ai,2,yes,sense,verdict
obesity,"obese + ness",,"? + ?",ai,2,no,judged,verdict
objective,"object + like",kaqaulak,"kaq + lak",au,2,yes,affix,verdict
obligate,"obligation + make",Cundaimek,"Cund + mek",ai,2,yes,sense,verdict
obligation,"oblige + act",plafauyez,"plaf + yez",au,2,yes,affix,verdict
observation,"observe + act",suvauyez,"suv + yez",au,2,yes,affix,verdict
observatory,"watch + sky + place",watxaixumainad,"watx + xum + nad",ai,3,yes,sense,verdict
obsession,"obsess + act",fromauyez,"from + yez",au,2,yes,affix,verdict
obsidian,"glass + rock",malzairak,"malz + rak",ai,2,yes,sense,verdict
obstruction,"obstruct + act",frutaiyez,"frut + yez",ai,2,yes,judged,verdict
occasional,"occasion + like",kodjaulak,"kodj + lak",au,2,yes,affix,verdict
occlusion,"occlude + act",,"? + yez",ai,2,no,judged,verdict
occult,"hidden",pedj,"pedj",ai,1,yes,judged,verdict
occupation,"occupy + act",blogaiyez,"blog + yez",ai,2,yes,judged,verdict
occupational,"occupation + of",,"? + yov",ai,2,no,judged,verdict
occupied,"occupy + done",,"blog + ?",au,2,no,affix,verdict
occurrence,"occur + act",joftauyez,"joft + yez",au,2,yes,affix,verdict
octagon,"eight + side + shape",fetaisardaideps,"fet + sard + deps",ai,3,yes,sense,verdict
ocular,"eye + of",xicaiyov,"xic + yov",ai,2,yes,judged,verdict
odds,"odd + many",baltaumav,"balt + mav",au,2,yes,affix,verdict
offensive,"offense + like",kotxaulak,"kotx + lak",au,2,yes,affix,verdict
offering,"offer + act",migzauyez,"migz + yez",au,2,yes,affix,verdict
officer,"office + agent",zopauyug,"zop + yug",au,2,yes,affix,verdict
oink,"pig + call",pragaikar,"prag + kar",ai,2,yes,sense,verdict
older,"grammar",,"?",au,1,no,grammar,verdict
oldest,"grammar",,"?",au,1,no,grammar,verdict
olfactory,"smell + of",lugaiyov,"lug + yov",ai,2,yes,judged,verdict
omission,"omit + act",,"? + yez",ai,2,no,sense,verdict
omnivore,"all + eat + agent",kolaigabaiyug,"kol + gab + yug",ai,3,yes,sense,verdict
oneness,"one + nature",zanaunep,"zan + nep",au,2,yes,affix,verdict
onward,"on + oriented",,"vun + ?",ai,2,no,sense,verdict
opacity,"opaque + ness",,"prik + ?",ai,2,no,judged,verdict
opal,"shine + gem",palbaiblod,"palb + blod",ai,2,yes,sense,verdict
opening,"open + act",zarkauyez,"zark + yez",au,2,yes,affix,verdict
operation,"operate + act",ziftauyez,"zift + yez",au,2,yes,affix,verdict
operator,"operate + agent",ziftaiyug,"zift + yug",ai,2,yes,judged,verdict
opossum,"night + pouch + animal",,"yit + ? + zul",ai,3,no,sense,verdict
optical,"eye + of",xicaiyov,"xic + yov",ai,2,yes,judged,verdict
optimize,"best + make",,"? + mek",ai,2,no,sense,verdict
optional,"option + like",huftaulak,"huft + lak",au,2,yes,affix,verdict
oral,"mouth + of",mucaiyov,"muc + yov",ai,2,yes,judged,verdict
orchard,"fruit + tree + garden",magaidipaigan,"mag + dip + gan",ai,3,yes,sense,verdict
orchestra,"music + group",febaihip,"feb + hip",ai,2,yes,sense,verdict
orchid,"rare + flower",raraiflor,"rar + flor",ai,2,yes,sense,verdict
ordinal,"ordinary + like",tetxaulak,"tetx + lak",au,2,yes,affix,verdict
organelle,"cell + organ",mudzaiCint,"mudz + Cint",ai,2,yes,sense,verdict
organic,"organ + like",Cintaulak,"Cint + lak",au,2,yes,affix,verdict
organization,"organize + act",,"? + yez",ai,2,no,sense,verdict
organize,"organ + make",Cintaumek,"Cint + mek",au,2,yes,affix,verdict
organized,"organize + done",,"? + ?",au,2,no,affix,verdict
orientation,"orient + act",lijaiyez,"lij + yez",ai,2,yes,sense,verdict
oriented,"orient + done",,"lij + ?",au,2,no,affix,verdict
orphan,"no + parent + child",nopaisasaigag,"nop + sas + gag",ai,3,yes,sense,verdict
orthodox,"straight + opinion",ricainuft,"ric + nuft",ai,2,yes,judged,verdict
oscillation,"oscillate + act",,"? + yez",au,2,no,affix,verdict
osmosis,"solvent + diffuse + membrane",,"? + stav + broq",ai,3,no,sense,verdict
ossification,"bone + act",brodaiyez,"brod + yez",ai,2,yes,judged,verdict
ostrich,"big + run + bird",bratairinaibax,"brat + rin + bax",ai,3,yes,sense,verdict
otherwise,"other + wise",nezaidald,"nez + dald",ai,2,yes,compound,verdict
otter,"river + weasel",narvairudj,"narv + rudj",ai,2,yes,sense,verdict
ought,"grammar",,"?",au,1,no,grammar,verdict
ours,"grammar",,"?",au,1,no,grammar,verdict
ourselves,"grammar",,"?",au,1,no,grammar,verdict
outer,"out + agent",bukauyug,"buk + yug",au,2,yes,affix,verdict
outlaw,"law + outside + agent",xufaigesaiyug,"xuf + ges + yug",ai,3,yes,sense,verdict
outlier,"observe + far + other",suvaizadainez,"suv + zad + nez",ai,3,yes,sense,verdict
outpost,"far + base",zadaibes,"zad + bes",ai,2,yes,sense,verdict
outsider,"outside + agent",gesauyug,"ges + yug",au,2,yes,affix,verdict
outward,"out + oriented",,"buk + ?",ai,2,no,sense,verdict
ovarian,"ovary + of",flaqaiyov,"flaq + yov",ai,2,yes,judged,verdict
overcast,"all + cloud",kolaiklad,"kol + klad",ai,2,yes,sense,verdict
overcome,"over + come",djipaigum,"djip + gum",ai,2,yes,compound,verdict
overload,"too + much + load",galainenailod,"gal + nen + lod",ai,3,yes,sense,verdict
override,"over + ride",djipairab,"djip + rab",ai,2,yes,compound,verdict
overshoot,"exceed + target",snotaibim,"snot + bim",ai,2,yes,sense,verdict
owner,"own + agent",tikauyug,"tik + yug",au,2,yes,affix,verdict
ownership,"own + ness",,"tik + ?",ai,2,no,judged,verdict
ox,"work + cow",warkaivaqk,"wark + vaqk",ai,2,yes,sense,verdict
oxalate,"oxalic + salt",,"? + tigz",ai,2,no,judged,verdict
oxidation,"oxidize + act",,"? + yez",ai,2,no,judged,verdict
oxide,"oxygen + compound",,"? + Ceqk",ai,2,no,judged,verdict
oxidize,"oxygen + join",,"? + goz",ai,2,no,sense,verdict
oxygen,"breath + gas",nogzaimesk,"nogz + mesk",ai,2,yes,sense,verdict
oyster,"pearl + clam",,"? + wuft",ai,2,no,sense,verdict
painful,"pain + full",muzauvup,"muz + vup",au,2,yes,affix,verdict
