kind,english,chinese,morphemes,en_opaque,zh_gloss
rock,alleghanyite,粒矽錳石,4,1,"grain silicon manganese stone"
rock,alleghanyite,粒矽錳石,4,1,"grain silicon manganese stone"
rock,alluvium,沖積層,3,1,"pour water on store up crops pile up"
rock,almandine,鐵鋁榴石,4,1,"iron aluminium pomegranate stone"
rock,alpersite,七水镁胆矾,5,1,"seven water magnesium gall bladder alum"
rock,altaite,碲铅矿,3,1,"tellurium lead mine"
rock,althausite,羟磷镁石,4,1,"hydroxide phosphorus magnesium stone"
rock,aluminium (native),游离铝金属,5,0,"swim rare beast aluminum gold class"
rock,alunite,明礬石,3,1,"bright alum stone"
rock,amaterasuite,天照石,3,1,"sky shine stone"
rock,amazonite,天河石,3,1,"sky river stone"
rock,amber,琥珀,2,0,"jewel in shape of tiger amber"
rock,ambergris,龍涎香,3,1,"Chinese dragon saliva fragrant"
rock,ameghinite,阿硼钠石,4,1,"prefix for people's names borax sodium stone"
rock,amesite,镁铝蛇纹石,5,1,"magnesium aluminum snake line stone"
rock,amesite,镁铝蛇纹石,5,1,"magnesium aluminum snake line stone"
rock,amethyst,紫水晶,3,0,"purple water clear"
rock,amicite,斜碱沸石,4,1,"slanting alkaline boil stone"
rock,aminoffite,铍黄长石,4,1,"a needle used in Chinese medicine yellow long stone"
rock,aminoffite,铍黄长石,4,1,"a needle used in Chinese medicine yellow long stone"
rock,ammolite,斑彩石,3,1,"mottled hue stone"
rock,amphibole,角闪石,3,1,"horn flash stone"
rock,amphibolite,角閃岩,3,1,"horn dodge cliff"
rock,analcime,方沸石,3,1,"a square boil stone"
rock,anandite,钡铁脆云母,5,1,"barium iron crisp cloud female elders"
rock,anatase,锐钛矿,3,1,"sharp titanium mine"
rock,anatexis,深熔作用,4,1,"deep melt work with"
rock,anchorite,獨修,2,1,"alone study"
rock,andalusite,红柱石,3,1,"red pillar stone"
rock,andersonite,碳钠钙铀矿,5,1,"carbon sodium calcium uranium mine"
rock,andersonite,碳钠钙铀矿,5,1,"carbon sodium calcium uranium mine"
rock,andersonite,碳钠钙铀矿,5,1,"carbon sodium calcium uranium mine"
rock,andesite,安山岩,3,1,"peaceful mountain cliff"
rock,andisol,火山灰土,4,1,"fire mountain ash soil"
rock,andradite,钙铁榴石,4,1,"calcium iron pomegranate stone"
rock,andyrobertsite,水砷鉀鎘銅石,6,1,"water arsenic potassium cadmium copper stone"
rock,angelellite,脆砷铁矿,4,1,"crisp arsenic iron mine"
rock,anglesite,鉛礬,2,1,"lead alum"
rock,angrite,鈦輝無粒隕石,6,1,"titanium brightness not have grain fall stone"
rock,anhydrite,硬石膏,3,1,"hard stone grease"
rock,ankaramite,斜長輝長岩,5,1,"slanting long brightness long cliff"
rock,ankerite,鐵白雲石,4,1,"iron white cloud stone"
rock,annabergite,鎳華,2,1,"nickel blossom"
rock,annite,铁云母,3,1,"iron cloud female elders"
rock,anorthite,钙长石,3,1,"calcium long stone"
rock,anorthoclase,钠斜微长石,5,1,"sodium slanting small long stone"
rock,anorthoclase,钠斜微长石,5,1,"sodium slanting small long stone"
rock,anorthosite,斜長岩,3,1,"slanting long cliff"
rock,antarcticite,南極石,3,1,"south ridgepole stone"
rock,anthoinite,水钨铝矿,4,1,"water tungsten aluminum mine"
rock,anthoinite,水钨铝矿,4,1,"water tungsten aluminum mine"
rock,anthonyite,水氯铜石,4,1,"water chlorine copper stone"
rock,anthophyllite,直閃石,3,1,"straight dodge stone"
rock,anthracite,无烟煤,3,1,"negative smoke coal"
rock,antigorite,叶蛇纹石,4,1,"leaf snake line stone"
rock,apatite,磷灰石,3,1,"phosphorus ash stone"
rock,aphanite,隐晶岩,3,1,"hide clear cliff"
rock,aphthitalite,鉀芒硝,3,1,"potassium Miscanthus sinensis saltpeter"
rock,aphthitalite,鉀芒硝,3,1,"potassium Miscanthus sinensis saltpeter"
rock,aphthitalite,鉀芒硝,3,1,"potassium Miscanthus sinensis saltpeter"
rock,aphthitalite,鉀芒硝,3,1,"potassium Miscanthus sinensis saltpeter"
rock,apjohnite,锰铝矾,3,1,"manganese aluminum alum"
rock,apjohnite,锰铝矾,3,1,"manganese aluminum alum"
rock,apjohnite,锰铝矾,3,1,"manganese aluminum alum"
rock,aplite,細晶岩,3,1,"thin clear cliff"
rock,aplowite,四水钴矾,4,1,"four water cobalt alum"
rock,apophyllite,魚眼石,3,1,"fish eyelet stone"
rock,apophyllite,魚眼石,3,1,"fish eyelet stone"
rock,apophyllite,魚眼石,3,1,"fish eyelet stone"
rock,apophyllite,魚眼石,3,1,"fish eyelet stone"
rock,apophyllite,魚眼石,3,1,"fish eyelet stone"
rock,apophyllite,魚眼石,3,1,"fish eyelet stone"
rock,apophyllite,魚眼石,3,1,"fish eyelet stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aquamarine,海蓝宝石,4,1,"sea blue treasure stone"
rock,aragonite,霰石,2,1,"hail stone"
rock,aragonite,霰石,2,1,"hail stone"
rock,aragonite,霰石,2,1,"hail stone"
rock,aragonite,霰石,2,1,"hail stone"
rock,aragonite,霰石,2,1,"hail stone"
rock,aragonite,霰石,2,1,"hail stone"
rock,arakiite,荒木石,3,1,"wasteland tree stone"
rock,aramayoite,硫铋锑银矿,5,1,"sulfur bismuth antimony silver mine"
rock,archerite,磷钾石,3,1,"phosphorus potassium stone"
rock,arenite,砂屑岩,3,1,"pebbles bits cliff"
rock,arfvedsonite,钠铁闪石,4,1,"sodium iron flash stone"
rock,argentite,輝銀礦,3,1,"brightness silver mineral deposit"
rock,argentobaumhauerite,银褐硫砷铅矿,6,1,"silver coarse woolen cloth sulfur arsenic lead mine"
rock,argentotennantite-(Zn),银砷黝铜矿,5,0,"silver arsenic black copper mine"
rock,argyrodite,硫銀鍺礦,4,1,"sulfur silver a metal plain bearing used in wheel axles on vehicles mineral deposit"
rock,aristarainite,硼钠镁石,4,1,"borax sodium magnesium stone"
rock,arkose,长石沙岩,4,1,"long stone sand cliff"
rock,armalcolite,阿姆阿尔柯尔矿石,8,1,"prefix for people's names child's governess prefix for people's names you axe-handle you mine stone"
rock,armstrongite,水硅钙锆石,5,1,"water silicon calcium zirconium stone"
rock,arrojadites,磷碱铁石,4,1,"phosphorus alkaline iron stone"
rock,arsenbrackebuschite,砷铁铅石,4,1,"arsenic iron lead stone"
rock,arsendescloizite,砷锌铅矿,4,1,"arsenic zinc lead mine"
rock,arsenohauchecornite,硫砷铋镍矿,5,1,"sulfur arsenic bismuth nickel mine"
rock,arsenolite,砷华,2,1,"arsenic flowery"
rock,arsenopyrite,砷黃鐵礦,4,1,"arsenic yellow iron mineral deposit"
rock,artsmithite,磷铝汞石,4,1,"phosphorus aluminum mercury stone"
rock,asbestos,石棉,2,1,"stone cotton padded"
rock,ashcroftine-(Y),硅碱钙钇石,5,0,"silicon alkaline calcium yttrium stone"
rock,asselbornite,砷铋铅铀矿,5,1,"arsenic bismuth lead uranium mine"
rock,astrophyllite,星葉石,3,1,"star leaf stone"
rock,atacamite,氯銅礦,3,1,"chlorine copper mineral deposit"
rock,ataxite,無紋隕鐵,4,1,"not have line fall iron"
rock,aubertite,水氯铝铜矾,5,1,"water chlorine aluminum copper alum"
rock,aubrite,頑火無球隕石,6,1,"play fire not have ball fall stone"
rock,augite,普通辉石,4,1,"universal pass through brightness stone"
rock,aurichalcite,绿铜锌矿,4,1,"green copper zinc mine"
rock,austinite,砷锌钙石,4,1,"arsenic zinc calcium stone"
rock,austinite,砷锌钙石,4,1,"arsenic zinc calcium stone"
rock,autunite,钙铀云母,4,1,"calcium uranium cloud female elders"
rock,autunite,钙铀云母,4,1,"calcium uranium cloud female elders"
rock,autunite,钙铀云母,4,1,"calcium uranium cloud female elders"
rock,aventurine,砂金石,3,1,"pebbles gold stone"
rock,avicennite,褐铊矿,3,1,"coarse woolen cloth a short spear mine"
rock,avicennite,褐铊矿,3,1,"coarse woolen cloth a short spear mine"
rock,avogadrite,氟硼钾石,4,1,"fluorine borax potassium stone"
rock,avogadrite,氟硼钾石,4,1,"fluorine borax potassium stone"
rock,awaruite,镍铁矿,3,1,"nickel iron mine"
rock,awaruite,镍铁矿,3,1,"nickel iron mine"
rock,awaruite,镍铁矿,3,1,"nickel iron mine"
rock,axinite,斧石,2,1,"axe stone"
rock,axinite-(Fe),铁斧石,3,0,"iron axe stone"
rock,azurite,蓝铜矿,3,1,"blue copper mine"
rock,babingtonite,硅铁辉石,4,1,"silicon iron brightness stone"
rock,babkinite,硫硒铋铅矿,5,1,"sulfur selenium bismuth lead mine"
rock,baddeleyite,斜鋯石,3,1,"slanting zirconium stone"
rock,bakerite,瓷硼钙石,4,1,"crockery borax calcium stone"
rock,bakhchisaraitsevite,水磷钠镁石,5,1,"water phosphorus sodium magnesium stone"
rock,banalsite,钠钡长石,4,1,"sodium barium long stone"
rock,banded iron formation,條狀鐵層,4,0,"strip form iron pile up"
rock,bannermanite,碱钒石,3,1,"alkaline vanadium stone"
rock,bannisterite,班硅锰石,4,1,"class silicon manganese stone"
rock,baotite,包头矿,3,1,"pack head mine"
rock,bararite,氟硅铵石,4,1,"fluorine silicon ammonium stone"
rock,baratovite,硅钛锂钙石,5,1,"silicon titanium lithium calcium stone"
rock,barbosalite,复铁天蓝石,5,1,"repeat iron sky blue stone"
rock,barbosalite,复铁天蓝石,5,1,"repeat iron sky blue stone"
rock,barbosalite,复铁天蓝石,5,1,"repeat iron sky blue stone"
rock,barentsite,氟碳铝钠石,5,1,"fluorine carbon aluminum sodium stone"
rock,bariandite,巴水钒矿,4,1,"greatly desire water vanadium mine"
rock,barrerite,钠红沸石,4,1,"sodium red boil stone"
rock,barstowite,氯碳铅石,4,1,"chlorine carbon lead stone"
rock,bartelkeite,铅铁锗矿,4,1,"lead iron germanium mine"
rock,bartonite,巴硫铁钾矿,5,1,"greatly desire sulfur iron potassium mine"
rock,baryte,重晶石,3,1,"heavy clear stone"
rock,basalt,玄武岩,3,0,"deep military cliff"
rock,basaltic andesite,玄武安山岩,5,0,"deep military peaceful mountain cliff"
rock,basanite,碧玄岩,3,1,"jade deep cliff"
rock,basic rock,鹽基性岩,4,0,"salt foundation sex cliff"
rock,bassanite,燒石膏,3,1,"burn stone grease"
rock,bassanite,燒石膏,3,1,"burn stone grease"
rock,bassanite,燒石膏,3,1,"burn stone grease"
rock,bastnäsite,氟碳鈰礦,4,0,"fluorine carbon cerium mineral deposit"
rock,batisite,硅钡钛石,4,1,"silicon barium titanium stone"
rock,baumhauerite,褐硫砷铅矿,5,1,"coarse woolen cloth sulfur arsenic lead mine"
rock,baumhauerite,褐硫砷铅矿,5,1,"coarse woolen cloth sulfur arsenic lead mine"
rock,baumhauerite,褐硫砷铅矿,5,1,"coarse woolen cloth sulfur arsenic lead mine"
rock,bauxite,铝土矿,3,1,"aluminum soil mine"
rock,bauxite,铝土矿,3,1,"aluminum soil mine"
rock,bauxite,铝土矿,3,1,"aluminum soil mine"
rock,bayerite,拜三水铝石,5,1,"bye three water aluminum stone"
rock,bayldonite,乳砷铅铜石,5,1,"breast arsenic lead copper stone"
rock,bayldonite,乳砷铅铜石,5,1,"breast arsenic lead copper stone"
rock,bayleyite,碳镁铀矿,4,1,"carbon magnesium uranium mine"
rock,bayleyite,碳镁铀矿,4,1,"carbon magnesium uranium mine"
rock,baylissite,水碳镁钾石,5,1,"water carbon magnesium potassium stone"
rock,bazhenovite,巴热诺夫石,5,1,"greatly desire hot promise man stone"
rock,bazhenovite,巴热诺夫石,5,1,"greatly desire hot promise man stone"
rock,bazzite,钪绿柱石,4,1,"scandium green pillar stone"
rock,bearthite,贝磷铝钙石,5,1,"sea shell phosphorus aluminum calcium stone"
rock,bechererite,羟硫硅铜锌矿,6,1,"hydroxide sulfur silicon copper zinc mine"
rock,becquerelite,黄钙铀矿,4,1,"yellow calcium uranium mine"
rock,bederite,磷钙铁锰石,5,1,"phosphorus calcium iron manganese stone"
rock,belkovite,硅钡铌石,4,1,"silicon barium niobium stone"
rock,bellidoite,灰硒铜矿,4,1,"ash selenium copper mine"
rock,bellidoite,灰硒铜矿,4,1,"ash selenium copper mine"
rock,bellidoite,灰硒铜矿,4,1,"ash selenium copper mine"
rock,belloite,别洛依石,4,1,"not river in Shanxi province rely on stone"
rock,belovite-(Ce),锶铈磷灰石,5,0,"strontium cerium phosphorus ash stone"
rock,belovite-(Ce),锶铈磷灰石,5,0,"strontium cerium phosphorus ash stone"
rock,belovite-(La),锶镧磷灰石,5,0,"strontium lanthanum phosphorus ash stone"
rock,belyankinite,锆钛钙石,4,1,"zirconium titanium calcium stone"
rock,belyankinite,锆钛钙石,4,1,"zirconium titanium calcium stone"
rock,belyankinite,锆钛钙石,4,1,"zirconium titanium calcium stone"
rock,bementite,蜡硅锰矿,4,1,"wax silicon manganese mine"
rock,benavidesite,硫锰铅锑矿,5,1,"sulfur manganese lead antimony mine"
rock,benitoite,藍錐礦,3,1,"blue awl mineral deposit"
rock,benjaminite,本硫铋银矿,5,1,"root sulfur bismuth silver mine"
rock,benjaminite,本硫铋银矿,5,1,"root sulfur bismuth silver mine"
rock,benjaminite,本硫铋银矿,5,1,"root sulfur bismuth silver mine"
rock,benleonardite,硫碲锑银矿,5,1,"sulfur tellurium antimony silver mine"
rock,benmoreite,歪長粗面岩,5,1,"slant long rough face cliff"
rock,benstonite,菱碱土矿,4,1,"water-chestnut alkaline soil mine"
rock,bentonite,膨潤土,3,1,"swell wet soil"
rock,bentorite,钙铬矾,3,1,"calcium chromium alum"
rock,bentorite,钙铬矾,3,1,"calcium chromium alum"
rock,bentorite,钙铬矾,3,1,"calcium chromium alum"
rock,benyacarite,水磷锰铁钛石,6,1,"water phosphorus manganese iron titanium stone"
rock,berborite,水硼铍石,4,1,"water borax a needle used in Chinese medicine stone"
rock,berdesinskiite,钛钒矿,3,1,"titanium vanadium mine"
rock,berdesinskiite,钛钒矿,3,1,"titanium vanadium mine"
rock,berdesinskiite,钛钒矿,3,1,"titanium vanadium mine"
rock,berlinite,块磷铝矿,4,1,"piece phosphorus aluminum mine"
rock,bermanite,板磷锰矿,4,1,"plank phosphorus manganese mine"
rock,bermanite,板磷锰矿,4,1,"plank phosphorus manganese mine"
rock,bermanite,板磷锰矿,4,1,"plank phosphorus manganese mine"
rock,bernalite,伯纳尔石,4,1,"older brother admit you stone"
rock,bernardite,贝硫砷铊矿,5,1,"sea shell sulfur arsenic a short spear mine"
rock,berryite,板硫铋铜铅矿,6,1,"plank sulfur bismuth copper lead mine"
rock,berthierine,鐵鋁蛇紋石,5,1,"iron aluminium snake line stone"
rock,berthierite,辉锑铁矿,4,1,"brightness antimony iron mine"
rock,bertossaite,磷铝钙锂石,5,1,"phosphorus aluminum calcium lithium stone"
rock,bertrandite,矽鈹石,3,1,"silicon beryllium stone"
rock,beryl,綠柱石,3,1,"green pillar stone"
rock,beryllium,鈹,1,1,"beryllium"
rock,berzelianite,硒铜矿,3,1,"selenium copper mine"
rock,berzeliite,黄砷榴石,4,1,"yellow arsenic pomegranate stone"
rock,beudantite,砷酸明礬石,5,1,"arsenic acid bright alum stone"
rock,beusite,磷铁锰矿,4,1,"phosphorus iron manganese mine"
rock,bezsmertnovite,碲铜金矿,4,1,"tellurium copper gold mine"
rock,bezsmertnovite,碲铜金矿,4,1,"tellurium copper gold mine"
rock,bezsmertnovite,碲铜金矿,4,1,"tellurium copper gold mine"
rock,bianchite,六水锌矾,4,1,"six water zinc alum"
rock,bianchite,六水锌矾,4,1,"six water zinc alum"
rock,bianchite,六水锌矾,4,1,"six water zinc alum"
rock,bideauxite,氯银铅矿,4,1,"chlorine silver lead mine"
rock,biehlite,钼砷锑矿,4,1,"molybdenum arsenic antimony mine"
rock,bijvoetite-(Y),羟碳钇铀矿,5,0,"hydroxide carbon yttrium uranium mine"
rock,bilibinskite,碲铅铜金矿,5,1,"tellurium lead copper gold mine"
rock,bilibinskite,碲铅铜金矿,5,1,"tellurium lead copper gold mine"
rock,bilibinskite,碲铅铜金矿,5,1,"tellurium lead copper gold mine"
rock,billietite,黄钡铀矿,4,1,"yellow barium uranium mine"
rock,billingsleyite,硫锑砷银矿,5,1,"sulfur antimony arsenic silver mine"
rock,biopyribole,黑云辉闪石,5,1,"black cloud brightness flash stone"
rock,birnessite,水钠锰矿,4,1,"water sodium manganese mine"
rock,bischofite,水氯镁石,4,1,"water chlorine magnesium stone"
rock,bischofite,水氯镁石,4,1,"water chlorine magnesium stone"
rock,bischofite,水氯镁石,4,1,"water chlorine magnesium stone"
rock,bismite,铋华,2,1,"bismuth flowery"
rock,bismoclite,氯铋矿,3,1,"chlorine bismuth mine"
rock,bismoclite,氯铋矿,3,1,"chlorine bismuth mine"
rock,bismoclite,氯铋矿,3,1,"chlorine bismuth mine"
rock,bismuthinite,辉铋矿,3,1,"brightness bismuth mine"
rock,bismuthinite,辉铋矿,3,1,"brightness bismuth mine"
rock,bismutocolumbite,铋铌铁矿,4,1,"bismuth niobium iron mine"
rock,bismutohauchecornite,硫双铋镍矿,5,1,"sulfur pair bismuth nickel mine"
rock,bitumen,瀝青,2,1,"drip blue"
rock,bituminous coal,烟煤,2,0,"smoke coal"
rock,bixbyite,方铁锰矿,4,1,"a square iron manganese mine"
rock,bixbyite,方铁锰矿,4,1,"a square iron manganese mine"
rock,bixbyite,方铁锰矿,4,1,"a square iron manganese mine"
rock,bjarebyite,磷铝锰钡石,5,1,"phosphorus aluminum manganese barium stone"
rock,bjarebyite,磷铝锰钡石,5,1,"phosphorus aluminum manganese barium stone"
rock,bjarebyite,磷铝锰钡石,5,1,"phosphorus aluminum manganese barium stone"
rock,blatonite,巴纤碳铀矿,5,1,"greatly desire tow line carbon uranium mine"
rock,blatterite,贝硼锰石,4,1,"sea shell borax manganese stone"
rock,blatterite,贝硼锰石,4,1,"sea shell borax manganese stone"
rock,blatterite,贝硼锰石,4,1,"sea shell borax manganese stone"
rock,bleasdaleite,磷钙铋铜石,5,1,"phosphorus calcium bismuth copper stone"
rock,blixite,氯氧铅矿,4,1,"chlorine oxygen lead mine"
rock,blueschist,藍片岩,3,1,"blue piece cliff"
rock,blödite,白钠镁矾,4,1,"white sodium magnesium alum"
rock,bobfergusonite,磷钠锰高铁石,6,1,"phosphorus sodium manganese high iron stone"
rock,bobfergusonite,磷钠锰高铁石,6,1,"phosphorus sodium manganese high iron stone"
rock,bobfergusonite,磷钠锰高铁石,6,1,"phosphorus sodium manganese high iron stone"
rock,bobierrite,白磷镁矿,4,1,"white phosphorus magnesium mine"
rock,bobierrite,白磷镁矿,4,1,"white phosphorus magnesium mine"
rock,bobierrite,白磷镁矿,4,1,"white phosphorus magnesium mine"
rock,bobjonesite,三水钒矾,4,1,"three water vanadium alum"
rock,boggsite,博干沸石,4,1,"gamble dry boil stone"
rock,bokite,钒铝铁石,4,1,"vanadium aluminum iron stone"
rock,boleite,銀銅氯鉛礦,5,1,"silver copper chlorine lead mineral deposit"
rock,boltwoodite,硅钾铀矿,4,1,"silicon potassium uranium mine"
rock,bonattite,三水胆矾,4,1,"three water gall bladder alum"
rock,bonattite,三水胆矾,4,1,"three water gall bladder alum"
rock,bonattite,三水胆矾,4,1,"three water gall bladder alum"
rock,boninite,玻安岩,3,1,"glass peaceful cliff"
rock,bonshtedtite,碳磷铁钠石,5,1,"carbon phosphorus iron sodium stone"
rock,bonshtedtite,碳磷铁钠石,5,1,"carbon phosphorus iron sodium stone"
rock,bonshtedtite,碳磷铁钠石,5,1,"carbon phosphorus iron sodium stone"
rock,boothite,七水胆矾,4,1,"seven water gall bladder alum"
rock,boothite,七水胆矾,4,1,"seven water gall bladder alum"
rock,boothite,七水胆矾,4,1,"seven water gall bladder alum"
rock,boracite,方硼石,3,1,"a square borax stone"
rock,borax,硼砂,2,1,"borax pebbles"
rock,bornemanite,磷硅铌钠钡石,6,1,"phosphorus silicon niobium sodium barium stone"
rock,bornite,斑銅礦,3,1,"mottled copper mineral deposit"
rock,borodaevite,博罗达耶夫矿,6,1,"gamble net for catching birds arrive at interrogative particle man mine"
rock,boron,硼,1,1,"borax"
rock,bostwickite,多水硅钙锰石,6,1,"many water silicon calcium manganese stone"
rock,botallackite,斜氯銅礦,4,1,"slanting chlorine copper mineral deposit"
rock,botallackite,斜氯銅礦,4,1,"slanting chlorine copper mineral deposit"
rock,botallackite,斜氯銅礦,4,1,"slanting chlorine copper mineral deposit"
rock,boulangerite,硫锑铅矿,4,1,"sulfur antimony lead mine"
rock,boulder clay,砾石粘土,4,0,"gravel stone viscous soil"
rock,bournonite,車輪礦,3,1,"land vehicle warrant mineral deposit"
rock,bournonite,車輪礦,3,1,"land vehicle warrant mineral deposit"
rock,bournonite,車輪礦,3,1,"land vehicle warrant mineral deposit"
rock,boussingaultite,六水铵镁矾,5,1,"six water ammonium magnesium alum"
rock,bowieite,硫銥鉑銠礦,5,1,"sulfur iridium platinum rhodium mineral deposit"
rock,bowieite,硫銥鉑銠礦,5,1,"sulfur iridium platinum rhodium mineral deposit"
rock,bowieite,硫銥鉑銠礦,5,1,"sulfur iridium platinum rhodium mineral deposit"
rock,boyleite,四水锌矾,4,1,"four water zinc alum"
rock,boyleite,四水锌矾,4,1,"four water zinc alum"
rock,boyleite,四水锌矾,4,1,"four water zinc alum"
rock,bracewellite,羟铬矿,3,1,"hydroxide chromium mine"
rock,brachinite,布莱奇那群,5,1,"cloth goosefoot strange that group"
rock,brackebuschite,水钒锰铅矿,5,1,"water vanadium manganese lead mine"
rock,bradleyite,磷碳镁钠石,5,1,"phosphorus carbon magnesium sodium stone"
rock,bradleyite,磷碳镁钠石,5,1,"phosphorus carbon magnesium sodium stone"
rock,bradleyite,磷碳镁钠石,5,1,"phosphorus carbon magnesium sodium stone"
rock,braggite,硫砷鉑礦,4,1,"sulfur arsenic platinum mineral deposit"
rock,braitschite-(Ce),硼铈钙石,4,0,"borax cerium calcium stone"
rock,brassite,水砷镁石,4,1,"water arsenic magnesium stone"
rock,braunite,褐锰矿,3,1,"coarse woolen cloth manganese mine"
rock,brazilianite,巴西石,3,1,"greatly desire west stone"
rock,brazilianite,巴西石,3,1,"greatly desire west stone"
rock,brazilianite,巴西石,3,1,"greatly desire west stone"
rock,breccia,角砾岩,3,1,"horn gravel cliff"
rock,bredigite,白硅钙石,4,1,"white silicon calcium stone"
rock,bredigite,白硅钙石,4,1,"white silicon calcium stone"
rock,bredigite,白硅钙石,4,1,"white silicon calcium stone"
rock,breithauptite,红锑镍,3,1,"red antimony nickel"
rock,breithauptite,红锑镍,3,1,"red antimony nickel"
rock,breithauptite,红锑镍,3,1,"red antimony nickel"
rock,brendelite,磷铁铅铋矿,5,1,"phosphorus iron lead bismuth mine"
rock,brewsterite-Sr,锶沸石,3,0,"strontium boil stone"
rock,brianroulstonite,布水氯硼钙石,6,1,"cloth water chlorine borax calcium stone"
rock,brianyoungite,羟硫碳锌石,5,1,"hydroxide sulfur carbon zinc stone"
rock,briartite,灰锗矿,3,1,"ash germanium mine"
rock,briartite,灰锗矿,3,1,"ash germanium mine"
rock,briartite,灰锗矿,3,1,"ash germanium mine"
rock,britholite-(Ce),磷灰石,3,0,"phosphorus ash stone"
rock,brizziite,锑钠石,3,1,"antimony sodium stone"
rock,brochantite,水膽礬,3,1,"water gallbladder alum"
rock,brockite,板鈦礦,3,1,"plank titanium mineral deposit"
rock,bromargyrite,溴銀礦,3,1,"bromine silver mineral deposit"
rock,bromellite,铍石,2,1,"a needle used in Chinese medicine stone"
rock,bromellite,铍石,2,1,"a needle used in Chinese medicine stone"
rock,bromellite,铍石,2,1,"a needle used in Chinese medicine stone"
rock,bronzite,古銅輝石,4,1,"old copper brightness stone"
rock,brookite,板鈦礦,3,1,"plank titanium mineral deposit"
rock,brownmillerite,钙铁铝石,4,1,"calcium iron aluminum stone"
rock,brownmillerite,钙铁铝石,4,1,"calcium iron aluminum stone"
rock,brownmillerite,钙铁铝石,4,1,"calcium iron aluminum stone"
rock,brucite,水鎂石,3,1,"water magnesium stone"
rock,brucite,水鎂石,3,1,"water magnesium stone"
rock,brucite,水鎂石,3,1,"water magnesium stone"
rock,brugnatellite,红磷铁镁矿,5,1,"red phosphorus iron magnesium mine"
rock,brushite,透磷钙石,4,1,"penetrate phosphorus calcium stone"
rock,brushite,透磷钙石,4,1,"penetrate phosphorus calcium stone"
rock,brushite,透磷钙石,4,1,"penetrate phosphorus calcium stone"
rock,buddingtonite,铵长石,3,1,"ammonium long stone"
rock,buddingtonite,铵长石,3,1,"ammonium long stone"
rock,buddingtonite,铵长石,3,1,"ammonium long stone"
rock,bukovskýite,羟砷铁矾,4,1,"hydroxide arsenic iron alum"
rock,bukovskýite,羟砷铁矾,4,1,"hydroxide arsenic iron alum"
rock,bukovskýite,羟砷铁矾,4,1,"hydroxide arsenic iron alum"
rock,burckhardtite,硅碲铁铅石,5,1,"silicon tellurium iron lead stone"
rock,burckhardtite,硅碲铁铅石,5,1,"silicon tellurium iron lead stone"
rock,burkeite,碳钠矾,3,1,"carbon sodium alum"
rock,burkeite,碳钠矾,3,1,"carbon sodium alum"
rock,burkeite,碳钠矾,3,1,"carbon sodium alum"
rock,burnsite,伯恩矿,3,1,"older brother favour mine"
rock,bursaite,柱辉铋铅矿,5,1,"pillar brightness bismuth lead mine"
rock,burtite,羟锡钙石,4,1,"hydroxide tin calcium stone"
rock,burtite,羟锡钙石,4,1,"hydroxide tin calcium stone"
rock,burtite,羟锡钙石,4,1,"hydroxide tin calcium stone"
rock,bushmakinite,羟钒磷铝铅石,6,1,"hydroxide vanadium phosphorus aluminum lead stone"
rock,bustamite,锰硅灰石,4,1,"manganese silicon ash stone"
rock,butlerite,基铁矾,3,1,"foundation iron alum"
rock,butlerite,基铁矾,3,1,"foundation iron alum"
rock,butlerite,基铁矾,3,1,"foundation iron alum"
rock,buttgenbachite,毛青铜矿,4,1,"hair blue copper mine"
rock,buttgenbachite,毛青铜矿,4,1,"hair blue copper mine"
rock,buttgenbachite,毛青铜矿,4,1,"hair blue copper mine"
rock,bytownite,倍長石,3,1,"times long stone"
rock,béhierite,硼钽石,3,1,"borax tantalum stone"
rock,böhmite,勃姆石,3,1,"suddenly child's governess stone"
rock,cabalzarite,砷铁镁铝钙石,6,1,"arsenic iron magnesium aluminum calcium stone"
rock,cabriite,锡铜钯矿,4,1,"tin copper palladium mine"
rock,cadwaladerite,氯羟铝石,4,1,"chlorine hydroxide aluminum stone"
rock,cahnite,水砷硼鈣石,5,1,"water arsenic borax calcium stone"
rock,cahnite,水砷硼鈣石,5,1,"water arsenic borax calcium stone"
rock,cahnite,水砷硼鈣石,5,1,"water arsenic borax calcium stone"
rock,calamine,炉甘石,3,1,"fireplace sweetness stone"
rock,calaverite,碲金矿,3,1,"tellurium gold mine"
rock,calaverite,碲金矿,3,1,"tellurium gold mine"
rock,calaverite,碲金矿,3,1,"tellurium gold mine"
rock,calc-silicate rock,钙硅酸盐岩,5,0,"calcium silicon acid salt cliff"
rock,calcareous ooze,钙质软泥,4,0,"calcium matter soft mud"
rock,calcilutite,泥屑灰岩,4,1,"mud bits ash cliff"
