word,kind,described,traits,name,why
Erodium,genus,"Herb with pinnate leaves and a fruit drawn out into a long straight beak. When the beak dries it splits and each seed comes away with a tail that COILS and uncoils as the air turns damp or dry, walking the sharp seed down into the soil.","fruit drawn into a long beak; seed tail that coils and uncoils with damp; drills itself into the ground; pinnate leaf","beak + seed","The beaked fruit is on the plant for months and is unmistakable, and the coiling that follows is one of the odder things a seed does. The needle grass drills too, but with a straight awn and no beak."
Polemonium,genus,"Herb whose leaf is divided into many small leaflets set in even pairs straight up the stalk, so that each leaf reads as a ladder laid on the ground, under loose heads of blue bell flowers.","leaflets in even pairs up the stalk like the rungs of a ladder; loose head of blue bell flowers; herb of meadow and scree","ladder + leaf","The ladder is what its English name says and what anyone sees in the leaf before they notice the flower. It is a regular, countable arrangement rather than a vague feathery one."
Hygrophila,genus,"Herb of marsh, ditch and pond margin, often half in the water, with narrow opposite leaves crowded at the swollen nodes, sometimes with spines among them, and small purple flowers sitting tight in the leaf joints.","stands in marsh and shallow water; narrow opposite leaves crowded at swollen nodes; spines among the leaves in some; flowers tight in the leaf joints","marsh + herb","The Latin means water-loving and where it stands is the honest answer, since nothing about the leaf or flower is unusual enough to carry the name on its own."
Drummondia,genus,"Moss growing on the bark of living trees in tight dark cushions that clothe a trunk or a branch, its leaves pressed in and curled when dry and opening out again in rain.","grows on the bark of living trees; tight dark cushion clothing the trunk; leaves curled when dry, opening in rain","bark + moss","Chinese mu yi xian is tree-clothing moss. Living on bark rather than on ground or rock is the fact about it, and the cushions really do clothe a trunk."
Pseudoleskeella,genus,"Very small creeping moss making fine thin mats on rock and bark, slighter even than the thin moss it is named against, with minute closely set leaves along thread-like shoots.","finer and thinner than Leskea; thread-like creeping shoots; minute closely set leaves; rock and bark","false + thin + moss","It is named against the thin moss and is the harder of the two to see, so the name has to carry both the likeness and the fact that this is the lesser of the pair."
Heptapleurum,genus,"Tree or scrambling shrub whose leaf divides into seven or nine leaflets spreading from the top of one long stalk, held out over the branch like an opened umbrella and shedding rain the same way.","leaflets spreading from one point like an opened umbrella; seven to nine leaflets; long leaf stalk; tree or scrambler","umbrella + leaf","Goose foot belongs to Chenopodium, whose Greek name says exactly that and which has the better claim. Umbrella is what this one is called in English and is the same spread seen from below."
Chenopodium,genus,"Weed of waste and cultivated ground with mealy grey-green leaves shaped, broad at the base and lobed to a point, like the webbed foot of a goose, and dense spikes of tiny green flowers. The seed is ground and eaten.","leaf shaped like a webbed goose foot; mealy grey-green bloom on the leaf; dense spikes of tiny green flowers; waste ground; seed ground for food","goose + foot","The Greek chen podion IS goose foot and the leaf shape is the whole reason for the name, in Latin and in English both."
Spiranthes,genus,"Small ground orchid whose flowers are set in a single rank that TWISTS around the stem as it climbs, so the spike rises as a neat spiral of little white tubular flowers, like a plait.","flowers in one rank spiralling up the stem; small white tubular flowers; neat plaited spike; ground orchid of turf","spiral + orchid","The spiral is the plant, named for it in Latin and called ladies' tresses in English for the same plait. Coil belongs to Spiradiclis, whose flower BRANCH coils rather than the spike."
Cheilanthes,genus,"Small tough fern of dry rock and crevice, fronds finely cut and often scaly or woolly beneath, curled up and apparently dead in drought. The edge of each segment rolls under to make a continuous LIP covering the spores.","frond edge rolled under into a lip over the spores; small and tough; dry rock crevice; scaly or woolly beneath; curls up in drought","lip + fern","The rolled lip is what the Greek names and is the character the genus is keyed on. Lip flower is Justicia, and the fern keeps the two apart."
Lespedeza,genus,"Legume shrub or stiff herb with trifoliate leaves and small purple-pink pea flowers in the leaf joints, on stems so tough and wiry they are cut and bound into brooms and woven into coarse baskets.","stems tough and wiry enough for brooms and baskets; trifoliate leaf; small purple-pink pea flower; binds poor soil","wire + bush","The stems are the useful part and their stiffness is what is felt on grasping the plant. The flowers are small and shared with half the legumes around it."
Mahonia,genus,"Evergreen shrub with stiff pinnate leaves whose leaflets are edged with hard holly spines, upright racemes of yellow flowers, and drooping bunches of blue-black berries with a grey bloom that look like small grapes. The inner wood is bright yellow.","holly-spined leaflets on a pinnate leaf; bunches of blue-black berries with a bloom; yellow inner wood; upright yellow flower racemes","holly + grape","Both halves are what it is called in English, and together they say the leaf and the fruit at once. Yellow thorn is Berberis, which shares the yellow wood but has simple leaves and real thorns."
Eragrostis,genus,"Delicate tufted grass whose flowering head opens into a wide airy spray of many tiny flattened spikelets on hair-fine branches, so that from a few paces the whole head reads as a haze standing over the ground.","very open airy head of tiny flattened spikelets; hair-fine branches; reads as a haze at a distance; tufted","cloud + grass","The head is open to the point of being more air than plant, which separates it from the tight spike of Koeleria and the tail of Phleum. Fine grass is already Agrostis."
Lysionotus,genus,"Gesneriad hanging from rock face and tree trunk, with thick toothed leaves set in whorls of three along woody stems, and pale purple tubular flowers with a flared mouth drooping clear of the rock.","hangs from rock face and tree trunk; thick toothed leaves in whorls of three; pale purple tubular flower; woody stem","hang + trumpet","Chinese diao shi ju tai is hanging-stone gesneriad. Hanging clear of the surface is what tells it from the cliff rosettes of Oreocharis and Primulina, which press flat against it."
Eriocaulon,genus,"Marsh and shallow-water plant with a rosette of soft translucent grassy leaves below the surface, sending up thin twisted bare stalks each topped by one small hard grey-white BUTTON of tiny crowded flowers, like a pin stuck in the water.","one hard grey-white button of flowers per stalk; thin twisted bare stalk; rosette of translucent grassy leaves; shallow water","button + stalk","The button on a bare stalk is the whole plant above water and is unlike anything growing with it. Woolly stalk, which the Greek says, describes the hairs on the button rather than the stalk."
Pohlia,genus,"Moss of bare damp soil and bank, shoots glossy and often reddish at the base, with long-necked capsules hanging over on curved stalks. Many kinds carry small hard bulbils tucked in the leaf joints that break off and grow.","hard bulbils in the leaf joints that break off and grow; glossy shoots, reddish below; long-necked hanging capsule; bare damp soil","bud + moss","The bulbils are how it spreads and how it is told from its neighbours under a lens, and they are on the plant whether or not it has fruited."
Rohdea,genus,"Thick dark strap leaves standing in a stiff rosette straight from the ground, holding their colour through frost and drought year after year, with a short dense spike of pale fleshy flowers low among the leaf bases and then red berries.","holds dark green through frost and drought for years; thick stiff strap leaves in a rosette; dense short flower spike at ground level; red berries","ever + green","Chinese wan nian qing is ten-thousand-year green, and lasting is the whole point of the plant and the reason it is grown and given. Winter green is Ilex, which is a woody shrub with spined leaves."
Lindernia,genus,"Small creeping herb spreading over wet mud and the drying edges of ponds and paddy, with small opposite leaves and tiny two-lipped white or purple flowers sitting singly in the leaf joints.","creeps over wet mud and drying pond edges; small opposite leaves; tiny two-lipped flower alone in the leaf joint; low mat","mud + herb","Where it grows is the only distinctive thing about a very small and very plain plant, and it grows on bare wet mud where almost nothing else creeps."
Calamus,genus,"Climbing palm whose stem is solid, immensely long and flexible, running a hundred paces through the canopy. It climbs on whips thrown out beyond the leaves and armed along their length with backward-curving hooks that catch and hold. The stripped cane is the rattan of chairs and rope.","climbs on whips armed with backward hooks; solid immensely long flexible stem; stripped for rattan cane and rope; spiny throughout","hook + cane","The hooks are how it climbs and how it catches anyone walking under it, and the cane is why it is cut. Reed belongs to the true reeds, which are hollow and stand on their own."
Pellionia,genus,"Fleshy herb creeping flat over wet shaded ground and rock, its stems rooting as they go, the leaves markedly lopsided and often banded or mottled with silver along the veins.","creeps flat and roots as it goes; markedly lopsided leaf; silver banding along the veins; wet shade","crawl + leaf","It is met as a mat on the ground rather than as a plant standing up, which is what separates it from the upright Elatostema and the translucent-stemmed Pilea beside it."
Celastrus,genus,"Woody twiner that spirals up a trunk and strangles it, with rounded toothed leaves and, in autumn, round orange capsules that split into three and curl back to show seeds coated in brilliant scarlet, held on the bare stems all winter.","twines and strangles what it climbs; orange capsule splitting to scarlet seed; holds fruit on bare stems all winter; rounded toothed leaf","snake + vine","Chinese nan she teng is south snake vine, for the way it winds. Holly belongs to Ilex, which is an evergreen shrub with spined leaves and nothing to do with this."
Didymocarpus,genus,"Gesneriad of shaded wet rock with opposite toothed leaves and small tubular flowers, whose fruit is a long slender capsule that splits down its length into two equal halves lying side by side like a pair.","capsule splitting into two equal halves lying together; long and slender; opposite toothed leaf; shaded wet rock","twin + pod","The Greek didymos is twin and names that paired split, which is on the plant long after flowering. Henckelia's halves twist apart instead, which is where the two are told apart."
Rumex,genus,"Tall coarse herb with big blunt leaves that taste sharply sour when chewed, and dense spikes of small flowers that ripen into papery brown-red winged fruits, the whole stem turning rust colour and standing through winter.","leaves sharply sour to chew; papery brown-red winged fruit in dense spikes; tall rust-coloured stem standing all winter; big blunt leaf","sour + leaf","The sourness is immediate, is on every species, and is why the leaves are picked. Sorrel was shared with Melampyrum, which is not sour and is not related."
Chrysanthemum,genus,"Aromatic herb with deeply lobed leaves that smell sharp and clean when bruised, carrying dense daisy heads that open as the days shorten and the other flowers are finishing, in yellow, white and bronze.","opens as the days shorten, after everything else; aromatic deeply lobed leaf; dense daisy head; yellow, white and bronze","autumn + daisy","Flowering when the year is closing is the whole reason it is grown, painted and drunk as tea. Gold flower was shared with Helichrysum, whose heads are dry everlastings."
Hibiscus,genus,"Large open cup-shaped flower of five overlapping petals with a long column of fused stamens pushed out through the middle, opening in the morning and finished by night. The bark of some strips into strong fibre.","big open cup of five petals; long stamen column through the centre; flower lasts a single day; strong bark fibre","day + cup","The flower is a wide shallow cup and it lasts from morning to dusk, both of which anyone meeting the plant sees at once. Marsh mallow is a different plant and was costing fifteen letters."
Abies,genus,"Fir. Flat soft needles set singly on the twig, each with two chalk-white bands underneath, and cones that stand UPRIGHT on the upper branches like candles and never fall whole: they crumble apart on the tree and leave a bare spike standing.","cones standing upright on the branch; cones crumble apart on the tree rather than falling; flat needles with two white bands beneath","stand + cone","No other conifer holds its cones upright and none sheds them by falling to pieces in place. Silver fir was shared with Cathaya, and silver describes the needle rather than the tree."
Barbula,genus,"Small dull green moss of soil, wall and path, forming low turfs, whose spore capsule opens to a ring of fine teeth TWISTED together into a spiral cord that unwinds as it dries and flicks the spores out.","capsule teeth twisted into a spiral that unwinds when dry; small dull green turf; soil, wall and bare path","twist + moss","Chinese niu kou xian is twisted-mouth moss. The twist is what the genus is keyed on under a lens and it does visible work, winding and unwinding with the weather. Beard was shared with two unrelated genera."
Plantago,genus,"Flat rosette pressed to trodden ground, its broad leaves crossed by strong parallel ribs that stand out on the underside and pull out as tough threads when the leaf is torn. A bare stalk carries a dense narrow spike of tiny flowers.","strong parallel ribs standing out on the leaf; ribs pull out as tough threads; flat rosette on trodden ground; dense narrow spike on a bare stalk","rib + leaf","Ribwort is already one of its English names and the ribs are what a hand finds when tearing a leaf. Plantain was shared with Holosteum and is also the name of a banana."
Panicum,genus,"Grass whose flowering head opens wide into a spreading branched spray, each branch ending in a small hard shining grain, round and smooth enough to roll between the fingers. Some kinds are grown for those grains.","head spreading wide into a branched spray; small round shining hard grain; grains grown as food; tufted or sprawling","spread + grain","The head opens out where its relatives stay tight, and the grain is round and polished rather than long. Millet was shared with Cenchrus and Milium and named none of the three."
Peucedanum,genus,"Umbellifer with leaves cut into narrow segments and flat heads of small white or yellow flowers, over a thick root that smells strongly resinous when cut and is dug, sliced and simmered for a stubborn cough.","thick resinous-smelling root dug for cough; leaves cut into narrow segments; flat white or yellow umbel","cough + root","Chinese qian hu names the root and the use, and the cough is what it is gathered and sold for. Ache root is Hansenia, taken for joints, and the two are told apart by what they treat."
Thladiantha,genus,"Climbing gourd with heart-shaped leaves, coiling tendrils and bright yellow bell flowers, bearing small oblong gourds that ripen from green through orange to a deep red, hanging singly among the leaves.","small oblong gourd ripening to deep red; heart-shaped leaf; coiling tendril; yellow bell flower","red + gourd","Chinese chi pao is red gourd. The colour of the ripe fruit hanging in green leaves is what it is found by, and bitter vine is already Hemsleya, whose fruit is not red."
Pternopetalum,genus,"Small delicate umbellifer of damp forest floor, leaves divided into fine segments, carrying tiny white flowers whose petals are each hollowed into a small pouch at the base rather than lying flat.","petals hollowed into a small pouch at the base; tiny white flower; finely divided leaf; damp forest floor","pouch + petal","Chinese nang ban qin is pouch-petal parsley and the Greek says the same. It is the one character that separates a very small plain umbellifer from the others on the same ground."
Cryptocarya,genus,"Laurel tree with smooth aromatic leaves whose fruit is a small hard ball, the seed sealed inside a thick woody shell that has to be cracked rather than cut, the flesh around it thin and barely there.","seed sealed in a thick hard woody shell; small hard round fruit; thin flesh; aromatic laurel leaf","thick + shell","Chinese hou ke gui is thick-shell cassia and the Greek means hidden nut, both naming the same sealed shell. It was costing seventeen letters as thick casing cassia."
Hymenasplenium,genus,"Fern of wet forest with fronds so thin they are almost transparent when held to the light, once divided into small oblong segments on a wiry black stalk, the spore lines running along the veins beneath.","fronds thin enough to see light through; small oblong segments; wiry black stalk; spore lines along the veins; wet forest","film + fern","The thinness of the frond is what is seen the moment one is lifted, and it separates this from the leathery, lacy and fan-shaped ferns already named."
Cheilolejeunea,genus,"Minute leafy liverwort making a thin film on bark and living leaves, each leaf carrying a small pouch folded beneath it whose opening is bordered by a distinct thickened rim, like a lip around the mouth.","thickened rim like a lip around the pouch mouth; minute; thin film on bark and living leaves; pouch folded under each leaf","lip + moss","It is a film moss like Lejeunea and differs at the rim of the pouch, which is what its name says in Greek and where the two are separated under a lens."
sinensis,epithet,"Of China. The country's own name for itself is 中国, the middle land, a land understood as lying at the centre of what its people knew.","the middle land; China's own name read literally","middle + land","design.md says a place is answered by DESCRIBING it, and gives japonica as sun-begin-land. This is the same move on the name China uses for itself."
sinense,epithet,"Of China, the middle land. The neuter of the same word.","the middle land","middle + land","The neuter form of sinensis and the same place."
chinensis,epithet,"Of China, the middle land, 中国.","the middle land","middle + land","A second spelling of the same place, which must read the same way or two names for one country enter the language."
chinense,epithet,"Of China, the middle land, 中国.","the middle land","middle + land","The neuter of chinensis."
japonica,epithet,"Of Japan. 日本 is sun-origin: the land where the sun rises, named from the point of view of the mainland looking east.","the land the sun rises from","sun + begin + land","This is design.md's own worked example for how a place is described rather than taken."
japonicum,epithet,"Of Japan, the land the sun rises from.","the land the sun rises from","sun + begin + land","The neuter of japonica."
japonicus,epithet,"Of Japan, the land the sun rises from.","the land the sun rises from","sun + begin + land","The masculine of japonica."
taiwanensis,epithet,"Of Taiwan. 台湾 is terrace-bay, for the stepped terraces above the western anchorage where the first settlements stood.","terrace above a bay","terrace + bay","The island's Chinese name is a description of its own shore and reads literally."
taiwaniana,epithet,"Of Taiwan, the terrace above the bay.","terrace above a bay","terrace + bay","A second form of the same place."
formosana,epithet,"Of Taiwan under its older name, given by sailors who saw the forested mountains from the sea and called it the beautiful island.","the beautiful island","beauty + island","Formosa is the Portuguese for beautiful, said of an island, and is a description rather than a name."
formosanus,epithet,"Of the beautiful island.","the beautiful island","beauty + island","The masculine of formosana."
yunnanensis,epithet,"Of Yunnan. 云南 is cloud-south: the land south of the cloudy mountains, where the cloud sits on the ranges most of the year.","south of the clouds","cloud + south","A Chinese province name that is a plain description of where it lies."
yunnanense,epithet,"Of Yunnan, south of the clouds.","south of the clouds","cloud + south","The neuter of yunnanensis."
sichuanensis,epithet,"Of Sichuan. 四川 is four-rivers, the basin drained by four great rivers running down to the Yangtze.","the land of four rivers","four + river","The province is named for its rivers and the name says so."
tibetica,epithet,"Of Tibet. 西藏 is west-treasure, the western storehouse, seen from the Chinese side of the plateau.","the western treasure house","west + hoard","The Chinese name for the region is a description of its position and its wealth."
tibeticum,epithet,"Of Tibet, the western treasure house.","the western treasure house","west + hoard","The neuter of tibetica."
himalaica,epithet,"Of the Himalaya. The Sanskrit is hima-alaya, the abode of snow, which is what the range is: the place snow lives.","the dwelling of snow","snow + home","The range's own Sanskrit name is a description and needs no other."
himalayensis,epithet,"Of the Himalaya, the dwelling of snow.","the dwelling of snow","snow + home","A second form of the same range."
indica,epithet,"Of India. The name descends from Sindhu, the river, so the country is the river land, named by outsiders for the water they crossed to reach it.","the land of the river","river + land","Every spelling of India traces back to a word meaning river, which is a description rather than a name."
indicum,epithet,"Of India, the land of the river.","the land of the river","river + land","The neuter of indica."
emeiensis,epithet,"Of Mount Emei. 峨眉 is lofty-eyebrow, for the two high curved ridges that stand over the plain like a pair of painted brows.","the high curved brow ridges","high + brow","The mountain's name is a picture of its own skyline, which is exactly what a described place should be."
omeiensis,epithet,"Of Mount Emei, the high brow ridges.","the high curved brow ridges","high + brow","An older spelling of emeiensis."
guangxiensis,epithet,"Of Guangxi. 广西 is broad-west, the western half of the old broad province.","the broad west","broad + west","A Chinese province whose name states where it is."
guangdongensis,epithet,"Of Guangdong. 广东 is broad-east, the eastern half of the same old broad province.","the broad east","broad + east","The pair to Guangxi and named the same way."
hunanensis,epithet,"Of Hunan. 湖南 is lake-south, the land south of Dongting lake.","south of the lake","lake + south","Named for its position against a lake, and the name says it."
hubeiensis,epithet,"Of Hubei. 湖北 is lake-north, the land north of the same lake.","north of the lake","lake + north","The pair to Hunan."
henanensis,epithet,"Of Henan. 河南 is river-south, the land south of the Yellow River.","south of the river","river + south","Named for its position against the river."
hebeiensis,epithet,"Of Hebei. 河北 is river-north, the land north of the Yellow River.","north of the river","river + north","The pair to Henan."
shandongensis,epithet,"Of Shandong. 山东 is mountain-east, the land east of the Taihang range.","east of the mountains","mountain + east","Named for its position against a range."
qinghaiensis,epithet,"Of Qinghai. 青海 is blue-sea, for the great salt lake on the plateau that gives the province its name.","the blue sea lake","blue + sea","The lake is the province's name and the name is its colour."
xinjiangensis,epithet,"Of Xinjiang. 新疆 is new-frontier, the territory added last to the empire's western edge.","the new frontier","new + border","A name that states what the place was to whoever named it."
tianshanica,epithet,"Of the Tian Shan. 天山 is heaven-mountain, a range high enough that its snow line stands against the sky.","the mountains of the sky","sky + mountain","The range's name is a description of its height."
tianschanica,epithet,"Of the Tian Shan, the mountains of the sky.","the mountains of the sky","sky + mountain","A second spelling of the same range."
altaica,epithet,"Of the Altai. The Mongolian altan is gold, so the range is the golden mountains, named for the metal taken out of them.","the golden mountains","gold + mountain","The range's own name means gold and is a description of what it held."
baicalensis,epithet,"Of Lake Baikal. The Turkic bay-kul is the rich lake, rich for the fish that fed everyone living around it.","the rich lake","rich + lake","The lake's name describes what it gave, which survives a speaker who has never heard of it."
muliensis,epithet,"Of Muli, a high county in the mountains of south-west Sichuan, almost entirely under forest, deep valleys between ranges that hold snow most of the year.","a high county under forest; deep valleys; snow on the ranges","high + forest + land","The Chinese 木里 is a sounding-out of a Tibetan name, so reading its characters would be reading a transliteration. The place itself is describable and this describes it."
muliense,epithet,"Of Muli, the high forested county.","a high county under forest","high + forest + land","The neuter of muliensis."
hainanensis,epithet,"Of Hainan. 海南 is sea-south: the island lying south across the water from the mainland.","the island south across the sea","sea + south","A Chinese place name that is a plain statement of where it lies."
hainanense,epithet,"Of Hainan, south across the sea.","the island south across the sea","sea + south","The neuter of hainanensis."
lushuiensis,epithet,"Of Lushui, a county strung along a deep gorge of the Nu river in western Yunnan, the water running fast between walls of rock.","a deep river gorge; fast water between rock walls","gorge + river","The county is the gorge it sits in, which is what anyone arriving there sees."
ludingensis,epithet,"Of Luding, on the Dadu river in western Sichuan, known for the iron chain bridge slung across the gorge.","a chain bridge over a river gorge; fast water","chain + bridge","The bridge is what the town is and what it is known for, and it is a thing rather than a name."
wenchuanensis,epithet,"Of Wenchuan, a county in the mountains of Sichuan on the Min river, where the valley floor is narrow and the slopes rise steeply on both sides.","a narrow river valley between steep slopes","narrow + valley","The Chinese 汶川 names a river and a plain, and the place is the valley it occupies."
wenchuanense,epithet,"Of Wenchuan, the narrow valley.","a narrow river valley between steep slopes","narrow + valley","The neuter of wenchuanensis."
jinggangshanensis,epithet,"Of Jinggangshan. 井冈山 is well-ridge-mountain, a range of forested ridges with flat hollows between them that hold water like wells.","forested ridges with water-holding hollows","well + ridge + mountain","The mountain's Chinese name describes its own shape and reads straight through."
sungpanensis,epithet,"Of Songpan, high grassland and pine country on the eastern edge of the Tibetan plateau, where the forest gives out into open pasture.","high pine country; grassland at the forest edge","pine + high + land","The Chinese 松潘 opens with pine, and pine at altitude is what the place is."
arisanensis,epithet,"Of Alishan, a high range in central Taiwan, cloud standing in the valleys below the summits most mornings, the slopes under old cypress forest.","cloud standing in the valleys; high cypress forest; central Taiwan","cloud + forest + mountain","The Chinese is a sounding-out of an aboriginal name, so the place is described instead: cloud sea and cypress are what it is known and visited for."
gaoligongensis,epithet,"Of Gaoligong, a long steep range running north to south on the Burmese border, so sharply ridged and so wet that the slopes carry different forest at every height.","a long steep north-south ridge; wet slopes; forest changing with height; a border range","steep + border + range","The Chinese name sounds out a local one. The range's own shape, long and steep and on a border, is what can honestly be said of it."
nyalamensis,epithet,"Of Nyalam, a Tibetan town at the head of a gorge where the plateau breaks and falls away towards Nepal, the road running down through it.","a gorge at the edge of the plateau; the way down to the lowland; a pass","gorge + pass","The name is Tibetan and the Chinese sounds it out, so the place is described: it is the pass where the plateau ends."
luochengensis,epithet,"Of Luocheng, a county in the limestone hills of northern Guangxi, the ground broken into cones and caves.","limestone hills broken into cones and caves; northern Guangxi","stone + cave + hill","The karst is what the county is made of and what is seen from any road in it."
yangshuoensis,epithet,"Of Yangshuo, on the Li river in Guangxi, where the limestone rises out of flat paddy in isolated towers.","limestone towers rising from flat paddy; a river winding between them","stone + tower","The towers are the place, and they are a shape rather than a name."
ussuriensis,epithet,"Of the Ussuri, a river running north through cold mixed forest along the eastern border, its valley holding both northern conifers and southern broadleaves.","a northern river valley; mixed cold forest; an eastern border river","cold + forest + river","The river is named in a local language the Chinese sounds out, so what is described is the valley: a cold river running through mixed forest."
kaschgaricum,epithet,"Of Kashgar, an oasis city on the western rim of the Taklamakan, watered by rivers off the mountains and ringed by desert beyond the irrigated land.","an oasis ringed by desert; watered from the mountains; the western rim of a sand sea","oasis + sand + land","Kashgar is sounded out in Chinese and the name means nothing in it. The oasis in the desert is the place and is describable."
kaschgarica,epithet,"Of Kashgar, the oasis ringed by desert.","an oasis ringed by desert","oasis + sand + land","The feminine of kaschgaricum."
pamirica,epithet,"Of the Pamirs, a high cold knot of ranges where several great mountain systems meet, bare above the tree line, grazed in summer and empty in winter.","a high cold knot where ranges meet; bare above the tree line; summer grazing only","high + bare + range","The name is local and opaque in Chinese and in Latin both. What the place is, a bare high meeting of ranges, can be said plainly."
pamiricum,epithet,"Of the Pamirs, the bare high ranges.","a high cold knot where ranges meet; bare above the tree line","high + bare + range","The neuter of pamirica."
lhasaensis,epithet,"Of Lhasa. The Tibetan means place-of-the-gods, for the temple the city grew around, on a wide flat valley floor high on the plateau.","the place of the gods; a wide high valley floor; a temple city","god + place","The Tibetan name is itself a description and reads straight through, which is the same move as japonica."
tonkinensis,epithet,"Of Tonkin, the north of Vietnam around the Red River delta. The name is 東京, eastern capital, the same two characters that make Tokyo.","the eastern capital; a great river delta; the north of Vietnam","east + capital","The name is written in characters that say what it was, an eastern seat of government, and those read literally."
dinghuensis,epithet,"Of Dinghu. 鼎湖 is cauldron-lake, for the round steep-sided lake on the mountain that holds water like a pot.","a round steep-sided lake like a cauldron; a forested mountain","cauldron + lake","The Chinese name is a picture of the lake's shape and needs nothing added."
lijiangensis,epithet,"Of Lijiang. 丽江 is beautiful-river, the old town on the upper Yangtze under the snow range, water running through every street.","the beautiful river; water through every street; under a snow range","beauty + river","The name states what the place was named for and reads directly."
kwangsiensis,epithet,"Of Guangxi, the broad west, under an older spelling.","the broad west","broad + west","The same province as guangxiensis under the older romanisation, and it must read the same or one place gets two names."
szechuanica,epithet,"Of Sichuan, the land of four rivers, under an older spelling.","the land of four rivers","four + river","An older romanisation of sichuanensis and the same place."
setschwanicum,epithet,"Of Sichuan, the land of four rivers, under a German spelling.","the land of four rivers","four + river","A third romanisation of the same province."
kweichowensis,epithet,"Of Guizhou. 贵州 is noble-region, a high limestone province of cones and gorges.","the noble region; high limestone cones and gorges","noble + land","The Chinese name reads literally and the older spelling must reach the same reading as the modern one."
fokienensis,epithet,"Of Fujian. 福建 is fortune-establish, the coastal province founded, as its name says, on good fortune.","fortune established; a mountainous coast","luck + build","The name is two characters that both mean something and together say what was hoped of the place."
honanensis,epithet,"Of Henan, the land south of the Yellow River, under an older spelling.","south of the river","river + south","An older romanisation of henanensis."
hupehensis,epithet,"Of Hubei, the land north of the lake, under an older spelling.","north of the lake","lake + north","An older romanisation of hubeiensis."
kiangsiensis,epithet,"Of Jiangxi. 江西 is river-west, the land west of the Gan river's lower course.","west of the river","river + west","A Chinese province named for its position against a river."
liaoningensis,epithet,"Of Liaoning. 辽宁 is distant-peace, the far north-eastern province, named for the quiet wanted on a frontier.","distant peace; the far north-east","far + peace","Both characters carry sense and together they say what the place was meant to be."
tsinlingensis,epithet,"Of the Qinling, the range running east to west across the middle of China that divides the wet south from the dry north, wooded on one flank and bare on the other.","an east-west range dividing wet south from dry north; wooded one side, bare the other","divide + range","The range's name is a dynasty's, which says nothing. What it DOES, splitting the country's weather in two, is its defining fact."
tapaishanensis,epithet,"Of Taibai Shan. 太白山 is great-white-mountain, the highest peak of the Qinling, snow on its head most of the year.","the great white mountain; snow most of the year; highest of its range","great + white + mountain","The mountain's Chinese name describes its summit and reads straight through."
moupinensis,epithet,"Of Moupin, a district on the eastern edge of the Tibetan mountains where the forest climbs from warm valley to snow line in a single day's walk.","forest from warm valley to snow line; the eastern edge of the Tibetan mountains","steep + forest + edge","The name is a local one the Chinese sounds out, so the place is described by what makes it famous: the whole span of forest in one slope."
sibirica,epithet,"Of Siberia, the cold north: an unbroken belt of conifer forest over frozen ground, running further east than any other forest on earth.","unbroken conifer forest; frozen ground; the far cold north","cold + north + forest","The name's origin is disputed and says nothing anyway. The forest on frozen ground is what the word means to anyone who uses it."
sibiricum,epithet,"Of Siberia, the cold northern forest.","unbroken conifer forest; frozen ground","cold + north + forest","The neuter of sibirica."
songorica,epithet,"Of Dzungaria, a closed basin in the far north-west, sand and gravel steppe ringed by high ranges with no outlet to any sea.","a closed basin with no outlet; sand and gravel steppe; ringed by high ranges","closed + basin","The name is Mongol and is sounded out in both Chinese and Latin. The basin itself, shut on every side, is the fact about it."
philippinensis,epithet,"Of the Philippines, a scatter of thousands of islands in a warm sea, wet all year, each large island carrying its own plants.","thousands of islands in a warm sea; wet all year; each island with its own plants","many + island + sea","The name is a Spanish king's and says nothing. The archipelago, many islands in warm water, is what the word points at."
luzonense,epithet,"Of Luzon, the largest of those islands, a long body of land with a spine of volcanoes down it.","the largest island; a spine of volcanoes; warm and wet","big + island + fire + mountain","The name is local and opaque. What the island is, big and volcanic, can be said plainly."
amurensis,epithet,"Of the Amur. The Chinese name for the river is 黑龙江, black-dragon-river, for the dark water winding between forested banks in the far north-east.","the black dragon river; dark winding water; forested northern banks","black + dragon + river","The river's Chinese name is a picture of it and reads straight through, which beats sounding out a Tungus name."
dahurica,epithet,"Of Dauria, the country east of Lake Baikal: cold open steppe running into larch forest, frozen hard for half the year.","cold open steppe; larch forest; frozen half the year; east of a great lake","cold + steppe","The name is a people's and says nothing. The country is steppe that freezes, which is what the word points at."
davurica,epithet,"Of Dauria, the cold steppe east of the great lake.","cold open steppe; frozen half the year","cold + steppe","A second spelling of dahurica and the same country."
koraiensis,epithet,"Of Korea. 高麗 is high-beautiful, the old kingdom's name for itself, a peninsula of steep wooded hills running down to the sea.","the high and beautiful land; steep wooded hills; a peninsula","high + beauty + land","The kingdom's own name for itself is two characters that both carry sense, which is the japonica move again."
koreana,epithet,"Of Korea, the high and beautiful land.","the high and beautiful land; steep wooded hills","high + beauty + land","A second form of koraiensis."
mandshurica,epithet,"Of Manchuria, the cold north-east: black soil plain ringed by wooded mountains, hot brief summers and long hard winters.","black soil plain; wooded mountains around it; long hard winter, brief hot summer","black + soil + plain","The name is a people's. The place is a plain of famously black earth, which is a fact about the ground rather than about anyone."
manshurica,epithet,"Of Manchuria, the black soil plain.","black soil plain; long hard winter","black + soil + plain","A second spelling of mandshurica."
