term,parts,where,kind
migratory,"migrate + like",judged,verdict
millipede,"thousand + foot + worm",sense,verdict
mince,"tiny + slice",sense,verdict
mine,"grammar",grammar,verdict
mineralization,"mineral + act",judged,verdict
miniature,"small + like",judged,verdict
minimal,"minimum + of",judged,verdict
minimize,"least + make",sense,verdict
minus,"the noun of subtract",judged,verdict
mirage,"false + vision",sense,verdict
misalign,"wrong + align",sense,verdict
mischief,"wrong + chief",prefix,verdict
miscreant,"wrong + do + agent",sense,verdict
mislead,"wrong + lead",prefix,verdict
mission,"miss + act",affix,verdict
mistake,"wrong + take",prefix,verdict
misunderstand,"wrong + understand",prefix,verdict
mite,"tiny + tick",sense,verdict
mitochondrial,"mitochondrion + of",judged,verdict
mixed,"mix + done",affix,verdict
mixer,"mix + thing",judged,verdict
mobility,"mobile + ness",judged,verdict
mobilize,"mobile + make",affix,verdict
moderate,"mode + rate",compound,verdict
modification,"modify + act",judged,verdict
modify,"mode + make",affix,verdict
modular,"part + like",sense,verdict
modulation,"module + act",affix,verdict
modulator,"modulate + thing",judged,verdict
molar,"grind + tooth",sense,verdict
mole,"dirt + rat",sense,verdict
molecular,"molecule + of",judged,verdict
monastery,"monk + house",sense,verdict
monetary,"money + of",judged,verdict
mongoose,"snake + kill + weasel",sense,verdict
monk,"worship + devote + agent",sense,verdict
monomer,"one + unit",sense,verdict
monsoon,"rain + season",sense,verdict
moo,"cow + call",sense,verdict
moose,"big + deer",sense,verdict
morpheme,"meaning + part",sense,verdict
morphism,"structure + map",sense,verdict
morphological,"morphology + of",judged,verdict
mortality,"mortal + ness",judged,verdict
mosque,"worship + building",sense,verdict
mostly,"most + manner",affix,verdict
motility,"motile + ness",judged,verdict
motivation,"motive + act",affix,verdict
movement,"move + act",affix,verdict
movie,"moving picture",clipping,verdict
mucosa,"mucus + layer",judged,verdict
mule,"mix + horse",sense,verdict
multiplex,"many + fold",judged,verdict
multistable,"many + stable + state",sense,verdict
municipal,"municipality + of",judged,verdict
muscular,"muscle + of",judged,verdict
musculature,"muscle + set",judged,verdict
mushroom,"mush + room",compound,verdict
musician,"music + agent",affix,verdict
mussel,"long + clam",sense,verdict
must,"grammar",grammar,verdict
mutation,"mud + act",affix,verdict
mutton,"sheep + meat",sense,verdict
mutualism,"both + benefit + relation",sense,verdict
mutually exclusive,"both + impossible",sense,verdict
mycelium,"fungus + thread",sense,verdict
myself,"grammar",grammar,verdict
naked,"bare + body",sense,verdict
namespace,"name + space",sense,verdict
narcotic,"numb + of",judged,verdict
narrative,"narrate + thing",judged,verdict
nasal,"nose + of",judged,verdict
naturalized,"introduce + self + sustain",sense,verdict
nautilus,"shell + octopus",sense,verdict
navigation,"navigate + act",judged,verdict
nearby,"near + place",sense,verdict
nebula,"star + cloud",sense,verdict
necessity,"necessary + nature",affix,verdict
necrosis,"death + state",judged,verdict
negate,"not + make",sense,verdict
negative,"negate + like",affix,verdict
negligent,"neglect + like",sense,verdict
neigh,"horse + call",sense,verdict
neighbor,"near + person",sense,verdict
neighborhood,"near + place",sense,verdict
nephew,"sibling + child",sense,verdict
nested,"nest + done",affix,verdict
nettle,"sting + weed",sense,verdict
neural,"nerve + of",judged,verdict
neuron,"nerve + cell",sense,verdict
neutralize,"neutral + make",sense,verdict
neutron,"neutral + particle",sense,verdict
news,"new + many",affix,verdict
newspaper,"news + paper",compound,verdict
newt,"water + lizard",sense,verdict
niece,"sibling + child",sense,verdict
nightingale,"night + sing + bird",sense,verdict
nineteen,"ten + nine",sense,verdict
ninety,"nine + ten",sense,verdict
ninth,"nine + order",sense,verdict
nitrate,"nitrogen + salt",judged,verdict
nitrite,"nitrogen + salt",judged,verdict
nitrous,"nitrogen + of",judged,verdict
nocturnal,"night + active",sense,verdict
nodular,"node + of",judged,verdict
nodule,"node + small",judged,verdict
noisy,"noise + like",affix,verdict
nominal,"name + of",judged,verdict
nonexistence,"not + existence",prefix,verdict
nonlinear,"not + proportion",sense,verdict
normalize,"normal + make",affix,verdict
northward,"north + oriented",sense,verdict
not touching,"not + touch",sense,verdict
notable,"not + able",affix,verdict
notify,"not + make",affix,verdict
notion,"not + act",affix,verdict
notochord,"first + spine",sense,verdict
noun,"object + term",sense,verdict
novice,"new + agent",sense,verdict
nuclear,"nucleus + like",sense,verdict
nursery,"child + care + place",sense,verdict
nutrition,"nutrient + act",sense,verdict
nymph,"water + spirit",sense,verdict
oasis,"water + desert",sense,verdict
obelisk,"needle + pillar",sense,verdict
obesity,"obese + ness",judged,verdict
objective,"object + like",affix,verdict
obligate,"obligation + make",sense,verdict
obligation,"oblige + act",affix,verdict
observation,"observe + act",affix,verdict
observatory,"watch + sky + place",sense,verdict
obsession,"obsess + act",affix,verdict
obsidian,"glass + rock",sense,verdict
obstruction,"obstruct + act",judged,verdict
occasional,"occasion + like",affix,verdict
occlusion,"occlude + act",judged,verdict
occult,"hidden",judged,verdict
occupation,"occupy + act",judged,verdict
occupational,"occupation + of",judged,verdict
occupied,"occupy + done",affix,verdict
occurrence,"occur + act",affix,verdict
octagon,"eight + side + shape",sense,verdict
ocular,"eye + of",judged,verdict
odds,"odd + many",affix,verdict
offensive,"offense + like",affix,verdict
offering,"offer + act",affix,verdict
officer,"office + agent",affix,verdict
oink,"pig + call",sense,verdict
older,"grammar",grammar,verdict
oldest,"grammar",grammar,verdict
olfactory,"smell + of",judged,verdict
omission,"omit + act",sense,verdict
omnivore,"all + eat + agent",sense,verdict
oneness,"one + nature",affix,verdict
onward,"on + oriented",sense,verdict
opacity,"opaque + ness",judged,verdict
opal,"shine + gem",sense,verdict
opening,"open + act",affix,verdict
operation,"operate + act",affix,verdict
operator,"operate + agent",judged,verdict
opossum,"night + pouch + animal",sense,verdict
optical,"eye + of",judged,verdict
optimize,"best + make",sense,verdict
optional,"option + like",affix,verdict
oral,"mouth + of",judged,verdict
orchard,"fruit + tree + garden",sense,verdict
orchestra,"music + group",sense,verdict
orchid,"rare + flower",sense,verdict
ordinal,"ordinary + like",affix,verdict
organelle,"cell + organ",sense,verdict
organic,"organ + like",affix,verdict
organization,"organize + act",sense,verdict
organize,"organ + make",affix,verdict
organized,"organize + done",affix,verdict
orientation,"orient + act",sense,verdict
oriented,"orient + done",affix,verdict
orphan,"no + parent + child",sense,verdict
orthodox,"straight + opinion",judged,verdict
oscillation,"oscillate + act",affix,verdict
osmosis,"solvent + diffuse + membrane",sense,verdict
ossification,"bone + act",judged,verdict
ostrich,"big + run + bird",sense,verdict
otherwise,"other + wise",compound,verdict
otter,"river + weasel",sense,verdict
ought,"grammar",grammar,verdict
ours,"grammar",grammar,verdict
ourselves,"grammar",grammar,verdict
outer,"out + agent",affix,verdict
outlaw,"law + outside + agent",sense,verdict
outlier,"observe + far + other",sense,verdict
outpost,"far + base",sense,verdict
outsider,"outside + agent",affix,verdict
outward,"out + oriented",sense,verdict
ovarian,"ovary + of",judged,verdict
overcast,"all + cloud",sense,verdict
overcome,"over + come",compound,verdict
overload,"too + much + load",sense,verdict
override,"over + ride",compound,verdict
overshoot,"exceed + target",sense,verdict
owner,"own + agent",affix,verdict
ownership,"own + ness",judged,verdict
ox,"work + cow",sense,verdict
oxalate,"oxalic + salt",judged,verdict
oxidation,"oxidize + act",judged,verdict
oxide,"oxygen + compound",judged,verdict
oxidize,"oxygen + join",sense,verdict
oxygen,"breath + gas",sense,verdict
oyster,"pearl + clam",sense,verdict
painful,"pain + full",affix,verdict
painter,"paint + one",judged,verdict
palace,"king + house",sense,verdict
palatine,"palate + of",judged,verdict
palp,"feel + appendage",sense,verdict
pancreas,"gut + gland",sense,verdict
pancreatic,"pancreas + of",judged,verdict
panic,"sudden + fear",sense,verdict
panther,"dark + wild + cat",sense,verdict
papaya,"tree + melon",sense,verdict
papillary,"papilla + of",judged,verdict
paradise,"parade + make",affix,verdict
paragraph,"text + part",sense,verdict
paranoid,"suspicion + extreme",sense,verdict
paraphrase,"again + say",sense,verdict
parasitism,"one + benefit + one + harm + relation",sense,verdict
parietal,"wall + of",judged,verdict
parity,"par + ness",judged,verdict
parody,"imitate + mock",sense,verdict
parrot,"talk + bird",sense,verdict
participation,"participate + act",judged,verdict
partition,"part + act",affix,verdict
partly,"part + manner",affix,verdict
partnership,"partner + ness",judged,verdict
passion,"paste + act",affix,verdict
passionate,"passion + like",judged,verdict
passive,"pass + like",affix,verdict
patent,"pace + agent",affix,verdict
path dependence,"history + depend",sense,verdict
pathogen,"disease + cause",sense,verdict
pathological,"pathology + of",judged,verdict
pathology,"disease + study",judged,verdict
patience,"patient + ness",judged,verdict
payment,"pay + act",affix,verdict
peaceful,"peace + full",affix,verdict
peacock,"fan + tail + bird",sense,verdict
peanut,"ground + nut",sense,verdict
pearl,"shell + gem",sense,verdict
pebble,"small + rock + piece",sense,verdict
pectoral,"chest + of",judged,verdict
peel,"fruit + covering",sense,verdict
pelican,"bag + throat + bird",sense,verdict
pencil,"erase + able + pen",sense,verdict
penetration,"penetrate + act",judged,verdict
penguin,"ice + swim + bird",sense,verdict
pentagon,"five + side + shape",sense,verdict
percentage,"percent + amount",sense,verdict
perception,"perceive + act",sense,verdict
perch,"small + bass",sense,verdict
percussion,"strike + act",judged,verdict
perennial,"many + year + live",sense,verdict
perforation,"perforate + act",judged,verdict
performance,"perform + act",affix,verdict
periodic,"period + like",affix,verdict
peripheral,"periphery + like",affix,verdict
perish,"per + like",affix,verdict
permeability,"permeate + ability",sense,verdict
permission,"permit + act",sense,verdict
persistent,"persist + agent",affix,verdict
personality,"personal + nature",affix,verdict
personnel,"person + thing",judged,verdict
persuasion,"persuade + act",sense,verdict
petroleum,"rock + oil",sense,verdict
petty,"small + matter + concern + too + much",sense,verdict
pharmaceutical,"pharmacy + of",judged,verdict
pharmacy,"medicine + shop",sense,verdict
pharyngeal,"pharynx + of",judged,verdict
phenotype,"show + trait",sense,verdict
pheromone,"signal + smell",sense,verdict
philosophy,"wisdom + love",sense,verdict
phloem,"sugar + tube",sense,verdict
phoenix,"fire + bird",sense,verdict
phone,"telephone",clipping,verdict
phosphate,"phosphorus + salt",judged,verdict
phosphoric,"phosphorus + of",judged,verdict
photo,"photograph",clipping,verdict
photograph,"photo + graph",compound,verdict
photography,"photograph + like",affix,verdict
photon,"light + particle",sense,verdict
phrase,"word + group",sense,verdict
physician,"heal + one",judged,verdict
physics,"matter + study",sense,verdict
physiological,"physiology + of",judged,verdict
piano,"pianoforte",clipping,verdict
picky,"pick + like",affix,verdict
pigeon,"town + dove",sense,verdict
pigmentation,"pigment + act",judged,verdict
pike,"long + tooth + fish",sense,verdict
pilgrimage,"holy + journey",sense,verdict
pincer,"grasp + claw",sense,verdict
pineapple,"cone + fruit",sense,verdict
pipeline,"pipe + line",sense,verdict
pistachio,"green + nut",sense,verdict
pitcher,"pour + thing",judged,verdict
placement,"place + act",judged,verdict
placenta,"birth + organ",sense,verdict
placental,"placenta + of",judged,verdict
plane,"airplane",clipping,verdict
plantain,"cook + banana",sense,verdict
plaster,"plastic + agent",affix,verdict
plastic deformation,"deform + remain",sense,verdict
platypus,"duck + mouth + animal",sense,verdict
play,"plate + like",affix,verdict
player,"play + agent",affix,verdict
playground,"play + ground",sense,verdict
plaza,"open + square",sense,verdict
pleasant,"please + agent",affix,verdict
pleural,"pleura + of",judged,verdict
poacher,"illegal + hunt + agent",sense,verdict
poem,"art + word + work",sense,verdict
poet,"art + word + agent",sense,verdict
pointed,"point + done",affix,verdict
pointer,"point + thing",judged,verdict
poisonous,"poison + bear",sense,verdict
polar,"pole + like",affix,verdict
polarity,"polar + nature",sense,verdict
polarize,"polar + make",affix,verdict
politic,"polite + like",affix,verdict
political,"politics + of",judged,verdict
pollen,"poll + make",affix,verdict
pollinate,"pollen + carry",sense,verdict
pollock,"north + cod",sense,verdict
pollution,"pollute + act",affix,verdict
polyhedron,"many + face + solid",sense,verdict
polymer,"repeat + unit + chain",sense,verdict
polyp,"stalk + body + animal",sense,verdict
pompous,"self + important + show",sense,verdict
poppy,"sleep + flower",sense,verdict
population,"populate + act",sense,verdict
porcine,"pig + like",judged,verdict
porcupine,"big + thorn + rat",sense,verdict
pork,"pig + meat",sense,verdict
porous,"pore + like",affix,verdict
portable,"carry + able",judged,verdict
porter,"port + agent",affix,verdict
portion,"pore + act",affix,verdict
portray,"depict",sense,verdict
possession,"possess + act",affix,verdict
possibility,"possible + nature",sense,verdict
possible,"can + able",sense,verdict
posterior,"after + more",judged,verdict
postulate,"assume + claim",sense,verdict
potable,"drink + able",sense,verdict
potter,"pot + make + agent",sense,verdict
pottery,"potter + like",affix,verdict
pouch,"small + bag",sense,verdict
poultry,"bird + meat",sense,verdict
poverty,"poor + state",sense,verdict
powerful,"power + full",affix,verdict
pox,"skin + disease",sense,verdict
prairie,"grass + plain",sense,verdict
prawn,"big + shrimp",sense,verdict
prayer,"pray + word",sense,verdict
precipitation,"fall + water",sense,verdict
precognition,"before + know",sense,verdict
precursor,"before + run + agent",judged,verdict
predecessor,"before + one",sense,verdict
predictable,"predict + able",compound,verdict
prediction,"predicate + act",affix,verdict
predisposition,"predispose + act",judged,verdict
preference,"prefer + act",judged,verdict
prefix,"before + fix",prefix,verdict
pregnancy,"pregnant + state",sense,verdict
premise,"first + claim",sense,verdict
premolar,"small + grind + tooth",sense,verdict
preparation,"prepare + act",affix,verdict
preposition,"relation + term",sense,verdict
prerequisite,"before + necessary + condition",sense,verdict
prescribe,"before + scribe",prefix,verdict
prescription,"prescribe + act",sense,verdict
presentation,"present + act",judged,verdict
preservation,"preserve + act",judged,verdict
president,"lead + agent",sense,verdict
presumptuous,"presume + too + much",sense,verdict
presuppose,"before + suppose",prefix,verdict
pretentious,"claim + self + greater + than + real",sense,verdict
prevention,"prevent + act",judged,verdict
preventive,"prevent + like",affix,verdict
prey,"pre + like",affix,verdict
priest,"holy + agent",sense,verdict
primary,"first + like",sense,verdict
prince,"king + child",sense,verdict
princess,"king + child + female",sense,verdict
principal,"prince + of",judged,verdict
prior,"prize + agent",affix,verdict
prioritize,"priority + make",affix,verdict
priority,"prior + nature",affix,verdict
prisoner,"prison + agent",affix,verdict
privacy,"private + nature",affix,verdict
probability,"probable + nature",sense,verdict
proboscis,"long + feed + tube",sense,verdict
processor,"process + thing",judged,verdict
production,"produce + act",sense,verdict
productive,"product + like",affix,verdict
profession,"profess + act",affix,verdict
professional,"profession + like",affix,verdict
progenitor,"before + beget + agent",judged,verdict
progression,"progress + act",judged,verdict
progressive,"progress + like",judged,verdict
prohibition,"prohibit + act",affix,verdict
projection,"project + act",affix,verdict
proliferation,"proliferate + act",judged,verdict
prominence,"prominent + ness",judged,verdict
prone,"tend",sense,verdict
pronoun,"swap + term",sense,verdict
pronunciation,"pronounce + act",sense,verdict
proof,"prove + act",sense,verdict
propellant,"propel + thing",judged,verdict
propensity,"tend + nature",sense,verdict
prostate,"seed + gland",sense,verdict
protection,"protect + act",affix,verdict
protective,"protect + like",judged,verdict
protector,"protect + one",judged,verdict
proton,"positive + particle",sense,verdict
provision,"provide + act",sense,verdict
proximal,"near + of",judged,verdict
proxy measure,"substitute + measure",sense,verdict
pruning,"prune + act",judged,verdict
psychological,"psychology + of",judged,verdict
psychology,"mind + study",judged,verdict
publication,"publish + act",judged,verdict
publish,"public + like",affix,verdict
pufferfish,"swell + fish",sense,verdict
pulmonary,"lung + of",judged,verdict
pumice,"foam + rock",sense,verdict
pumpkin,"big + squash",sense,verdict
punctual,"on + time",sense,verdict
punctuation,"write + mark",sense,verdict
pungent,"sharp + taste",sense,verdict
punishment,"punish + act",affix,verdict
pupa,"change + shell",sense,verdict
purify,"pure + make",affix,verdict
purity,"pure + nature",affix,verdict
purr,"cat + hum",sense,verdict
pyramid,"point + tomb",sense,verdict
pyrite,"false + gold",sense,verdict
quack,"duck + call",sense,verdict
quadrilateral,"four + side + shape",sense,verdict
quadruple,"four + fold",judged,verdict
quarrel,"word + fight",sense,verdict
quarry,"rock + mine",sense,verdict
quarter,"four + part",sense,verdict
quartz,"clear + crystal",sense,verdict
quartzite,"quartz + rock",sense,verdict
queen,"king + female",sense,verdict
query,"ask",sense,verdict
raccoon,"mask + face + animal",sense,verdict
racial,"race + of",judged,verdict
radial,"ray + symmetry",sense,verdict
radiate,"ray + emit",sense,verdict
radiation,"radiate + act",affix,verdict
radical,"root + of",judged,verdict
radioactive,"radio + active",compound,verdict
radish,"sharp + root",sense,verdict
radula,"scrape + tongue",sense,verdict
rainbow,"rain + light + arc",sense,verdict
rainfall,"rain + fall",compound,verdict
rainforest,"rain + forest",sense,verdict
rampart,"war + wall",sense,verdict
rapeseed,"oil + seed",sense,verdict
rapids,"fast + water",sense,verdict
rarefy,"density + lower",sense,verdict
rarely,"rare + manner",affix,verdict
raspberry,"red + berry",sense,verdict
ration,"rat + act",affix,verdict
rational,"ration + like",affix,verdict
raven,"big + crow",sense,verdict
ravine,"narrow + valley",sense,verdict
react,"again + act",prefix,verdict
reactant,"react + thing",sense,verdict
reaction,"again + action",prefix,verdict
reactive,"react + like",judged,verdict
reactor,"react + thing",judged,verdict
ready,"read + like",affix,verdict
reagent,"react + cause + thing",sense,verdict
reality,"real + nature",affix,verdict
realize,"real + make",affix,verdict
rearrangement,"rearrange + act",judged,verdict
reassemble,"again + assemble",sense,verdict
rebut,"against + answer",sense,verdict
recall,"again + call",prefix,verdict
receiver,"receive + agent",affix,verdict
recent,"again + cent",prefix,verdict
reception,"receive + act",sense,verdict
receptor,"receive + structure",sense,verdict
recession,"recede + act",judged,verdict
recipient,"recipe + agent",affix,verdict
reciprocal,"reciprocate + like",judged,verdict
reclaim,"again + claim",sense,verdict
recognition,"recognize + act",affix,verdict
recombinant,"again + combine + like",judged,verdict
recombination,"again + combine + act",judged,verdict
reconcile,"friend + again + make",sense,verdict
reconstruction,"again + construct + act",judged,verdict
recording,"record + act",affix,verdict
recovery,"recover + act",judged,verdict
recreation,"again + create + act",judged,verdict
recreational,"recreation + of",judged,verdict
rectal,"rectum + of",judged,verdict
recurrent,"again + run + like",judged,verdict
recurse,"again + curse",prefix,verdict
recursion,"recur + act",affix,verdict
redirect,"again + direct",sense,verdict
reduction,"reduce + act",sense,verdict
redundant,"extra + copy",sense,verdict
redwood,"red + tree",sense,verdict
reef,"coral + ridge",sense,verdict
reference,"refer + act",affix,verdict
refine,"again + fine",prefix,verdict
reflection,"reflect + act",affix,verdict
reflexive,"self + relation",sense,verdict
refract,"bend + light",sense,verdict
refractive,"refract + like",judged,verdict
refractory,"refract + like",judged,verdict
refresh,"again + fresh",prefix,verdict
regenerate,"again + grow",sense,verdict
regeneration,"again + generate + act",judged,verdict
regional,"region + like",affix,verdict
registration,"register + act",affix,verdict
regression,"regress + act",judged,verdict
regulation,"regulate + act",judged,verdict
regulations,"regulation + many",judged,verdict
regulator,"regulate + agent",judged,verdict
regulatory,"regulate + like",judged,verdict
regurgitation,"back + throat + act",judged,verdict
rehabilitation,"again + able + act",judged,verdict
reindeer,"snow + deer",sense,verdict
reinforce,"rein + force",compound,verdict
rejection,"reject + act",affix,verdict
relate,"again + late",prefix,verdict
related,"relation + have",sense,verdict
relationship,"relation + ship",compound,verdict
relative,"relate + like",affix,verdict
relay,"again + lay",prefix,verdict
reliable,"rely + able",affix,verdict
reliance,"rely + act",affix,verdict
relic,"relate + like",affix,verdict
religious,"religion + of",judged,verdict
relinquish,"claim + release",sense,verdict
remark,"again + mark",prefix,verdict
remind,"again + mind",prefix,verdict
remission,"remit + act",judged,verdict
renal,"kidney + of",judged,verdict
renew,"again + new",prefix,verdict
repeated,"repeat + done",affix,verdict
replace,"again + place",prefix,verdict
replacement,"replace + act",judged,verdict
replicate,"copy",sense,verdict
replication,"replicate + act",judged,verdict
representation,"represent + act",affix,verdict
reproduce,"again + produce",prefix,verdict
reproduction,"again + production",prefix,verdict
reproductive,"reproduce + like",judged,verdict
republic,"again + public",prefix,verdict
repulse,"again + pulse",prefix,verdict
required,"require + done",affix,verdict
requirement,"require + act",affix,verdict
resembling,"resemble + act",affix,verdict
reservation,"reserve + act",judged,verdict
reservoir,"hold + lake",sense,verdict
reset,"again + set",prefix,verdict
reside,"again + side",prefix,verdict
residence,"reside + act",judged,verdict
residual,"observe + predict + difference",sense,verdict
resilient,"recover + able",sense,verdict
resin,"again + sin",prefix,verdict
resistance,"resist + act",affix,verdict
resistant,"resist + agent",affix,verdict
resolution,"again + solution",prefix,verdict
resolve,"again + solve",prefix,verdict
resonance,"resonate + act",affix,verdict
resonant,"resonate + agent",affix,verdict
resorption,"resorb + act",judged,verdict
resort,"rest + place",sense,verdict
resourceful,"skill + means + find",sense,verdict
respiration,"breathe + act",judged,verdict
respiratory,"breathe + of",judged,verdict
responsibility,"response + ability",affix,verdict
responsible,"response + able",affix,verdict
responsive,"respond + like",judged,verdict
restitution,"give + back",sense,verdict
restoration,"restore + act",judged,verdict
restrain,"again + strain",prefix,verdict
restricted,"restrict + done",judged,verdict
restriction,"restrict + act",judged,verdict
resurrection,"die + rise + again",sense,verdict
retardation,"retard + act",judged,verdict
retention,"retain + act",judged,verdict
retinal,"retina + of",judged,verdict
retirement,"retire + act",judged,verdict
retreat,"again + treat",prefix,verdict
retry,"again + try",prefix,verdict
reuse,"again + use",prefix,verdict
revenue,"income",sense,verdict
reverse,"again + verse",prefix,verdict
reversible,"reverse + able",sense,verdict
revision,"revise + act",sense,verdict
revolt,"rebel",sense,verdict
revolution,"revolve + act",judged,verdict
rhino,"horn + beast",sense,verdict
rhinoceros,"nose + horn + animal",sense,verdict
rigidity,"rigid + ness",judged,verdict
rioter,"riot + agent",sense,verdict
robin,"red + chest + sparrow",sense,verdict
rocky,"rock + like",judged,verdict
roe,"fish + egg",sense,verdict
rollback,"past + state + return",sense,verdict
roller,"roll + agent",judged,verdict
romantic,"romance + like",affix,verdict
roof,"building + covering",sense,verdict
rosette,"rose + small",judged,verdict
rostrum,"point + snout",sense,verdict
rotation,"rot + act",affix,verdict
rotten,"rot + make",affix,verdict
rubber,"rub + agent",affix,verdict
rubbish,"rub + like",affix,verdict
ruby,"red + gem",sense,verdict
ruffian,"rough + violent + agent",sense,verdict
rugby,"carry + ball + sport",sense,verdict
ruler,"rule + agent",affix,verdict
runaway,"feedback + reinforce + control + without",sense,verdict
runner,"run + agent",judged,verdict
rural,"country + of",judged,verdict
saboteur,"secret + damage + agent",sense,verdict
sack,"cloth + bag",sense,verdict
sadistic,"other + suffer + pleasure",sense,verdict
sadness,"sad + nature",affix,verdict
safety,"safe + state",judged,verdict
saga,"long + story",sense,verdict
sailor,"sail + agent",sense,verdict
saint,"holy + person",sense,verdict
salary,"work + pay",sense,verdict
sale,"sell + act",sense,verdict
salicylate,"salicylic + salt",judged,verdict
salivary,"saliva + of",judged,verdict
salmon,"river + climb + fish",sense,verdict
salty,"salt + like",affix,verdict
sandstone,"sand + rock",sense,verdict
sandy,"sand + like",judged,verdict
sanitize,"clean + make",sense,verdict
sapient,"wise + like",sense,verdict
sapphire,"blue + gem",sense,verdict
sardine,"small + herring",sense,verdict
sardonic,"bitter + cynical + mock",sense,verdict
satirical,"humor + criticize + expose",sense,verdict
saturation,"saturate + act",judged,verdict
saturn,"ring + planet",sense,verdict
savings,"save + act",judged,verdict
scalar,"single + number",sense,verdict
scallion,"green + onion",sense,verdict
scaly,"scale + like",affix,verdict
scanner,"scan + thing",judged,verdict
scapular,"scapula + of",judged,verdict
scary,"scar + like",affix,verdict
scavenger,"scavenge + agent",sense,verdict
scenario,"possible + story",sense,verdict
schist,"flake + rock",sense,verdict
scientific,"science + of",judged,verdict
scientist,"science + agent",affix,verdict
scoff,"mock + dismiss",sense,verdict
scornful,"scorn + full",affix,verdict
scoundrel,"dishonest + agent",sense,verdict
scribe,"write + agent",sense,verdict
scripture,"holy + writing",sense,verdict
scruffy,"scruff + like",affix,verdict
seafloor,"sea + floor",sense,verdict
seagrass,"sea + grass",sense,verdict
seahorse,"sea + horse",sense,verdict
sealed,"seal + done",affix,verdict
seamount,"sea + mountain",sense,verdict
seasoning,"taste + thing",sense,verdict
seat,"sit + thing",sense,verdict
sebaceous,"sebum + of",judged,verdict
second,"two + order",sense,verdict
secondary,"second + like",affix,verdict
secretary,"secret + like",affix,verdict
secretion,"secrete + act",affix,verdict
secretory,"secrete + like",judged,verdict
section,"sect + act",affix,verdict
security,"secure + nature",affix,verdict
sedge,"marsh + grass",sense,verdict
sedimentary,"sediment + rock",sense,verdict
sedimentation,"particle + settle + accumulate",sense,verdict
segmentation,"segment + act",judged,verdict
segmented,"segment + many",sense,verdict
segregation,"segregate + act",judged,verdict
seizure,"seize + act",judged,verdict
selection,"select + act",affix,verdict
selective,"select + like",judged,verdict
self-organize,"self + organize",sense,verdict
self-reliant,"self + rely",sense,verdict
selfish,"self + like",affix,verdict
semantics,"meaning + study",sense,verdict
seminal,"semen + of",judged,verdict
senior,"old + more",judged,verdict
sensation,"sense + act",affix,verdict
sensitivity,"sensitive + nature",affix,verdict
sensor,"detect + device",sense,verdict
sensory,"sense + of",judged,verdict
sentence,"thought + line",sense,verdict
separation,"separate + act",affix,verdict
septic,"rot + of",judged,verdict
sequential,"order + like",sense,verdict
sequestration,"sequester + act",judged,verdict
serialize,"line + form + make",sense,verdict
serous,"serum + of",judged,verdict
serpent,"snake",sense,verdict
servant,"serve + agent",affix,verdict
server,"serve + agent",affix,verdict
sessile,"attach + fixed",sense,verdict
seta,"bristle",sense,verdict
setpoint,"target + value",sense,verdict
setter,"set + one",judged,verdict
settlement,"settle + act",affix,verdict
seventeen,"ten + seven",sense,verdict
seventh,"seven + order",sense,verdict
seventy,"seven + ten",sense,verdict
severity,"severe + ness",judged,verdict
sewer,"waste + pipe",sense,verdict
shaker,"shake + agent",judged,verdict
shaky,"shake + like",affix,verdict
shale,"mud + rock",sense,verdict
shall,"grammar",grammar,verdict
shaman,"spirit + talk + agent",sense,verdict
shameful,"shame + full",affix,verdict
shameless,"shame + without",sense,verdict
shaped,"shape + done",affix,verdict
shapeshift,"shape + change",sense,verdict
shared,"share + done",affix,verdict
sharpen,"sharp + make",affix,verdict
shear,"she + like",affix,verdict
shock wave,"shock + wave",sense,verdict
shorten,"short + make",affix,verdict
should,"grammar",grammar,verdict
shower,"show + agent",affix,verdict
shrew,"sharp + nose + rat",sense,verdict
sieve,"filter + size",sense,verdict
sight,"see + act",sense,verdict
significance,"significant + ness",judged,verdict
significant,"signify + agent",affix,verdict
signify,"sign + make",affix,verdict
silicate,"silicon + salt",judged,verdict
silo,"grain + tower",sense,verdict
silt,"fine + sand",sense,verdict
similarity,"similar + nature",affix,verdict
simulation,"simulate + act",affix,verdict
sinew,"tendon",sense,verdict
singleton,"one + set",sense,verdict
siphon,"draw + tube",sense,verdict
sixteen,"ten + six",sense,verdict
sixteenth,"sixteen + order",sense,verdict
sixth,"six + order",sense,verdict
sixty,"six + ten",sense,verdict
skate,"small + ray",sense,verdict
skeletal,"skeleton + of",judged,verdict
skiing,"ski + act",judged,verdict
skillful,"skill + full",affix,verdict
skinny,"skin + like",affix,verdict
slate,"sheet + stone",sense,verdict
sleepy,"sleep + like",affix,verdict
sleet,"rain + snow",sense,verdict
slightly,"slight + manner",affix,verdict
slimy,"slim + like",affix,verdict
slower,"slow + agent",affix,verdict
smaller,"grammar",grammar,verdict
smallest,"grammar",grammar,verdict
smith,"metal + work + agent",sense,verdict
smoker,"smoke + agent",judged,verdict
smug,"self + satisfy + superior",sense,verdict
smuggler,"secret + carry + agent",sense,verdict
sneaky,"sneak + like",affix,verdict
sneer,"contempt + face + show",sense,verdict
snuff,"nose + powder",sense,verdict
soccer,"foot + ball + sport",sense,verdict
sock,"soft + foot + covering",sense,verdict
soften,"soft + make",affix,verdict
software,"soft + ware",compound,verdict
solar,"sole + like",affix,verdict
