domain,meaning,word,note
other noun,mineral,zeks,
other noun,minister,zebz,
other noun,mint,zegz,
other noun,minute,zedj,
other noun,missile,zedz,
other noun,mist,zesk,
other noun,mixture,zesp,
other noun,mob,zest,
other noun,mode,zamp,
other noun,moisture,zant,
other noun,molecule,zaqk,
other noun,momentum,zalp,
other noun,monopoly,zalf,
other noun,monster,zals,
other noun,month,zalz,
other noun,mood,zalt,
other noun,mope,zalc,
other noun,mosquito,zald,
other noun,motion,zalk,
other noun,motive,zarb,
other noun,motor,zarf,
other noun,mound,zarv,
other noun,mucus,zars,
other noun,mud,zarz,
other noun,mug,zard,
other noun,murmur,zarg,
other noun,museum,zaps,
other noun,mush,zagz,
other noun,music,zats,
other noun,my,zadj,
other noun,mystery,zatx,
other noun,myth,zadz,
other noun,nap,zask,
other noun,nation,zasp,
other noun,native,zast,
other noun,nature,zomp,
other noun,nausea,zont,
other noun,navy,zond,
other noun,needle,zoqk,
other noun,nipple,zolp,
other noun,nitrogen,zolb,
other noun,nobody,zolf,
other noun,node,zolv,
other noun,noise,zols,
other noun,noon,zolz,
other noun,norm,zolc,
other noun,nostril,zold,
other noun,nothing,zolk,
other noun,nucleus,zorp,
other noun,nuisance,zorb,
other noun,nutrient,zorf,
other noun,nylon,zorv,
other noun,oar,zors,
other noun,oat,zorz,
other noun,oath,zort,
other noun,obligation,zork,
other noun,oblige,zorg,
other noun,obstacle,zoft,
other noun,occasion,zops,
other noun,odor,zoks,
other noun,office,zobz,
other noun,offspring,zogz,
other noun,ointment,zots,
other noun,omen,zodj,
other noun,oneself,zotx,
other noun,oneway,zodz,
other noun,onion,zosk,
other noun,opinion,zosp,
other noun,opponent,zost,
other noun,opportunity,zump,
other noun,option,zunt,
other noun,ore,zund,
other noun,organ,zulb,
other noun,organism,zulf,
other noun,origin,zulv,
other noun,ornament,zuls,
other noun,our,zulz,
other noun,ourself,zult,
other noun,output,zulc,
other noun,ovary,zuld,
other noun,oven,zulk,
other noun,owl,zurp,
other noun,pace,zurf,
other noun,packet,zurv,
other noun,pad,zurs,
other noun,paddle,zurz,
other noun,page,zurt,
other noun,pain,zurd,
other noun,pal,zurk,
other noun,panel,zurg,
other noun,pant,zuft,
other noun,parade,zups,
other noun,parameter,zuks,
other noun,parasite,zubz,
other noun,parcel,zugz,
other noun,pardon,zuts,
other noun,parliament,zudj,
other noun,parse,zudz,
other noun,particle,zusp,
other noun,partner,zust,
other noun,passage,jimp,
other noun,passenger,jint,
other noun,pastry,jiqk,
other noun,path,jift,
other noun,pathway,jips,
other noun,paw,jiks,
other noun,pea,jibz,
other noun,peach,jigz,
other noun,pellet,jidj,
other noun,penalty,jitx,
other noun,peninsula,jidz,
other noun,penis,jisk,
other noun,pepper,jisp,
other noun,percent,jist,
other noun,period,jemp,
other noun,pest,jent,
other noun,phoneme,jend,
other noun,piece,jeqk,
other noun,pierce,jeft,
other noun,pigment,jeps,
other noun,pill,jeks,
other noun,pilot,jebz,
other noun,pimple,jegz,
other noun,pinch,jets,
other noun,pixel,jedj,
other noun,plait,jedz,
other noun,planet,jesk,
other noun,plate,jesp,
other noun,plateau,jest,
other noun,platform,jamp,
other noun,pleasure,jand,
other noun,pledge,jalp,
other noun,plot,jalb,
other noun,plow,jalv,
other noun,plume,jals,
other noun,pock,jalz,
other noun,pocket,jalt,
other noun,pod,jalc,
other noun,poetry,jald,
other noun,poke,jalk,
other noun,pole,jarp,
other noun,pond,jarb,
other noun,population,jarf,
other noun,porch,jarv,
other noun,port,jars,
other noun,pot,jarz,
other noun,potato,jart,
other noun,pouch,jard,
other noun,powder,jark,
other noun,pre,jarg,
other noun,precision,jaft,
other noun,predator,jaks,
other noun,presence,jabz,
other noun,pressure,jagz,
other noun,prick,jats,
other noun,principle,jadj,
other noun,prison,jatx,
other noun,privilege,jadz,
other noun,problem,jask,
other noun,procedure,jast,
other noun,product,jont,
other noun,profit,jond,
other noun,projection,joqk,
other noun,prong,jolp,
other noun,propaganda,jolb,
other noun,property,jolf,
other noun,prophet,jolv,
other noun,proportion,jols,
other noun,prose,jolz,
other noun,prostitute,jolt,
other noun,protocol,jolc,
other noun,puff,jold,
other noun,puncture,jolk,
other noun,pupil,jorp,
other noun,puppet,jorb,
other noun,purpose,jorf,
other noun,pus,jorv,
other noun,quake,jors,
other noun,quality,jorz,
other noun,quantity,jort,
other noun,quill,jord,
other noun,rabbit,jork,
other noun,racket,jorg,
other noun,radio,joft,
other noun,raft,jops,
other noun,raid,joks,
other noun,rail,jobz,
other noun,ray,jogz,
other noun,receipt,jots,
other noun,recipe,jodj,
other noun,rectangle,jotx,
other noun,recur,jodz,
other noun,refuge,josk,
other noun,region,josp,
other noun,relation,jost,
other noun,relief,jump,
other noun,religion,junt,
other noun,remnant,jund,
other noun,repetition,juqk,
other noun,reptile,julp,
other noun,reputation,julf,
other noun,rescue,julv,
other noun,residue,juls,
other noun,resource,julz,
other noun,response,jult,
other noun,restaurant,julc,
other noun,revenge,juld,
other noun,rib,julk,
other noun,ridge,jurp,
other noun,rifle,jurb,
other noun,rim,jurf,
other noun,rinse,jurv,
other noun,rite,jurs,
other noun,ritual,jurz,
other noun,rob,jurt,
other noun,robot,jurd,
other noun,rocket,jurk,
other noun,rodent,jurg,
other noun,role,juft,
other noun,romance,jups,
other noun,room,juks,
other noun,row,jubz,
other noun,rowdy,jugz,
other noun,rumor,juts,
other noun,sac,judj,
other noun,saddle,jutx,
other noun,salad,judz,
other noun,saliva,jusk,
other noun,sandwich,jusp,
other noun,sane,just,
other noun,satire,xint,
other noun,satisfaction,xind,
other noun,sauce,xiqk,
other noun,sausage,xips,
other noun,scalp,xibz,
other noun,scandal,xigz,
other noun,scene,xits,
other noun,scent,xidz,
other noun,scheme,xisk,
other noun,scholar,xisp,
other noun,school,xist,
other noun,science,xemp,
other noun,scold,xend,
other noun,scoop,xeqk,
other noun,scope,xeft,
other noun,scorn,xeps,
other noun,scrap,xeks,
other noun,script,xebz,
other noun,sculpture,xegz,
other noun,sect,xets,
other noun,sediment,xedj,
other noun,seep,xetx,
other noun,seminar,xesk,
other noun,sensation,xesp,
other noun,sequence,xest,
other noun,series,xand,
other noun,serum,xaqk,
other noun,session,xalp,
other noun,sewage,xalf,
other noun,sex,xalv,
other noun,shackle,xals,
other noun,shadow,xalz,
other noun,shard,xalt,
other noun,shark,xalc,
other noun,she,xald,
other noun,sheath,xalk,
other noun,shelf,xarb,
other noun,shell,xarf,
other noun,shield,xarv,
other noun,shirt,xars,
other noun,shoe,xart,
other noun,shred,xard,
other noun,shrine,xarg,
other noun,sibling,xaft,
other noun,signature,xaps,
other noun,silk,xaks,
other noun,sill,xabz,
other noun,sister,xagz,
other noun,site,xadj,
other noun,situation,xatx,
other noun,skeleton,xadz,
other noun,skip,xasp,
other noun,skirt,xast,
other noun,skull,xomp,
other noun,slant,xont,
other noun,slave,xond,
other noun,sled,xoqk,
other noun,sleeve,xolb,
other noun,slogan,xolf,
other noun,smear,xolv,
other noun,snack,xols,
other noun,snail,xolz,
other noun,snob,xolt,
other noun,snoop,xolc,
other noun,snort,xold,
other noun,snot,xolk,
other noun,snout,xorp,
other noun,snug,xorb,
other noun,soap,xorf,
other noun,society,xorv,
other noun,sock,xors,
other noun,solo,xorz,
other noun,solution,xord,
other noun,son,xork,
other noun,soup,xorg,
other noun,source,xoft,
other noun,space,xops,
other noun,spade,xoks,
other noun,spasm,xobz,
other noun,spear,xogz,
other noun,spec,xots,
other noun,species,xodj,
other noun,speck,xotx,
other noun,spectrum,xodz,
other noun,sperm,xosk,
other noun,spike,xosp,
other noun,spine,xost,
other noun,spire,xump,
other noun,spleen,xunt,
other noun,splendor,xuqk,
other noun,sponge,xulp,
other noun,spool,xulb,
other noun,spoon,xulv,
other noun,spore,xuls,
other noun,sport,xulz,
other noun,spouse,xult,
other noun,spout,xulc,
other noun,squash,xuld,
other noun,squeak,xulk,
other noun,squeeze,xurp,
other noun,squirm,xurb,
other noun,stability,xurf,
other noun,stair,xurv,
other noun,stance,xurs,
other noun,stash,xurz,
other noun,statue,xurt,
other noun,status,xurd,
other noun,steam,xurk,
other noun,stew,xurg,
other noun,steward,xuft,
other noun,stock,xuks,
other noun,stomach,xubz,
other noun,stool,xugz,
other noun,storage,xuts,
other noun,strait,xudj,
other noun,strand,xutx,
other noun,strap,xudz,
other noun,strategy,xusk,
other noun,straw,xusp,
other noun,street,xust,
other noun,stripe,cimp,
other noun,stroll,cint,
other noun,structure,cind,
other noun,strut,cift,
other noun,student,cips,
other noun,substance,ciks,
other noun,success,cibz,
other noun,sue,cigz,
other noun,suffix,cits,
other noun,sugar,cidj,
other noun,summer,citx,
other noun,sunrise,cidz,
other noun,sunset,cisk,
other noun,surgery,cisp,
other noun,surrender,cist,
other noun,swamp,cemp,
other noun,swap,cent,
other noun,sword,cend,
other noun,symmetry,ceqk,
other noun,sympathy,ceft,
other noun,symptom,ceps,
other noun,sync,ceks,
other noun,system,cebz,
other noun,table,cegz,
other noun,tablet,cedj,
other noun,tale,cetx,
other noun,talent,cedz,
other noun,tank,cesk,
other noun,tap,cesp,
other noun,tape,cest,
other noun,task,camp,
other noun,tattoo,cant,
other noun,tea,cand,
other noun,television,caqk,
other noun,temperature,calp,
other noun,template,calb,
other noun,tendency,calf,
other noun,tension,calv,
other noun,tent,cals,
other noun,term,calz,
other noun,terror,calt,
other noun,testis,cald,
other noun,texture,calk,
other noun,thaw,carp,
other noun,theater,carb,
other noun,theme,carf,
other noun,theory,carv,
other noun,thief,cars,
other noun,thigh,carz,
other noun,thirst,cart,
other noun,threat,card,
other noun,threshold,cark,
other noun,throat,carg,
other noun,throb,caft,
other noun,thumb,caps,
other noun,thunder,caks,
other noun,ticket,cabz,
other noun,tickle,cagz,
other noun,tilt,cats,
other noun,timber,cadz,
other noun,tin,cask,
other noun,tissue,casp,
other noun,title,cast,
other noun,toast,comp,
other noun,tobacco,cont,
other noun,toilet,cond,
other noun,tomb,coqk,
other noun,ton,colp,
other noun,tortilla,colb,
other noun,tow,colf,
other noun,toy,colv,
other noun,trace,cols,
other noun,traffic,colz,
other noun,trail,colt,
other noun,trait,cold,
other noun,transmit,colk,
other noun,trash,corp,
other noun,traverse,corf,
other noun,tread,corv,
other noun,treasure,cors,
other noun,tremor,corz,
other noun,trench,cort,
other noun,tribe,cord,
other noun,trinket,cork,
other noun,troop,corg,
other noun,truce,coft,
other noun,tub,cops,
other noun,tube,cobz,
other noun,tuft,cogz,
other noun,tumor,cots,
other noun,tutor,codj,
other noun,twirl,cotx,
other noun,twitch,codz,
other noun,umbrella,cosk,
other noun,uniform,cosp,
other noun,union,cost,
other noun,unit,cump,
other noun,universe,cunt,
other noun,urine,cund,
other noun,uterus,cuqk,
other noun,vacation,culp,
other noun,van,culb,
other noun,vapor,culf,
other noun,vault,culv,
other noun,vector,culs,
other noun,vegetable,culz,
other noun,vehicle,cult,
other noun,vein,culd,
other noun,velocity,culk,
other noun,vent,curp,
other noun,verse,curb,
other noun,version,curf,
other noun,vessel,curv,
other noun,vice,curs,
other noun,victory,curz,
other noun,video,curt,
other noun,village,curd,
other noun,vintage,curk,
other noun,virus,curg,
other noun,vision,cuft,
other noun,voltage,cups,
other noun,volume,cuks,
other noun,voyage,cugz,
other noun,wage,cuts,
other noun,wagon,cudj,
other noun,waist,cudz,
other noun,ware,cusk,
other noun,watt,cusp,
other noun,we,cust,
other noun,weapon,Cimp,
other noun,web,Cint,
other noun,week,Cind,
other noun,west,Ciqk,
other noun,whim,Cift,
other noun,whine,Cips,
other noun,whirl,Ciks,
other noun,whisker,Cibz,
other noun,width,Cigz,
other noun,wig,Cits,
other noun,wiggle,Cidj,
other noun,wine,Citx,
other noun,winter,Cidz,
other noun,witch,Cisk,
other noun,witness,Cisp,
other noun,wizard,Cist,
other noun,wobble,Cemp,
other noun,womb,Cent,
other noun,wool,Cend,
other noun,world,Ceqk,
other noun,wrist,Ceft,
other noun,yard,Ceps,
other noun,abrade,Ceks,
other noun,abyss,Cebz,
other noun,acacia,Cegz,
other noun,adhere,Cets,
other noun,ail,Cedj,
other noun,algae,Cetx,
other noun,alias,Cedz,
other noun,allegiance,Cesk,
other noun,almond,Cesp,
other noun,aloe,Cest,
other noun,altar,Camp,
other noun,ambush,Cant,
other noun,amniote,Cand,
other noun,amphibian,Caqk,
other noun,anguish,Calp,
other noun,anise,Calb,
other noun,annelid,Calf,
other noun,anomaly,Calv,
other noun,antenna,Cals,
other noun,apathy,Calz,
other noun,apology,Calt,
other noun,appendage,Cald,
other noun,appetite,Calk,
other noun,aquifer,Carp,
other noun,arthropod,Carf,
other noun,asparagus,Cars,
other noun,avocado,Carz,
other noun,axiom,Cart,
other noun,barb,Card,
other noun,basil,Cark,
other noun,bask,Carg,
other noun,bass,Caft,
other noun,batch,Caps,
other noun,beep,Caks,
other noun,bile,Cabz,
other noun,bliss,Cagz,
other noun,blob,Cats,
other noun,bondage,Cadj,
other noun,brim,Catx,
other noun,brood,Cadz,
other noun,broth,Casp,
other noun,brow,Cast,
other noun,buoyant,Comp,
other noun,butcher,Cond,
other noun,cacao,Coqk,
other noun,cache,Colp,
other noun,calcium,Colb,
other noun,camouflage,Colf,
other noun,candidate,Colv,
other noun,cannabis,Cols,
other noun,carcass,Colz,
other noun,carp,Colt,
other noun,carrot,Cold,
other noun,cartilage,Colk,
other noun,cascade,Corp,
other noun,cassava,Corb,
other noun,cavity,Corf,
other noun,celery,Corv,
other noun,chamomile,Cors,
other noun,cherry,Corz,
other noun,chestnut,Cort,
other noun,chime,Cord,
other noun,chisel,Corg,
other noun,chord,Coft,
other noun,chorus,Cops,
other noun,cilantro,Coks,
other noun,cinnamon,Cobz,
other noun,citrus,Cots,
other noun,clam,Codj,
other noun,clang,Cotx,
other noun,closure,Codz,
other noun,cnidarian,Cosk,
other noun,cod,Cosp,
other noun,colony,Cost,
other noun,compact,Cump,
other noun,compassion,Cunt,
other noun,complement,Cund,
other noun,compulsion,Cuqk,
other noun,configuration,Culp,
other noun,confound,Culb,
other noun,congestion,Culf,
other noun,connector,Culv,
other noun,constellation,Culs,
other noun,contempt,Culz,
other noun,conviction,Cult,
other noun,convulse,Culd,
other noun,coral,Culk,
other noun,covenant,Curp,
other noun,crane,Curb,
other noun,crank,Curf,
other noun,crater,Curv,
other noun,creak,Curs,
other noun,crest,Curz,
other noun,criterion,Curt,
other noun,critic,Curd,
other noun,crumb,Curk,
other noun,crunch,Curg,
other noun,crustacean,Cuft,
other noun,cumin,Cups,
other noun,cuticle,Cuks,
other noun,cyclone,Cubz,
other noun,cypress,Cugz,
other noun,default,Cuts,
other noun,delude,Cudj,
other noun,demon,Cutx,
other noun,depot,Cudz,
other noun,depression,Cusk,
other noun,deprive,Cusp,
other noun,destiny,Cust,
other noun,diaphragm,wimp,
other noun,dignity,wint,
other noun,dill,wind,
other noun,doctrine,wiqk,
other noun,dragon,wift,
other noun,droop,wips,
other noun,duct,wiks,
other noun,dwarf,wibz,
other noun,eagle,wigz,
other noun,echinoderm,wits,
other noun,ecstasy,widz,
other noun,eel,wisp,
other noun,eggplant,wist,
other noun,elm,went,
other noun,empathy,wend,
other noun,emphasis,weqk,
other noun,encompass,weft,
other noun,entropy,weps,
other noun,enzyme,wegz,
other noun,eternity,wets,
other noun,eucalyptus,wedj,
other noun,extent,wedz,
other noun,extinct,wesk,
other noun,extrude,wesp,
other noun,eyelash,west,
other noun,fastener,wamp,
other noun,fennel,waqk,
other noun,feud,walb,
other noun,filament,walf,
other noun,fin,walv,
other noun,flute,wals,
other noun,forage,walz,
other noun,fountain,walt,
other noun,frenzy,walc,
other noun,garlic,walk,
other noun,gateway,warb,
other noun,genesis,warv,
other noun,genius,wars,
other noun,gill,warz,
other noun,ginger,wart,
other noun,ginseng,ward,
other noun,gluttony,warg,
other noun,glyph,waft,
other noun,gonad,waps,
other noun,gong,waks,
other noun,goose,wabz,
other noun,gratitude,wagz,
other noun,groin,wats,
other noun,grove,wadj,
other noun,gurgle,wadz,
other noun,halo,wask,
other noun,heed,wasp,
other noun,hemp,wast,
other noun,hiss,womp,
other noun,hive,wont,
other noun,hormone,wond,
other noun,hover,woqk,
other noun,hub,wolp,
other noun,humility,wolv,
other noun,hump,wols,
other noun,hypocrite,wolz,
other noun,idiom,wolt,
other noun,impair,wolc,
other noun,inflammation,wolk,
other noun,insight,worb,
other noun,intellect,worf,
other noun,intervene,wors,
other noun,intuition,worz,
other noun,invalidate,wort,
other noun,inverse,word,
other noun,involution,work,
other noun,iridescent,worg,
other noun,jab,woft,
other noun,junction,woks,
other noun,junk,wobz,
other noun,kangaroo,wogz,
other noun,landform,wots,
other noun,latency,wodj,
other noun,laurel,wotx,
other noun,lava,wodz,
other noun,lavender,wosk,
other noun,legume,wosp,
other noun,lentil,wost,
other noun,lesion,wump,
other noun,lettuce,wund,
other noun,lexicon,wuqk,
other noun,liberty,wulp,
other noun,lobster,wulb,
other noun,loom,wulf,
other noun,lore,wulv,
other noun,lowland,wuls,
other noun,magma,wulz,
other noun,mane,wult,
other noun,mango,wulc,
other noun,marker,wuld,
other noun,marrow,wulk,
other noun,marvel,wurp,
other noun,matte,wurb,
other noun,meadow,wurf,
other noun,melancholy,wurv,
other noun,melon,wurs,
other noun,membrane,wurz,
other noun,metabolism,wurt,
other noun,metaphor,wurd,
other noun,millet,wurk,
other noun,miracle,wurg,
other noun,module,wuft,
other noun,mollusk,wuks,
other noun,molt,wubz,
other noun,monument,wudj,
other noun,moth,wutx,
other noun,mottle,wudz,
other noun,muffle,wusk,
other noun,mustard,wusp,
other noun,muzzle,wust,
other noun,nectar,lind,
other noun,niche,liqk,
other noun,nuance,lips,
other noun,obtuse,liks,
other noun,octave,libz,
other noun,octopus,ligz,
other noun,offense,lits,
other noun,olive,lidj,
other noun,oracle,litx,
other noun,oregano,lisk,
other noun,outcome,lisp,
other noun,pander,lemp,
other noun,paradox,lent,
other noun,paramount,lend,
other noun,parsley,leqk,
other noun,pasture,left,
other noun,patter,leks,
other noun,pear,lebz,
other noun,peck,lets,
other noun,pelvis,letx,
other noun,periphery,ledz,
other noun,perspective,lesp,
other noun,pertain,lest,
other noun,phenomenon,lamp,
other noun,pillow,lant,
other noun,pitch,land,
other noun,pith,lalp,
other noun,plasma,lalb,
other noun,plum,lalv,
other noun,poise,lals,
other noun,policy,lalz,
other noun,portal,lalt,
other noun,presume,lalc,
other noun,prickle,lald,
other noun,primate,lalk,
other noun,prophecy,larb,
other noun,protein,larf,
other noun,proxy,lars,
other noun,pry,larz,
other noun,puck,lard,
other noun,pulley,lark,
other noun,quantum,laps,
other noun,quest,labz,
other noun,quota,lats,
other noun,ransom,latx,
other noun,ratchet,ladz,
other noun,realm,lask,
other noun,recruit,lasp,
other noun,redeem,lomp,
other noun,refrain,lont,
other noun,relapse,loqk,
other noun,remainder,lolp,
other noun,remorse,lolb,
other noun,restraint,lolf,
other noun,retain,lolv,
other noun,rhetoric,lols,
other noun,riddle,lolz,
other noun,ridicule,lolt,
other noun,rift,lolc,
other noun,rivet,lold,
other noun,roost,lolk,
other noun,rosemary,lorp,
other noun,rumble,lorf,
other noun,rupture,lorv,
other noun,rye,lors,
other noun,sag,lorz,
other noun,sanctuary,lort,
other noun,savanna,lord,
other noun,scarf,lork,
other noun,schema,loft,
other noun,scruff,lops,
other noun,secretion,loks,
other noun,segment,logz,
other noun,sesame,lotx,
other noun,shin,lodz,
other noun,shrimp,losk,
other noun,siege,lost,
other noun,silicon,lunt,
other noun,sizzle,lund,
other noun,slander,lulp,
other noun,slobber,lulb,
other noun,slot,lulf,
other noun,sloth,lulv,
other noun,slug,luls,
other noun,slur,lulz,
other noun,smolder,lult,
other noun,snare,lulc,
other noun,soot,luld,
other noun,sorcery,lulk,
other noun,sparrow,lurp,
other noun,spinach,lurb,
other noun,stamina,lurf,
other noun,starch,lurs,
other noun,stimulus,lurz,
other noun,stratum,lurt,
other noun,stubble,lurd,
other noun,substrate,lurk,
other noun,sulfur,lurg,
other noun,summit,luft,
other noun,supersede,lups,
other noun,surplus,lubz,
other noun,suspicion,lugz,
other noun,swarm,luts,
other noun,syntax,ludj,
other noun,syrup,lutx,
other noun,tact,ludz,
other noun,talon,lusk,
other noun,tangent,lusp,
other noun,tempo,lust,
other noun,tendril,rimp,
other noun,tentacle,rint,
other noun,thrift,rind,
other noun,thud,rift,
other noun,thyme,rips,
other noun,toil,riks,
other noun,tomato,rigz,
other noun,tornado,rits,
other noun,torso,ridj,
other noun,tradeoff,ridz,
other noun,trajectory,rist,
other noun,trance,remp,
other noun,trespass,rent,
other noun,tuna,reps,
other noun,turtle,reks,
other noun,tusk,rebz,
other noun,urchin,rets,
other noun,vigor,redz,
other noun,vinegar,resk,
other noun,virgin,resp,
other noun,walnut,rest,
other noun,wart,rand,
other noun,wasp,raqk,
other noun,waterbody,ralp,
other noun,watercourse,ralb,
other noun,weasel,ralf,
other noun,wicket,rals,
other noun,wink,ralz,
other noun,wit,ralt,
other noun,yam,ralc,
other noun,yeast,rald,
other noun,yum,ralk,
math,add,yim,
math,constant,yen,
math,divide,yag,
math,fraction,yoq,
math,function,yud,
math,multiply,yig,
math,power,yid,
math,prove,yib,
math,ratio,yip,
math,set,yik,
math,subtract,yis,
math,sum,yif,
math,variable,yiv,
math,exponent,yiz,
time,after,malf,
time,always,momp,
time,before,munt,
time,begin,marp,
time,day,mats,
time,early,madz,
time,evening,mond,
time,fast,moqk,
time,hour,molb,
time,late,mors,
time,long,moft,
time,moment,mobz,
time,morning,modj,
time,never,mulp,
time,new,murb,
time,night,mups,
time,now,mugz,
time,often,musk,
time,old,malv,
time,season,mals,
time,short,malz,
time,slow,malc,
time,then,mald,
time,time,malk,
time,year,marb,
time,young,marv,
quality,alive,niq,holds omniscient
quality,bad,ned,holds static
quality,big,nam,holds name
quality,broken,non,holds not (un- or -im)
quality,clear,nub,holds separate
quality,complex,nid,holds need
quality,danger,nif,holds a (isolated-element-focus)
quality,dead,niz,holds nest (structure)
quality,empty,nix,holds listen
quality,false,nep,holds nature
quality,free,net,holds knit
quality,full,nes,holds nice
quality,good,nev,holds off
quality,heavy,nan,holds negate
quality,narrow,nak,holds knock
quality,poor,nas,holds nest
quality,rich,nav,holds center
quality,safe,naz,holds as
quality,simple,nal,holds neutral
quality,small,nar,holds person
quality,strong,nop,holds no
quality,thick,not,holds note
quality,thin,noz,holds nose
quality,true,nox,holds notion
quality,vague,nol,holds toward
quality,weak,num,holds know
quality,wide,nuq,holds bond
quality,wrong,nuv,holds empty
quality,stuck,nuz,holds distribute
number,all,glij,
number,both,gren,
number,count,glem,
number,each,graq,
number,eight,glad,
number,every,grom,
number,few,glon,
number,five,grug,
number,four,gluq,
number,half,glix,
number,least,glic,
number,less,gliC,
number,many,greq,
number,more,greb,
number,most,gret,
number,nine,grek,
number,none,gref,
number,number,grev,
number,one,grez,
number,part,grej,
number,same,grex,
number,seven,grec,
number,six,greC,
number,some,gleg,
number,ten,gleb,
number,three,glep,
number,two,glek,
number,whole,gles,
number,zero,glef,
relate,also,drin,
relate,and,djeq,
relate,because,djim,
relate,belong,drem,
relate,but,draq,
relate,contain,djag,
relate,even,drog,
relate,if,djon,
relate,link,drud,
relate,not,djub,
relate,only,driq,
relate,or,drip,
relate,separate,drit,
relate,so,drik,
relate,still,dris,
relate,with,drif,
relate,without,driz,
relate,yet,drij,
world,ancestor,brim,
world,balance,bleg,
world,breath,bliq,
world,care,breq,
world,effort,bran,
world,elder,blam,
world,force,brop,
world,guest,blon,
world,harmony,brug,
world,honor,blud,
world,host,brid,
world,mercy,brib,
world,patience,brik,
world,pause,bris,
world,rank,briv,
world,rest,brij,
world,silence,brix,
world,sorrow,bric,
world,void,briC,
world,way,blig,
world,awe,blid,
world,grit,blib,
world,illusion,blip,
world,nostalgia,blit,
world,revere,blik,
world,yearn,blis,
shape,angle,prin,
shape,arc,plem,
shape,axis,pliq,
shape,cone,preq,
shape,cube,prad,
shape,disc,plag,
shape,grid,prom,
shape,knot,plob,
shape,plane,prug,
shape,ring,plut,
shape,rod,prig,
shape,sheet,prid,
shape,sphere,prib,
shape,triangle,prip,
shape,cylinder,prit,
shape,diameter,pris,
shape,ellipse,prif,
shape,helix,priv,
shape,hyperbola,priz,
shape,lattice,prij,
shape,orb,prix,
shape,parabola,pric,
shape,polygon,priC,
shape,prism,plim,
shape,radius,plid,
shape,slab,plib,
shape,wedge,plip,
animal,animal,trim,
animal,ant,txen,
animal,bat,txig,
animal,bear,treg,
animal,beast,tran,
animal,bee,txam,
animal,bird,troq,
animal,bug,txod,
animal,cat,trud,
animal,claw,txuq,
animal,cow,triq,
animal,deer,trib,
animal,dog,trip,
animal,egg,trit,
animal,elephant,trif,
animal,feather,triv,
animal,fish,triz,
animal,fox,trix,
animal,fur,tric,
animal,goat,triC,
animal,horn,txim,
animal,horse,txid,
animal,lion,txib,
animal,monkey,txip,
animal,mouse,txit,
animal,nest,txik,
animal,pig,txis,
animal,rat,txif,
animal,seal,txiv,
animal,sheep,txiz,
animal,snake,txij,
animal,spider,txix,
animal,tail,txic,
animal,wing,txiC,
animal,wolf,trem,
animal,worm,tren,
animal,ape,treb,
animal,whale,trep,
speak,answer,krim,
speak,ask,klen,
speak,call,klig,
speak,language,kreq,
speak,mean,kran,
speak,name,klam,
speak,read,krog,
speak,say,kloq,
speak,shout,krud,
speak,sing,klup,
speak,sound,krin,
speak,speak,krig,
speak,story,krib,
speak,talk,krit,
speak,tell,krik,
speak,voice,kris,
speak,whisper,krif,
speak,word,kriv,
speak,write,kriz,
body,arm,him,holds nothing
body,back,heq,holds hang
body,blood,han,holds zero
body,body,hod,holds period of x (-hood)
body,bone,hub,holds x-axis
body,brain,hin,holds hi
body,chest,hid,holds not hidden
body,ear,hip,holds group
body,eye,hit,holds heat
body,face,hik,holds hike
body,finger,his,holds snake
body,foot,hix,holds peach (color)
body,gut,hem,holds hey
body,hair,hek,holds hour
body,hand,hez,holds every
body,head,ham,holds hmm
body,heart,had,holds head
body,knee,hap,holds event
body,leg,hat,holds at
body,lip,hak,holds hack (work)
body,lung,has,holds hyper
body,mouth,haz,holds have
body,muscle,hal,holds how
body,neck,har,holds era
body,nerve,hom,holds home
body,nose,hoq,holds hold
body,shoulder,hop,holds hope
body,skin,hok,holds okay
body,toe,hov,holds floating point
body,tongue,hoz,holds cardinal number
body,tooth,hol,holds whole
make,art,sudz,
make,belt,susk,
make,bolt,susp,
make,cable,sust,
make,clamp,skiq,
make,code,spem,
make,computer,stan,
make,copy,slod,
make,craft,smug,
make,design,spig,
make,engine,stid,
make,gear,slin,
make,groove,smim,
make,hook,snib,
make,image,sken,
make,latch,steq,
make,letter,sleg,
make,machine,smed,
make,map,snep,
make,mark,skam,
make,model,spaq,
make,notch,slab,
make,pattern,smap,
make,picture,snag,
make,plan,skog,
make,plug,spon,
make,screw,stob,
make,sign,smoq,
make,skill,snot,
make,spring,skud,
make,symbol,spub,
make,valve,stum,
make,wire,sluq,
make,hinge,snun,
make,peg,skig,
make,shaft,skid,
make,socket,skib,
people,baby,fec,
people,child,fad,
people,crowd,fom,
people,enemy,fub,
people,father,feC,
people,friend,fab,
people,group,fap,
people,kin,fat,
people,king,fas,
people,man,faf,
people,mother,fav,
people,other,faj,
people,parent,fax,
people,people,fac,
people,person,faC,
people,self,fal,
people,soul,far,
people,spirit,foq,
people,stranger,fod,
people,team,fob,
people,woman,fop,
thing,bag,vep,
thing,box,vam,
thing,circle,voq,
thing,cloth,vud,
thing,curve,vet,
thing,door,vef,
thing,flat,vev,
thing,food,vez,
thing,form,vej,
thing,glass,vec,
thing,hole,veC,
thing,house,vag,
thing,knife,vad,
thing,line,vap,
thing,matter,vaf,
thing,metal,vaz,
