word,domains,heads,where
carcinoma,6,3340,"noun.state disease medicine.sign medicine.all medicine.mesh"
neoplasm,6,2031,"noun.state disease medicine.sign medicine.all medicine.mesh"
lymphoma,6,1267,"noun.state disease medicine.sign medicine.all medicine.mesh"
sarcoma,6,549,"noun.state disease medicine.sign medicine.all medicine.mesh"
dysplasia,6,456,"noun.state disease medicine.sign medicine.all medicine.mesh"
rearrangement,6,435,"noun.act anatomy disease medicine.sign medicine.all"
reductase,6,390,"noun.substance disease medicine.sign medicine.all medicine.mesh"
dehydrogenase,6,389,"disease medicine.sign medicine.all medicine.mesh tool.artifact"
adenoma,6,382,"noun.state disease medicine.sign medicine.all medicine.mesh"
melanoma,6,329,"noun.state disease medicine.sign medicine.all medicine.mesh"
genre,6,256,"noun.cognition noun.communication noun.artifact noun.person tool.artifact"
stenosis,6,250,"noun.state disease medicine.sign medicine.all medicine.mesh"
hyperplasia,6,247,"noun.state disease medicine.sign medicine.all medicine.mesh"
hypoplasia,6,243,"noun.state disease medicine.sign medicine.all medicine.mesh"
aeruginosa,6,229,"disease environment medicine.sign medicine.all medicine.mesh"
dystrophy,6,211,"noun.state disease medicine.sign medicine.all medicine.mesh"
hydrolase,6,211,"anatomy disease environment medicine.sign medicine.all"
hemorrhage,6,193,"noun.state verb.body disease medicine.sign medicine.all"
alanine,6,186,"noun.substance disease medicine.sign medicine.all medicine.mesh"
hemangioma,6,186,"noun.state noun.attribute disease medicine.sign medicine.all"
neuropathy,6,186,"noun.state disease medicine.sign medicine.all medicine.mesh"
motif,6,173,"noun.artifact noun.communication noun.cognition medicine.all medicine.mesh"
pneumoniae,6,172,"noun.animal disease medicine.sign medicine.all medicine.mesh"
phalanx,6,160,"noun.body noun.group anatomy disease medicine.sign"
specified,6,156,"adj.all geology.rock disease cell medicine.all"
medal,6,152,"noun.communication noun.artifact noun.act noun.person tool.artifact"
nevus,6,143,"noun.attribute noun.state disease medicine.sign medicine.all"
remission,6,141,"noun.event noun.possession noun.act medicine.sign medicine.all"
anhydride,6,140,"noun.substance disease chemistry medicine.all medicine.mesh"
malformation,6,133,"noun.state noun.event disease medicine.sign medicine.all"
atresia,6,132,"noun.state disease medicine.sign medicine.all medicine.mesh"
arginine,6,129,"noun.substance chemistry medicine.sign medicine.all medicine.mesh"
lipoma,6,127,"noun.state disease medicine.sign medicine.all medicine.mesh"
hypertension,6,126,"noun.state disease medicine.sign medicine.all medicine.mesh"
sinensis,6,126,"noun.animal noun.plant medicine.all medicine.mesh tool.artifact"
severity,6,125,"noun.attribute disease medicine.sign medicine.all medicine.mesh"
costume,6,124,"noun.artifact verb.body verb.possession noun.person tool.artifact"
fluoride,6,124,"noun.substance chemistry environment medicine.all medicine.mesh"
sulfide,6,124,"noun.substance disease environment medicine.all medicine.mesh"
gyrus,6,120,"noun.body anatomy disease cell medicine.all"
microscopy,6,120,"noun.act medicine.sign medicine.all medicine.mesh tool.artifact"
pneumonia,6,120,"noun.state disease medicine.sign medicine.all medicine.mesh"
lyase,6,119,"disease chemistry medicine.sign medicine.all medicine.mesh"
fibrosis,6,117,"noun.state noun.body disease medicine.sign medicine.all"
aneurysm,6,112,"noun.state disease medicine.sign medicine.all medicine.mesh"
biopsy,6,112,"noun.cognition medicine.sign medicine.all medicine.mesh tool.artifact"
infarction,6,111,"noun.state disease medicine.sign medicine.all medicine.mesh"
ataxia,6,108,"noun.state disease medicine.sign medicine.all medicine.mesh"
insufficiency,6,107,"noun.state noun.attribute disease medicine.sign medicine.all"
paralysis,6,106,"noun.state disease medicine.sign medicine.all medicine.mesh"
thrombosis,6,106,"noun.state disease medicine.sign medicine.all medicine.mesh"
orientalis,6,105,"noun.animal noun.plant medicine.all medicine.mesh tool.artifact"
oxalate,6,105,"noun.substance disease medicine.sign medicine.all medicine.mesh"
retinopathy,6,105,"noun.state disease medicine.sign medicine.all medicine.mesh"
encephalopathy,6,102,"noun.state disease medicine.sign medicine.all medicine.mesh"
isomerase,6,102,"noun.substance disease medicine.sign medicine.all medicine.mesh"
epoxide,6,100,"environment medicine.sign medicine.all medicine.mesh tool.artifact"
agenesis,6,96,"noun.process disease quality medicine.sign medicine.all"
gracilis,6,96,"noun.plant noun.animal anatomy medicine.all medicine.mesh"
bacillus,6,95,"noun.animal disease medicine.all medicine.mesh tool.artifact"
deafness,6,94,"noun.state disease medicine.sign medicine.all medicine.mesh"
oxidoreductase,6,94,"noun.substance disease environment medicine.sign medicine.all"
cardiomyopathy,6,93,"noun.state disease medicine.sign medicine.all medicine.mesh"
mills,6,90,"noun.person disease medicine.all medicine.mesh tool.artifact"
complication,6,88,"noun.act noun.state noun.event noun.attribute disease"
imidazole,6,88,"noun.substance anatomy disease chemistry medicine.all"
decarboxylase,6,87,"noun.substance disease medicine.sign medicine.all medicine.mesh"
angiosarcoma,6,83,"noun.state disease medicine.sign medicine.all medicine.mesh"
rosea,6,83,"noun.plant noun.state disease medicine.all medicine.mesh"
mesoderm,6,81,"noun.animal anatomy disease environment medicine.all"
pseudomonas,6,81,"noun.animal disease medicine.sign medicine.all medicine.mesh"
amyloidosis,6,80,"noun.state disease medicine.sign medicine.all medicine.mesh"
indole,6,80,"noun.substance anatomy disease chemistry medicine.all"
neuroblastoma,6,80,"noun.state disease medicine.sign medicine.all medicine.mesh"
occidentalis,6,80,"noun.plant noun.animal medicine.all medicine.mesh tool.artifact"
dementia,6,74,"noun.state disease medicine.sign medicine.all medicine.mesh"
aplasia,6,73,"noun.state disease medicine.sign medicine.all medicine.mesh"
carbamate,6,73,"noun.substance anatomy disease medicine.all medicine.mesh"
fibroma,6,72,"noun.state disease medicine.sign medicine.all medicine.mesh"
acidosis,6,70,"noun.state disease medicine.sign medicine.all medicine.mesh"
commissure,6,70,"noun.body anatomy disease medicine.sign medicine.all"
valine,6,70,"noun.substance disease medicine.sign medicine.all medicine.mesh"
variabilis,6,68,"noun.animal noun.plant disease medicine.all medicine.mesh"
granuloma,6,67,"noun.state disease medicine.sign medicine.all medicine.mesh"
tryptophan,6,66,"noun.substance disease medicine.sign medicine.all medicine.mesh"
peroxidase,6,65,"noun.substance disease medicine.sign medicine.all medicine.mesh"
proteinase,6,65,"noun.substance medicine.sign medicine.all medicine.mesh tool.artifact"
meningitis,6,64,"noun.state disease medicine.sign medicine.all medicine.mesh"
colitis,6,63,"noun.state disease medicine.sign medicine.all medicine.mesh"
fluorouracil,6,63,"noun.artifact disease medicine.sign medicine.all medicine.mesh"
glaucoma,6,63,"noun.state disease medicine.sign medicine.all medicine.mesh"
tachycardia,6,63,"noun.state disease medicine.sign medicine.all medicine.mesh"
fixture,6,62,"noun.artifact noun.person noun.attribute noun.act environment"
salmonella,6,61,"noun.animal disease medicine.sign medicine.all medicine.mesh"
thalamus,6,61,"noun.body anatomy disease medicine.sign medicine.all"
conjunctivitis,6,60,"noun.state disease medicine.sign medicine.all medicine.mesh"
diabetes,6,60,"noun.state disease medicine.sign medicine.all medicine.mesh"
manus,6,60,"noun.body anatomy disease medicine.sign medicine.mesh"
chromatography,6,59,"noun.process noun.artifact medicine.all medicine.mesh tool.artifact"
hemoglobin,6,59,"noun.substance disease medicine.sign medicine.all medicine.mesh"
mri,6,59,"noun.act disease medicine.sign medicine.all medicine.mesh"
translocation,6,59,"noun.process disease medicine.sign medicine.all medicine.mesh"
stature,6,58,"noun.state noun.attribute disease medicine.sign medicine.all"
acetamide,6,57,"noun.substance geology.mineral environment medicine.all medicine.mesh"
coronavirus,6,57,"noun.state disease medicine.sign medicine.all medicine.mesh"
ectoderm,6,57,"noun.animal anatomy disease environment medicine.all"
hydride,6,57,"noun.substance anatomy disease environment medicine.mesh"
diverticulum,6,56,"noun.state anatomy disease medicine.sign medicine.all"
dysgenesis,6,55,"noun.state disease medicine.sign medicine.all medicine.mesh"
burgdorferi,6,54,"noun.animal disease medicine.sign medicine.all medicine.mesh"
iia,6,54,"disease cell medicine.sign medicine.all medicine.mesh"
varnish,6,54,"noun.plant noun.artifact verb.contact environment medicine.mesh"
tuff,6,53,"noun.substance geology.rock environment medicine.mesh tool.artifact"
headgear,6,51,"noun.artifact medicine.all medicine.mesh tool.artifact clothing"
myeloma,6,51,"noun.state disease medicine.sign medicine.all medicine.mesh"
gastritis,6,50,"noun.state disease medicine.sign medicine.all medicine.mesh"
griseus,6,50,"noun.animal disease medicine.all medicine.mesh tool.artifact"
inositol,6,50,"noun.substance chemistry medicine.sign medicine.all medicine.mesh"
ligand,6,50,"noun.substance anatomy disease environment medicine.all"
diarrhea,6,49,"noun.state disease medicine.sign medicine.all medicine.mesh"
iib,6,49,"anatomy disease cell medicine.sign medicine.all"
plasmodium,6,49,"noun.animal disease medicine.sign medicine.all medicine.mesh"
propria,6,49,"anatomy disease cell medicine.sign medicine.all"
skiing,6,48,"noun.act noun.event medicine.mesh tool.artifact sport"
callosum,6,47,"noun.body anatomy disease medicine.sign medicine.all"
blight,6,46,"noun.animal noun.state verb.weather medicine.mesh tool.artifact"
hypothyroidism,6,46,"noun.state disease medicine.sign medicine.all medicine.mesh"
leakage,6,46,"noun.event medicine.sign medicine.all medicine.mesh physics.quantity"
sioux,6,46,"noun.object noun.person noun.location medicine.all medicine.mesh"
val,6,46,"noun.location adv.all cell medicine.all medicine.mesh"
formate,6,45,"anatomy disease chemistry medicine.all medicine.mesh"
galactose,6,45,"noun.substance disease medicine.sign medicine.all medicine.mesh"
narrative,6,45,"noun.act adj.all noun.communication medicine.all medicine.mesh"
pancreatitis,6,45,"noun.state disease medicine.sign medicine.all medicine.mesh"
transduction,6,44,"noun.process anatomy disease medicine.all medicine.mesh"
cartridge,6,43,"noun.artifact noun.substance noun.communication medicine.all tool.artifact"
reticulata,6,43,"noun.plant anatomy disease cell medicine.mesh"
nasopharynx,6,42,"noun.body anatomy disease medicine.sign medicine.all"
versicolor,6,42,"noun.plant noun.animal disease medicine.all medicine.mesh"
artillery,6,41,"noun.artifact noun.group noun.communication noun.act noun.plant"
buddhism,6,41,"noun.group noun.cognition medicine.all medicine.mesh tool.artifact"
clitoris,6,41,"noun.body anatomy disease medicine.sign medicine.all"
erythematosus,6,41,"noun.state disease medicine.sign medicine.all medicine.mesh"
punctata,6,41,"noun.animal noun.plant disease medicine.all medicine.mesh"
summary,6,41,"adj.all noun.communication noun.act medicine.all medicine.mesh"
urticaria,6,41,"noun.state disease medicine.sign medicine.all medicine.mesh"
betaine,6,40,"noun.substance anatomy disease medicine.all medicine.mesh"
grandis,6,40,"noun.plant noun.animal medicine.all medicine.mesh tool.artifact"
hydrocephalus,6,40,"noun.state disease medicine.sign medicine.all medicine.mesh"
keratosis,6,40,"noun.state disease medicine.sign medicine.all medicine.mesh"
mitomycin,6,40,"noun.artifact disease medicine.sign medicine.all medicine.mesh"
sinusitis,6,40,"noun.state disease medicine.sign medicine.all medicine.mesh"
leishmania,6,39,"noun.animal disease medicine.sign medicine.all medicine.mesh"
mortar,6,39,"noun.substance noun.artifact verb.contact noun.act medicine.all"
peptidase,6,39,"noun.substance disease medicine.sign medicine.all medicine.mesh"
wan,6,39,"noun.artifact adj.all verb.body medicine.all medicine.mesh"
archaeology,6,38,"noun.cognition medicine.mesh tool.artifact law agriculture"
biotin,6,38,"noun.substance disease medicine.sign medicine.all medicine.mesh"
endocarditis,6,38,"noun.state disease medicine.sign medicine.all medicine.mesh"
myxoma,6,38,"noun.state noun.animal disease medicine.sign medicine.all"
sacrum,6,38,"noun.body anatomy disease medicine.sign medicine.all"
americanum,6,37,"noun.plant noun.animal disease medicine.all medicine.mesh"
flavum,6,37,"noun.plant anatomy medicine.all medicine.mesh tool.artifact"
realism,6,37,"noun.cognition noun.group noun.artifact noun.attribute noun.state"
vaginalis,6,37,"noun.body anatomy disease medicine.all medicine.mesh"
catheter,6,36,"noun.artifact disease medicine.sign medicine.all medicine.mesh"
certification,6,36,"noun.act noun.communication medicine.all medicine.mesh tool.artifact"
championship,6,36,"noun.state noun.event noun.act tool.artifact sport"
designer,6,36,"noun.person noun.artifact medicine.all medicine.mesh tool.artifact"
keratitis,6,36,"noun.state disease medicine.sign medicine.all medicine.mesh"
mrs,6,36,"noun.communication noun.person medicine.sign medicine.all medicine.mesh"
mycobacterium,6,36,"noun.animal disease medicine.sign medicine.all medicine.mesh"
arthropathy,6,35,"noun.state disease medicine.sign medicine.all medicine.mesh"
astrocyte,6,35,"noun.body anatomy disease cell medicine.sign"
cava,6,35,"noun.body anatomy disease medicine.sign medicine.all"
coping,6,35,"noun.artifact medicine.all medicine.mesh tool.artifact agriculture"
disabilities,6,35,"disease medicine.all medicine.mesh tool.artifact sport"
europaea,6,35,"noun.plant noun.animal medicine.all medicine.mesh tool.artifact"
glucan,6,35,"anatomy disease environment medicine.sign medicine.all"
manure,6,35,"noun.substance verb.motion environment medicine.mesh tool.artifact"
modulator,6,35,"anatomy disease medicine.all medicine.mesh tool.artifact"
myositis,6,35,"noun.state disease medicine.sign medicine.all medicine.mesh"
nephritis,6,35,"noun.state disease medicine.sign medicine.all medicine.mesh"
phenol,6,35,"noun.substance anatomy disease medicine.all medicine.mesh"
purpura,6,35,"noun.state disease medicine.sign medicine.all medicine.mesh"
soprano,6,35,"noun.communication noun.person adj.all noun.attribute tool.artifact"
trachomatis,6,35,"noun.animal disease medicine.sign medicine.all medicine.mesh"
verrucosa,6,35,"noun.plant noun.animal medicine.all medicine.mesh tool.artifact"
volvulus,6,35,"noun.state disease medicine.sign medicine.all medicine.mesh"
yersinia,6,35,"noun.animal disease medicine.all medicine.mesh tool.artifact"
arteriosus,6,34,"noun.body anatomy disease medicine.sign medicine.all"
arteritis,6,34,"noun.state disease medicine.sign medicine.all medicine.mesh"
asthma,6,34,"noun.state disease medicine.sign medicine.all medicine.mesh"
cholesterol,6,34,"noun.substance disease medicine.sign medicine.all medicine.mesh"
eyeball,6,34,"noun.body verb.perception anatomy disease environment"
flask,6,34,"noun.artifact noun.quantity cell medicine.sign medicine.all"
uveitis,6,34,"noun.state disease medicine.sign medicine.all medicine.mesh"
alopecia,6,33,"noun.state disease medicine.sign medicine.all medicine.mesh"
clergy,6,33,"noun.act noun.group medicine.all medicine.mesh tool.artifact"
emphysema,6,33,"noun.state disease medicine.sign medicine.all medicine.mesh"
gigas,6,33,"noun.animal noun.plant medicine.all medicine.mesh tool.artifact"
glucosamine,6,33,"noun.substance anatomy chemistry medicine.all medicine.mesh"
majus,6,33,"noun.plant disease medicine.all medicine.mesh tool.artifact"
neuritis,6,33,"noun.state disease medicine.sign medicine.all medicine.mesh"
nodosa,6,33,"noun.state disease medicine.sign medicine.all medicine.mesh"
rickets,6,33,"noun.state disease medicine.sign medicine.all medicine.mesh"
rotavirus,6,33,"noun.animal disease medicine.sign medicine.all medicine.mesh"
staphylococcus,6,33,"noun.animal disease medicine.sign medicine.all medicine.mesh"
acidemia,6,32,"noun.state disease medicine.sign medicine.all medicine.mesh"
adenovirus,6,32,"noun.animal disease medicine.sign medicine.all medicine.mesh"
candidiasis,6,32,"noun.state disease medicine.sign medicine.all medicine.mesh"
erythema,6,32,"noun.state disease medicine.sign medicine.all medicine.mesh"
grinder,6,32,"noun.artifact noun.food noun.body noun.act noun.person"
histidine,6,32,"noun.substance disease medicine.sign medicine.all medicine.mesh"
mixer,6,32,"noun.artifact noun.group noun.food medicine.all medicine.mesh"
transaminase,6,32,"noun.substance disease chemistry medicine.sign medicine.all"
baroque,6,31,"adj.pert noun.time adj.all noun.attribute tool.artifact"
butanol,6,31,"noun.substance chemistry medicine.all medicine.mesh tool.artifact"
hypotension,6,31,"noun.state disease medicine.sign medicine.all medicine.mesh"
oklahoma,6,31,"noun.location medicine.all medicine.mesh tool.artifact law"
prosthesis,6,31,"noun.artifact disease medicine.all medicine.mesh tool.artifact"
scissors,6,31,"noun.artifact noun.act medicine.all medicine.mesh tool.artifact"
striata,6,31,"noun.plant noun.animal disease medicine.sign medicine.mesh"
virginiana,6,31,"noun.plant noun.animal medicine.all medicine.mesh tool.artifact"
asparagine,6,30,"noun.substance disease medicine.sign medicine.all medicine.mesh"
bathroom,6,30,"noun.artifact noun.substance environment medicine.all medicine.mesh"
calcaneus,6,30,"noun.body noun.state anatomy disease medicine.sign"
cerebri,6,30,"noun.body anatomy disease medicine.sign medicine.all"
cystitis,6,30,"noun.state disease medicine.sign medicine.all medicine.mesh"
cytotoxicity,6,30,"noun.quantity anatomy disease medicine.all medicine.mesh"
mediastinum,6,30,"noun.body anatomy disease medicine.sign medicine.all"
midbrain,6,30,"noun.body anatomy disease cell medicine.sign"
puberty,6,30,"noun.time disease medicine.sign medicine.all medicine.mesh"
slipper,6,30,"noun.plant noun.artifact noun.person adj.all tool.artifact"
cirrhosis,6,29,"noun.state disease medicine.sign medicine.all medicine.mesh"
eosinophilia,6,29,"noun.state disease medicine.sign medicine.all medicine.mesh"
hygiene,6,29,"noun.state noun.cognition medicine.all medicine.mesh tool.artifact"
laterality,6,29,"noun.cognition noun.attribute disease medicine.sign medicine.all"
mallet,6,29,"noun.artifact medicine.sign medicine.mesh tool.artifact music"
scanner,6,29,"noun.artifact noun.person medicine.all medicine.mesh tool.artifact"
stricture,6,29,"noun.state noun.communication disease medicine.sign medicine.all"
transfusion,6,29,"noun.act disease plant-part medicine.sign medicine.all"
builder,6,28,"noun.person noun.substance noun.cognition noun.act noun.animal"
fibrillation,6,28,"noun.state noun.act disease medicine.sign medicine.all"
integration,6,28,"noun.act medicine.sign medicine.all medicine.mesh agriculture"
luteum,6,28,"noun.body anatomy disease medicine.all medicine.mesh"
mesentery,6,28,"noun.body anatomy disease medicine.sign medicine.all"
myocarditis,6,28,"noun.state disease medicine.sign medicine.all medicine.mesh"
nephron,6,28,"noun.body anatomy disease cell medicine.sign"
protozoan,6,28,"noun.animal adj.pert disease medicine.sign medicine.mesh"
thyroiditis,6,28,"noun.state disease medicine.sign medicine.all medicine.mesh"
adipocyte,6,27,"anatomy disease cell medicine.sign medicine.all"
belgium,6,27,"noun.location medicine.all medicine.mesh law sport"
geography,6,27,"noun.cognition medicine.all medicine.mesh tool.artifact agriculture"
heparin,6,27,"noun.artifact disease medicine.sign medicine.all medicine.mesh"
keratinocyte,6,27,"anatomy disease cell medicine.sign medicine.all"
locomotive,6,27,"noun.artifact adj.pert noun.person medicine.all tool.artifact"
oropharynx,6,27,"noun.body anatomy disease medicine.sign medicine.all"
vest,6,27,"noun.artifact verb.social verb.possession verb.body tool.artifact"
arteriole,6,26,"noun.body anatomy disease cell medicine.sign"
donation,6,26,"noun.possession noun.act medicine.all medicine.mesh tool.artifact"
neisseria,6,26,"noun.animal disease medicine.sign medicine.all medicine.mesh"
neurotoxin,6,26,"noun.substance anatomy disease environment medicine.all"
pericarditis,6,26,"noun.state disease medicine.sign medicine.all medicine.mesh"
peritonitis,6,26,"noun.state disease medicine.sign medicine.all medicine.mesh"
radiography,6,26,"noun.process noun.act medicine.all medicine.mesh tool.artifact"
rhinitis,6,26,"noun.state disease medicine.sign medicine.all medicine.mesh"
speaker,6,26,"noun.person noun.artifact noun.cognition medicine.all tool.artifact"
strabismus,6,26,"noun.state disease medicine.sign medicine.all medicine.mesh"
turcica,6,26,"anatomy disease medicine.sign medicine.all medicine.mesh"
variability,6,26,"noun.attribute quality environment medicine.sign medicine.all"
accelerator,6,25,"noun.artifact noun.substance medicine.all medicine.mesh tool.artifact"
ascites,6,25,"noun.state disease medicine.sign medicine.all medicine.mesh"
benign,6,25,"adj.all noun.state disease medicine.sign medicine.all"
biogenesis,6,25,"noun.process noun.act anatomy disease medicine.all"
contusion,6,25,"noun.state noun.act disease medicine.sign medicine.all"
cyanobacteria,6,25,"noun.animal environment medicine.all medicine.mesh tool.artifact"
dwarfism,6,25,"noun.state disease medicine.sign medicine.all medicine.mesh"
fontanelle,6,25,"noun.body anatomy disease medicine.sign medicine.all"
furo,6,25,"anatomy disease chemistry medicine.all medicine.mesh"
guanosine,6,25,"noun.substance environment medicine.sign medicine.all medicine.mesh"
lymphadenitis,6,25,"noun.state disease medicine.sign medicine.all medicine.mesh"
meninges,6,25,"noun.body anatomy disease medicine.all medicine.mesh"
osteoblast,6,25,"noun.body anatomy disease cell medicine.all"
overgrowth,6,25,"noun.state noun.attribute disease medicine.sign medicine.all"
pendant,6,25,"adj.all noun.artifact medicine.all tool.artifact music"
stomatitis,6,25,"noun.state disease medicine.sign medicine.all medicine.mesh"
thymidine,6,25,"noun.substance chemistry medicine.sign medicine.all medicine.mesh"
cytidine,6,24,"noun.substance chemistry medicine.sign medicine.all medicine.mesh"
glutathione,6,24,"noun.substance disease medicine.sign medicine.all medicine.mesh"
guidelines,6,24,"environment medicine.all medicine.mesh tool.artifact law"
intercourse,6,24,"noun.act verb.contact noun.communication medicine.all medicine.mesh"
predisposition,6,24,"noun.state noun.cognition noun.attribute disease medicine.all"
pyrimidine,6,24,"noun.substance disease chemistry medicine.sign medicine.all"
railway,6,24,"noun.act noun.artifact noun.person environment tool.artifact"
restrictions,6,24,"medicine.all medicine.mesh tool.artifact law agriculture"
sinusoid,6,24,"noun.body noun.shape anatomy disease cell"
textiles,6,24,"medicine.sign medicine.mesh tool.artifact clothing agriculture"
uvula,6,24,"noun.body anatomy disease medicine.sign medicine.all"
aquaculture,6,23,"noun.act environment medicine.mesh tool.artifact agriculture"
felis,6,23,"noun.animal disease medicine.all medicine.mesh tool.artifact"
idiopathic,6,23,"adj.pert noun.state disease medicine.sign medicine.all"
imagery,6,23,"noun.cognition medicine.sign medicine.all medicine.mesh tool.artifact"
impedance,6,23,"noun.phenomenon medicine.all medicine.mesh physics.quantity tool.artifact"
infertility,6,23,"noun.state disease medicine.sign medicine.all medicine.mesh"
linguistics,6,23,"noun.cognition noun.group medicine.mesh tool.artifact agriculture"
processor,6,23,"noun.artifact noun.communication noun.group noun.person medicine.all"
vacuole,6,23,"noun.body anatomy disease cell medicine.sign"
autosomal,6,22,"adj.pert noun.state disease medicine.sign medicine.all"
eskimo,6,22,"noun.communication noun.person noun.animal medicine.all medicine.mesh"
hickory,6,22,"noun.person noun.plant noun.food medicine.all medicine.mesh"
protector,6,22,"noun.person noun.artifact medicine.all medicine.mesh tool.artifact"
tetrachloride,6,22,"noun.substance noun.artifact medicine.all medicine.mesh tool.artifact"
turner,6,22,"noun.person noun.artifact disease medicine.all medicine.mesh"
veneer,6,22,"noun.artifact verb.contact medicine.all medicine.mesh tool.artifact"
amidase,6,21,"anatomy disease environment medicine.all medicine.mesh"
anthropology,6,21,"noun.cognition noun.group medicine.all medicine.mesh tool.artifact"
dentistry,6,21,"noun.cognition noun.group medicine.all medicine.mesh tool.artifact"
hydroxyproline,6,21,"noun.substance disease medicine.sign medicine.all medicine.mesh"
mannose,6,21,"disease chemistry medicine.sign medicine.all medicine.mesh"
mexicanum,6,21,"noun.animal anatomy disease medicine.mesh tool.artifact"
osteomyelitis,6,21,"noun.state disease medicine.sign medicine.all medicine.mesh"
paresis,6,21,"noun.state disease medicine.sign medicine.all medicine.mesh"
ribbons,6,21,"verb.competition geology.structure tool.artifact sport clothing"
scleroderma,6,21,"noun.plant noun.state disease medicine.sign medicine.all"
ulceration,6,21,"noun.state noun.process disease medicine.sign medicine.all"
violin,6,21,"noun.artifact noun.group noun.act noun.person tool.artifact"
albinism,6,20,"noun.state disease medicine.sign medicine.all medicine.mesh"
alder,6,20,"noun.plant noun.state noun.animal medicine.all medicine.mesh"
angioma,6,20,"noun.state disease medicine.sign medicine.all medicine.mesh"
bearer,6,20,"noun.location noun.group noun.person noun.possession noun.animal"
biomarker,6,20,"disease environment medicine.sign medicine.all medicine.mesh"
caudata,6,20,"noun.animal anatomy disease medicine.mesh tool.artifact"
cholecystitis,6,20,"noun.state disease medicine.sign medicine.all medicine.mesh"
coxa,6,20,"noun.body anatomy disease medicine.sign medicine.all"
dismutase,6,20,"noun.substance medicine.sign medicine.all medicine.mesh tool.artifact"
endocardium,6,20,"noun.body anatomy disease medicine.sign medicine.all"
glomerulus,6,20,"noun.body anatomy disease medicine.sign medicine.all"
irregularity,6,20,"noun.attribute noun.act noun.state disease medicine.sign"
lanceolata,6,20,"noun.plant noun.animal medicine.all medicine.mesh tool.artifact"
perfringens,6,20,"noun.substance noun.animal disease medicine.all medicine.mesh"
proteinuria,6,20,"noun.state disease medicine.sign medicine.all medicine.mesh"
setter,6,20,"noun.animal noun.artifact noun.person noun.state medicine.all"
sludge,6,20,"noun.substance disease environment medicine.all medicine.mesh"
vermis,6,20,"noun.body anatomy disease medicine.sign medicine.all"
wreath,6,20,"noun.plant noun.artifact noun.communication medicine.all tool.artifact"
xylene,6,20,"noun.substance environment medicine.all medicine.mesh tool.artifact"
microbiology,5,9677,"noun.cognition medicine.all medicine.mesh tool.artifact agriculture"
epidemiology,5,5549,"noun.cognition medicine.all medicine.mesh tool.artifact agriculture"
etiology,5,5112,"noun.event noun.cognition disease medicine.all medicine.mesh"
abnormalities,5,1795,"disease medicine.sign medicine.all medicine.mesh agriculture"
adenocarcinoma,5,916,"noun.state disease medicine.sign medicine.all medicine.mesh"
anhydrous,5,433,"adj.all noun.substance medicine.all medicine.mesh tool.artifact"
monohydrate,5,408,"noun.substance chemistry medicine.all medicine.mesh tool.artifact"
synthase,5,310,"disease chemistry medicine.sign medicine.all medicine.mesh"
subtilis,5,307,"noun.animal disease medicine.all medicine.mesh agriculture"
meningioma,5,245,"noun.state disease medicine.sign medicine.all medicine.mesh"
ene,5,244,"noun.relation disease chemistry medicine.all medicine.mesh"
lactone,5,207,"noun.substance disease medicine.sign medicine.all medicine.mesh"
copolymer,5,206,"noun.substance environment medicine.all medicine.mesh tool.artifact"
diphosphate,5,205,"noun.substance disease chemistry medicine.all medicine.mesh"
fumarate,5,204,"disease chemistry medicine.sign medicine.all medicine.mesh"
sativa,5,196,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
methacrylate,5,195,"noun.substance disease medicine.all medicine.mesh tool.artifact"
edema,5,179,"noun.state disease medicine.sign medicine.all medicine.mesh"
falciparum,5,174,"disease medicine.sign medicine.all medicine.mesh agriculture"
succinate,5,166,"disease medicine.sign medicine.all medicine.mesh agriculture"
teratoma,5,148,"noun.state disease medicine.sign medicine.all medicine.mesh"
hallux,5,146,"noun.body disease medicine.sign medicine.all medicine.mesh"
myopathy,5,145,"noun.state disease medicine.sign medicine.all medicine.mesh"
typhimurium,5,144,"noun.animal disease medicine.all medicine.mesh agriculture"
dysfunction,5,139,"noun.state disease medicine.sign medicine.all medicine.mesh"
sulcus,5,137,"noun.body anatomy disease medicine.all medicine.mesh"
neoplasia,5,136,"noun.process disease medicine.sign medicine.all medicine.mesh"
glioma,5,134,"noun.state disease medicine.sign medicine.all medicine.mesh"
spectroscopy,5,130,"noun.act medicine.all medicine.mesh tool.artifact agriculture"
oxime,5,127,"noun.substance chemistry medicine.all medicine.mesh agriculture"
leiomyosarcoma,5,126,"noun.state disease medicine.sign medicine.all medicine.mesh"
sulfoxide,5,125,"medicine.sign medicine.all medicine.mesh tool.artifact agriculture"
disulfide,5,124,"noun.substance disease medicine.all medicine.mesh tool.artifact"
lys,5,121,"noun.artifact chemistry medicine.all medicine.mesh tool.artifact"
abscess,5,120,"noun.state disease medicine.sign medicine.all medicine.mesh"
leiomyoma,5,117,"noun.state disease medicine.sign medicine.all medicine.mesh"
liposarcoma,5,112,"noun.state disease medicine.sign medicine.all medicine.mesh"
arg,5,111,"disease chemistry medicine.all medicine.mesh tool.artifact"
amplification,5,110,"noun.act noun.attribute medicine.sign medicine.all medicine.mesh"
sclerosis,5,103,"noun.state disease medicine.sign medicine.all medicine.mesh"
sulfonamide,5,103,"noun.artifact disease chemistry medicine.all medicine.mesh"
benzoate,5,99,"noun.substance disease chemistry medicine.all medicine.mesh"
