name,kind,proposal,from
Sediment,rock,accumulate thing,echo
Selenite,rock,maria glass,echo
Semipelite,rock,rock metasedimentary,gloss
Semipelite,rock,composed metasedimentary,gloss
Semipelite,rock,largely metasedimentary,gloss
Serpentinite,rock,meta rock,gloss
Serpentinite,rock,ultramafic rock,gloss
Serpentinite,rock,dominant rock,gloss
Serpentinite,rock,snake line cliff,echo
Serpentinite,rock,andesitic rock,sibling
Serpentinite,rock,anorthositic rock,sibling
Sewage,rock,filthy water,echo
Sewage,rock,down water,echo
Shells [UDCS-X],rock,superficial natural,gloss
Shells [UDCS-X],rock,deposit natural,gloss
Shells [UDCS-X],rock,original natural,gloss
Silcrete,rock,silicate conglomerate,gloss
Silcrete,rock,sand conglomerate,gloss
Silcrete,rock,gravel conglomerate,gloss
Silcrete,rock,andesite sandstone conglomerate,sibling
Silcrete,rock,breccia conglomerate,sibling
Silcrete,rock,feldspathic arenite conglomerate,sibling
Silt,rock,dust soil,echo
Silt,rock,mud sand,echo
Silt,rock,powder pebbles,echo
Silt,rock,sink mud,echo
Silt [UDCS],rock,superficial natural,gloss
Silt [UDCS],rock,deposit natural,gloss
Silt [UDCS],rock,civil natural,gloss
Siltstone,rock,research mudstone,gloss
Siltstone,rock,report mudstone,gloss
Siltstone,rock,silicate mudstone,gloss
Siltstone,rock,ankerite mudstone,sibling
Siltstone,rock,aragonite mudstone,sibling
Siltstone,rock,bituminous mudstone,sibling
Sinter,rock,rock siliceous,gloss
Sinter,rock,composed siliceous,gloss
Sinter,rock,white siliceous,gloss
Sinter,rock,spring flowery,echo
Sinter,rock,burn tie,echo
Skarn,rock,metasomatic rock,gloss
Skarn,rock,many rock,gloss
Skarn,rock,result rock,gloss
Skarn,rock,andesitic rock,sibling
Skarn,rock,anorthositic rock,sibling
Slate,rock,rock metamorphic,gloss
Slate,rock,protolith metamorphic,gloss
Slate,rock,based metamorphic,gloss
Slate,rock,plank cliff,echo
Slate,rock,stone plank,echo
Slate,rock,page cliff,echo
Slate,rock,rock painting,echo
Slate,rock,schist flagstone,echo
Soil,rock,earth material,echo
Spessartite,rock,rock lamprophyre,gloss
Spessartite,rock,plagioclase lamprophyre,gloss
Spessartite,rock,dominant lamprophyre,gloss
Spessartite,rock,biotite lamprophyre,sibling
Spessartite,rock,foliated lamprophyre,sibling
Spessartite,rock,foliated biotite lamprophyre,sibling
Spiculite,rock,rock siliceous,gloss
Spiculite,rock,composed siliceous,gloss
Spiculite,rock,sponge siliceous,gloss
Syenite,rock,syenitic rock,gloss
Syenite,rock,coarse rock,gloss
Syenite,rock,grained rock,gloss
Syenite,rock,andesitic rock,sibling
Syenite,rock,anorthositic rock,sibling
Syenogranite,rock,rock granite,gloss
Syenogranite,rock,coarse granite,gloss
Syenogranite,rock,grained granite,gloss
Syenogranite,rock,alkali granite,sibling
Syenogranite,rock,alkali feldspar granite,sibling
Syenogranite,rock,biotite granite,sibling
Telaginite,rock,organic sapropelite,gloss
Telaginite,rock,matter sapropelite,gloss
Telaginite,rock,present sapropelite,gloss
Tephrite,rock,tephritic rock,gloss
Tephrite,rock,name rock,gloss
Tephrite,rock,fine rock,gloss
Tephrite,rock,andesitic rock,sibling
Tephrite,rock,anorthositic rock,sibling
Tephrite (TAS),rock,tephritic rock,gloss
Tephrite (TAS),rock,total rock,gloss
Tephrite (TAS),rock,alkali rock,gloss
Tephrite (TAS),rock,andesitic rock,sibling
Tephrite (TAS),rock,anorthositic rock,sibling
Tonalite,rock,granitic rock,gloss
Tonalite,rock,coarse rock,gloss
Tonalite,rock,grained rock,gloss
Tonalite,rock,andesitic rock,sibling
Tonalite,rock,anorthositic rock,sibling
Tonstein,rock,aluminium monomineralic,gloss
Tonstein,rock,silicate monomineralic,gloss
Tonstein,rock,sedimentary monomineralic,gloss
Trachyandesite,rock,trachytic rock,gloss
Trachyandesite,rock,total rock,gloss
Trachyandesite,rock,alkali rock,gloss
Trachyandesite,rock,andesitic rock,sibling
Trachyandesite,rock,anorthositic rock,sibling
Trachybasalt,rock,trachytic rock,gloss
Trachybasalt,rock,total rock,gloss
Trachybasalt,rock,alkali rock,gloss
Trachybasalt,rock,andesitic rock,sibling
Trachybasalt,rock,anorthositic rock,sibling
Trachydacite,rock,trachytic rock,gloss
Trachydacite,rock,total rock,gloss
Trachydacite,rock,alkali rock,gloss
Trachydacite,rock,andesitic rock,sibling
Trachydacite,rock,anorthositic rock,sibling
Trachyte,rock,trachytic rock,gloss
Trachyte,rock,name rock,gloss
Trachyte,rock,fine rock,gloss
Trachyte,rock,rough face cliff,echo
Trachyte,rock,andesitic rock,sibling
Trachyte,rock,anorthositic rock,sibling
Trachyte (TAS),rock,trachytic rock,gloss
Trachyte (TAS),rock,total rock,gloss
Trachyte (TAS),rock,alkali rock,gloss
Trachyte (TAS),rock,andesitic rock,sibling
Trachyte (TAS),rock,anorthositic rock,sibling
Troctolite,rock,rock gabbro,gloss
Troctolite,rock,plagioclase gabbro,gloss
Troctolite,rock,pyroxene gabbro,gloss
Troctolite,rock,analcime gabbro,sibling
Troctolite,rock,biotite gabbro,sibling
Troctolite,rock,biotite metaquartz gabbro,sibling
Tufa,rock,deposit chemical,gloss
Tufa,rock,natural chemical,gloss
Tufa,rock,superficial chemical,gloss
Tufa,rock,calcium flowery,echo
Tuff,rock,pyroclastic rock,gloss
Tuff,rock,average rock,gloss
Tuff,rock,size rock,gloss
Tuff,rock,coagulate ashes cliff,echo
Tuff,rock,andesitic rock,sibling
Tuff,rock,anorthositic rock,sibling
Tuffisite,rock,intrusion breccia,gloss
Tuffisite,rock,brecciated breccia,gloss
Tuffisite,rock,country breccia,gloss
Tuffisite,rock,ash breccia,sibling
Tuffisite,rock,basaltic metavolcaniclastic breccia,sibling
Tuffisite,rock,basaltic pyroclastic breccia,sibling
Tuffite,rock,igneous volcaniclastic,gloss
Tuffite,rock,rock volcaniclastic,gloss
Tuffite,rock,sediment volcaniclastic,gloss
Ultracataclasite,rock,cataclastic rock,gloss
Ultracataclasite,rock,fragments rock,gloss
Ultracataclasite,rock,matrix rock,gloss
Ultracataclasite,rock,andesitic rock,sibling
Ultracataclasite,rock,anorthositic rock,sibling
Ultramafitite,rock,rock mafite,gloss
Ultramafitite,rock,fine mafite,gloss
Ultramafitite,rock,grained mafite,gloss
Ultramafitite,rock,chlorite actinolite mafite,sibling
Ultramylonite,rock,mylonitic rock,gloss
Ultramylonite,rock,porphyroclasts rock,gloss
Ultramylonite,rock,comprise rock,gloss
Ultramylonite,rock,andesitic rock,sibling
Ultramylonite,rock,anorthositic rock,sibling
Uranium (vein),rock,rock vein,gloss
Uranium (vein),rock,pyritic rock vein,sibling
Vitrain,rock,bituminous coal,gloss
Vitrain,rock,black coal,gloss
Vitrain,rock,glassy coal,gloss
Vitrain,rock,banded bright coal,sibling
Vitrain,rock,banded coal,sibling
Vitrain,rock,banded dull coal,sibling
Vogesite,rock,rock lamprophyre,gloss
Vogesite,rock,orthoclase lamprophyre,gloss
Vogesite,rock,dominant lamprophyre,gloss
Vogesite,rock,biotite lamprophyre,sibling
Vogesite,rock,foliated lamprophyre,sibling
Vogesite,rock,foliated biotite lamprophyre,sibling
Void,rock,empty white,echo
Void,rock,false empty,echo
Wacke,rock,silicate sandstone,gloss
Wacke,rock,rock sandstone,gloss
Wacke,rock,have sandstone,gloss
Wacke,rock,andesitic metavolcaniclastic sandstone,sibling
Wacke,rock,andesitic volcaniclastic sandstone,sibling
Wacke,rock,basaltic lava sandstone,sibling
Websterite,rock,orthopyroxene pyroxenite,gloss
Websterite,rock,clinopyroxene pyroxenite,gloss
Websterite,rock,present pyroxenite,gloss
Websterite,rock,biotite pyroxenite,sibling
Websterite,rock,hornblende pyroxenite,sibling
Websterite,rock,olivine hornblende pyroxenite,sibling
Wehrlite,rock,pyroxene peridotite,gloss
Wehrlite,rock,rock peridotite,gloss
Wehrlite,rock,olivine peridotite,gloss
Wehrlite,rock,feldspathic peridotite,sibling
Wehrlite,rock,garnet peridotite,sibling
Wehrlite,rock,garnet bearing peridotite,sibling
Wood,rock,deposit artificial,gloss
Wood,rock,when artificial,gloss
Wood,rock,context artificial,gloss
Wood,rock,tree head,echo
Wood,rock,tree material,echo
Wood,rock,neck ash,echo
Wood,rock,tree medium,echo
Wood,rock,tree racket,echo
Zinc (vein),rock,rock vein,gloss
Zinc (vein),rock,pyritic rock vein,sibling
anhydrite,rock,hard stone grease,echo
carbonate,rock,charcoal tart salt,echo
dolomite,rock,pure clouds stone,echo
drift,rock,flat alley,echo
drift,rock,slip unborn child,echo
drift,rock,float park,echo
drift,rock,float flow,echo
drift,rock,float swim,echo
drift,rock,float change place,echo
drift,rock,float change,echo
drift,rock,whirlwind change place,echo
evaporite,rock,steam issue cliff,echo
granulite,rock,pure grain cliff,echo
greensand,rock,life sand,echo
grit,rock,pebbles gravel,echo
grit,rock,rough pebbles,echo
grit,rock,sink sand,echo
igneous,rock,fire completed,echo
igneous,rock,issue hot nature,echo
laterite,rock,red soil,echo
loess,rock,yellow soil,echo
mafic,rock,bitter iron matter,echo
marl,rock,mud ashes cliff,echo
pumice,rock,pop stone,echo
pumice,rock,float cliff,echo
pumice,rock,float stone,echo
pumice,rock,light stone,echo
shale,rock,mud plank cliff,echo
shale,rock,page cliff,echo
shale,rock,blood cancer,echo
siderite,rock,freeze spar,echo
siderite,rock,iron meteorite,echo
siderite,rock,bandage rite,echo
tar,rock,burned oil,echo
till,rock,plow seed,echo
travertine,rock,lukewarm spring flowery,echo
Adamellite,rock,monzonite quartz,gloss
Adamellite,rock,milky quartz,sibling
Adamellite,rock,rose quartz,sibling
Adamellite,rock,shocked quartz,sibling
Borolanite,rock,syenite nepheline,gloss
Borolanite,rock,barium nepheline,sibling
Kenyte,rock,found phonolite,gloss
Kenyte,rock,mount phonolite,gloss
Kenyte,rock,found mount phonolite,gloss
Kenyte,rock,metatephri phonolite,sibling
Kenyte,rock,metatephritic phonolite,sibling
Kenyte,rock,tephri phonolite,sibling
Minette (ore),rock,biotite lamprophyre,sibling
Minette (ore),rock,foliated lamprophyre,sibling
Minette (ore),rock,foliated biotite lamprophyre,sibling
Soapstone,rock,freeze stone,echo
Soapstone,rock,fat stone,echo
Taconite,rock,horn cliff,echo
anticline,structure,back slanting,echo
cleavage,structure,breast ditch,echo
cleavage,structure,wave crack,echo
cleavage,structure,breast groove,echo
cleavage,structure,loosen reason,echo
cleavage,structure,breast interval,echo
cleavage,structure,cut apart initiate,echo
cleavage,structure,initiate split,echo
cleavage,structure,breast furrow,echo
contact,structure,connect tie,echo
contact,structure,cut dot,echo
contact,structure,catch dot,echo
contact,structure,mutual receive,echo
contact,structure,connect attach,echo
contact,structure,join enmesh service,echo
contact,structure,join attach,echo
dike,structure,cliff blood vessels,echo
enclave,structure,fly earth,echo
fault,structure,pass wrong,echo
fault,structure,evil injure,echo
fault,structure,sever layer,echo
fault,structure,disobey lose,echo
fault,structure,cross lose,echo
fault,structure,wrong place,echo
fault,structure,wrong lose,echo
fold,structure,break off pile,echo
fold,structure,break off wrinkles,echo
fold,structure,break off rise,echo
fold,structure,cover signboard,echo
fold,structure,sheep discard,echo
fold,structure,pleat scar,echo
fold,structure,pleat wrinkles,echo
fold,structure,sheep small house,echo
foliation,structure,peel reason,echo
foliation,structure,issue leaf,echo
foliation,structure,leaf reason,echo
foliation,structure,life leaf,echo
fracture,structure,sever split,echo
fracture,structure,sever mouth,echo
fracture,structure,break break off,echo
fracture,structure,bone break off,echo
fracture,structure,gorge temple,echo
fracture,structure,gorge temple award,echo
fracture,structure,bone break,echo
joint,structure,off knot,echo
joint,structure,tie dot,echo
joint,structure,door bolt knot,echo
joint,structure,skeleton knot,echo
joint,structure,look earth,echo
joint,structure,knot reason,echo
joint,structure,continue look,echo
joint,structure,frontier pass knot,echo
schistosity,structure,slice reason,echo
sill,structure,earth piece,echo
sill,structure,vessel log,echo
syncline,structure,toward slanting,echo
vein,structure,quiet blood vessels,echo
vein,structure,silent blood vessels,echo
vein,structure,still pulse,echo
vein,structure,leaf blood vessel,echo
xenolith,structure,arrest obtain cliff,echo
