name_code,latin,chinese,pinyin,literal,tune,from,half,open,said_genus,said_species
T20171000066416,"Aesculus tsiangii","七叶树属小果七叶树","qī yè shù shǔ xiǎo guǒ qī yè shù","seven + leaf | small + fruit","heqlif smolfrut","chinese","","","heqlif","smolfrut"
T20171000066417,"Aesculus turbinata","七叶树属日本七叶树","qī yè shù shǔ rì běn qī yè shù","seven + leaf | conical","heqlif soft","latin","","","heqlif","soft"
T20171000066422,"Aesculus wangii","七叶树属云南七叶树","qī yè shù shǔ yún nán qī yè shù","seven + leaf | cloud + south","heqlif klaudlut","chinese","","","heqlif","klaudlut"
T20171000066426,"Allophylus caudatus","异木患属波叶异木患","yì mù huàn shǔ bō yè yì mù huàn","foreign | tailed","Coif kaix","latin","","","Coif","kaix"
T20171000066427,"Allophylus chartaceus","异木患属大叶异木患","yì mù huàn shǔ dà yè yì mù huàn","foreign | papyraceous","Coif snac","latin","","","Coif","snac"
T20171000066430,"Allophylus cobbe","异木患属","yì mù huàn shǔ","foreign","","latin","Coif","","Coif",""
T20171000066431,"Allophylus dimorphus","异木患属五叶异木患","yì mù huàn shǔ wǔ yè yì mù huàn","foreign | five + leaf","Coif tenlif","chinese","","dimorphic","Coif","tenlif"
T20171000066432,"Allophylus hirsutus","异木患属云南异木患","yì mù huàn shǔ yún nán yì mù huàn","foreign | bristly","Coif zukt","latin","","","Coif","zukt"
T20171000066434,"Allophylus longipes","异木患属长柄异木患","yì mù huàn shǔ cháng bǐng yì mù huàn","foreign | long-legged","Coif loqleg","latin","","","Coif","loqleg"
T20171000066435,"Allophylus petelotii","异木患属广西异木患","yì mù huàn shǔ guǎng xī yì mù huàn","foreign | wide + west","Coif puqweb","chinese","","","Coif","puqweb"
T20171000066436,"Allophylus repandifolius","异木患属单叶异木患","yì mù huàn shǔ dān yè yì mù huàn","foreign | creeping + Gallic tribe + leaf","Coif nandvoiClif","latin","","","Coif","nandvoiClif"
T20171000066437,"Allophylus timorensis","异木患属海滨异木患","yì mù huàn shǔ hǎi bīn yì mù huàn","foreign | sea + beach","Coif moCbitx","chinese","","","Coif","moCbitx"
T20171000066439,"Allophylus viridis","异木患属异木患","yì mù huàn shǔ yì mù huàn","foreign | verdant","Coif faiqk","latin","","","Coif","faiqk"
T20171000066441,"Amesiodendron chinense","细子龙属细子龙","xì zǐ lóng shǔ xì zǐ lóng","shovel + water parsley + tree | middle + land","slemwotsnartok modland","latin","","","slemwotsnartok","modland"
T20171000066446,"Arytera littoralis","滨木患属滨木患","bīn mù huàn shǔ bīn mù huàn","ladle | shore + lawsuit","xizlspun laixfipfaf","latin","","","xizlspun","laixfipfaf"
T20171000066452,"Cardiospermum halicacabum","倒地铃属倒地铃","dǎo dì líng shǔ dǎo dì líng","heart + seed | wheat + measure","nafsid xaizbgim","latin","","","nafsid","xaizbgim"
T20171000066457,"Delavaya toxocarpa","茶条木属茶条木","chá tiáo mù shǔ chá tiáo mù","tea + stripe + tree | poison + fruit","xaibjaictok tazfrut","chinese","","","xaibjaictok","tazfrut"
T20171000066460,"Dimocarpus confinis","龙眼属龙荔","lóng yǎn shǔ lóng lì","fear + fruit | adjoining","viflfrut tarn","latin","","","viflfrut","tarn"
T20171000066462,"Dimocarpus fumatus","龙眼属","lóng yǎn shǔ","fear + fruit | smoking","viflfrut smok","latin","","","viflfrut","smok"
T20171000066463,"Dimocarpus longan","龙眼属龙眼","lóng yǎn shǔ lóng yǎn","fear + fruit | far + agent","viflfrut fadgaq","latin","","","viflfrut","fadgaq"
T20171000066467,"Dimocarpus yunnanensis","龙眼属滇龙眼","lóng yǎn shǔ diān lóng yǎn","fear + fruit | cloud + south","viflfrut klaudlut","latin","","","viflfrut","klaudlut"
T20171000066470,"Dipteronia dyeriana","金钱槭属云南金钱槭","jīn qián qì shǔ yún nán jīn qián qì","two-winged + daughter | cloud + south","nocdozdes klaudlut","chinese","","","nocdozdes","klaudlut"
T20171000066472,"Dipteronia sinensis","金钱槭属金钱槭","jīn qián qì shǔ jīn qián qì","two-winged + daughter | middle + land","nocdozdes modland","latin","","","nocdozdes","modland"
T20171000066477,"Dodonaea viscosa","车桑子属车桑子","chē sāng zǐ shǔ chē sāng zǐ","cart + mulberry + seed | sticky","yoflfrulsid xeC","chinese","","","yoflfrulsid","xeC"
T20171000066480,"Eurycorymbus cavaleriei","伞花木属伞花木","sǎn huā mù shǔ sǎn huā mù","wide + masthead | hollow + Aléria","puqzarghed rezg","latin","","","puqzarghed","rezg"
T20171000066484,"Handeliodendron bodinieri","掌叶木属掌叶木","zhǎng yè mù shǔ zhǎng yè mù","palm of hand + leaf + tree","xaumnizhandliftok","chinese","","","xaumnizhandliftok",""
T20171000066487,"Harpullia cupanioides","假山椤属假山椤","jiǎ shān luó shǔ jiǎ shān luó","false + mountain + tree | vat + not","cetmantok xaigdfiz","chinese","","","cetmantok","xaigdfiz"
T20171000066489,"Koelreuteria bipinnata","栾属复羽叶栾","luán shǔ fù yǔ yè luán","return + feather + leaf + name of tree","xuvxaislif","chinese","","","","kotx"
T20171000066494,"Koelreuteria elegans","栾属","luán shǔ","ear of grain + beautiful + name of tree","nulnizgrenhaj","chinese","","","","cand"
T20171000066497,"Koelreuteria paniculata","栾属栾","luán shǔ luán","panicle","","latin","xaflspred","","","xaflspred"
T20171000066503,"Lepisanthes basicardia","鳞花木属心叶鳞花木","lín huā mù shǔ xīn yè lín huā mù","scale + flower + s | basal","kijlxaf bes","latin","","","kijlxaf","bes"
T20171000066504,"Lepisanthes browniana","鳞花木属大叶鳞花木","lín huā mù shǔ dà yè lín huā mù","scale + flower + s | big + leaf","kijlxaf biglif","chinese","","","kijlxaf","biglif"
T20171000066505,"Lepisanthes cauliflora","鳞花木属茎花赤才","lín huā mù shǔ jīng huā chì cái","scale + flower + s | stem + flower","kijlxaf xaf","latin","","","kijlxaf","xaf"
T20171000066507,"Lepisanthes hainanensis","鳞花木属鳞花木","lín huā mù shǔ lín huā mù","scale + flower + s | sea + south","kijlxaf moClut","latin","","","kijlxaf","moClut"
T20171000066508,"Lepisanthes oligophylla","鳞花木属赛木患","lín huā mù shǔ sài mù huàn","scale + flower + s | few + leaf","kijlxaf cemlif","latin","","","kijlxaf","cemlif"
T20171000066513,"Lepisanthes rubiginosa","鳞花木属赤才","lín huā mù shǔ chì cái","scale + flower + s | Rubi + terrestrial","kijlxaf pum","latin","","","kijlxaf","pum"
T20171000066516,"Lepisanthes senegalensis","鳞花木属滇赤才","lín huā mù shǔ diān chì cái","yunnan province + red + talent","gaiskspicredcut","chinese","","","kijlxaf",""
T20171000066521,"Lepisanthes unilocularis","鳞花木属爪耳木","lín huā mù shǔ zhǎo ěr mù","scale + flower + s | one + small place","kijlxaf medsmolpak","latin","","","kijlxaf","medsmolpak"
T20171000066524,"Litchi chinensis","荔枝属荔枝","lì zhī shǔ lì zhī","shore + Chian wine | middle + land","laixdaiC modland","latin","","","laixdaiC","modland"
T20171000066528,"Mischocarpus hainanensis","柄果木属海南柄果木","bǐng guǒ mù shǔ hǎi nán bǐng guǒ mù","stalk + fruit | sea + south","stokfrut moClut","latin","","","stokfrut","moClut"
T20171000066529,"Mischocarpus pentapetalus","柄果木属褐叶柄果木","bǐng guǒ mù shǔ hè yè bǐng guǒ mù","stalk + fruit | five + leafless","stokfrut tenlif","latin","","","stokfrut","tenlif"
T20171000066534,"Mischocarpus sundaicus","柄果木属柄果木","bǐng guǒ mù shǔ bǐng guǒ mù","stalk + fruit | together + hostile","stokfrut wezoif","latin","","","stokfrut","wezoif"
T20171000066536,"Nephelium chryseum","韶子属韶子","sháo zǐ shǔ sháo zǐ","nebula | golden","twib gum","latin","","","twib","gum"
T20171000066537,"Nephelium lappaceum","韶子属红毛丹","sháo zǐ shǔ hóng máo dān","nebula | burdock + soft","twib xosksaft","latin","","","twib","xosksaft"
T20171000066538,"Nephelium topengii","韶子属海南韶子","sháo zǐ shǔ hǎi nán sháo zǐ","nebula | sour + old + ant","twib lausfedfaux","folk","","","twib","lausfedfaux"
T20171000066542,"Paranephelium hainanense","假韶子属海南假韶子","jiǎ sháo zǐ shǔ hǎi nán jiǎ sháo zǐ","beside + nebula | sea + south","yauztwib moClut","latin","","","yauztwib","moClut"
T20171000066543,"Paranephelium hystrix","假韶子属云南假韶子","jiǎ sháo zǐ shǔ yún nán jiǎ sháo zǐ","beside + nebula | porcupine","yauztwib snuc","latin","","","yauztwib","snuc"
T20171000066545,"Pavieasia kwangsiensis","檀栗属广西檀栗","tán lì shǔ guǎng xī tán lì","sandalwood + chestnut | broad + west","skezkolf brodweb","chinese","","","skezkolf","brodweb"
T20171000066546,"Pavieasia yunnanensis","檀栗属云南檀栗","tán lì shǔ yún nán tán lì","sandalwood + chestnut | cloud + south","skezkolf klaudlut","chinese","","","skezkolf","klaudlut"
T20171000066553,"Sapindus delavayi","无患子属川滇无患子","wú huàn zǐ shǔ chuān diān wú huàn zǐ","without + suffer + seed | stream + yunnan province","nifhuxsid strimgaiskspic","chinese","","","nifhuxsid","strimgaiskspic"
T20171000066555,"Sapindus rarak","无患子属毛瓣无患子","wú huàn zǐ shǔ máo bàn wú huàn zǐ","without + suffer + seed | hair + petal","nifhuxsid cexfais","chinese","","","nifhuxsid","cexfais"
T20171000066559,"Sapindus mukorossi","无患子属无患子","wú huàn zǐ shǔ wú huàn zǐ","without + suffer + seed | tree + pull + seed","nifhuxsid tokpalsid","folk","","","nifhuxsid","tokpalsid"
T20171000066561,"Sapindus tomentosus","无患子属绒毛无患子","wú huàn zǐ shǔ róng máo wú huàn zǐ","without + suffer + seed | bristly","nifhuxsid zukt","chinese","","","nifhuxsid","zukt"
T20171000066564,"Xanthoceras sorbifolium","文冠果属文冠果","wén guān guǒ shǔ wén guān guǒ","literature + crown + fruit | sorb + leaf","cruqkraunfrut lausfrutlif","chinese","","","cruqkraunfrut","lausfrutlif"
T20171000066566,"Xerospermum bonii","干果木属干果木","gān guǒ mù shǔ gān guǒ mù","dry + fruit + tree","taipfrutok","chinese","","","taipsid",""
T20171000066570,"Acronychia pedunculata","山油柑属山油柑","shān yóu gān shǔ shān yóu gān","acrid + onyx | pedicellate","wempzaukcomston smolstok","latin","","","wempzaukcomston","smolstok"
T20171000066585,"Aegle marmelos","木橘属木橘","mù jú shǔ mù jú","light | quince","lait gumlarm","latin","","","lait","gumlarm"
T20171000066588,"Atalantia acuminata","酒饼簕属尖叶酒饼簕","jiǔ bǐng lè shǔ jiān yè jiǔ bǐng lè","wine + rice-cakes + thorn | sharp + subordinate","daiCraisxoClcorn wempmixraqk","chinese","","","daiCraisxoClcorn","wempmixraqk"
T20171000066589,"Atalantia buxifolia","酒饼簕属酒饼簕","jiǔ bǐng lè shǔ jiǔ bǐng lè","wine + rice-cakes + thorn | box + leaf","daiCraisxoClcorn cevlif","chinese","","","daiCraisxoClcorn","cevlif"
T20171000066595,"Atalantia dasycarpa","酒饼簕属厚皮酒饼簕","jiǔ bǐng lè shǔ hòu pí jiǔ bǐng lè","wine + rice-cakes + thorn | hairy + part","daiCraisxoClcorn cexpar","chinese","","","daiCraisxoClcorn","cexpar"
T20171000066597,"Atalantia fongkaica","酒饼簕属封开酒饼簕","jiǔ bǐng lè shǔ fēng kāi jiǔ bǐng lè","wine + rice-cakes + thorn | letter + open","daiCraisxoClcorn pon","chinese","","","daiCraisxoClcorn","pon"
T20171000066598,"Atalantia guillauminii","酒饼簕属大果酒饼簕","jiǔ bǐng lè shǔ dà guǒ jiǔ bǐng lè","wine + rice-cakes + thorn | big + fruit","daiCraisxoClcorn bigfrut","chinese","","","daiCraisxoClcorn","bigfrut"
T20171000066600,"Atalantia henryi","酒饼簕属薄皮酒饼簕","jiǔ bǐng lè shǔ báo pí jiǔ bǐng lè","wine + rice-cakes + thorn | thin + skin","daiCraisxoClcorn cinsaj","chinese","","","daiCraisxoClcorn","cinsaj"
T20171000066602,"Atalantia kwangtungensis","酒饼簕属广东酒饼簕","jiǔ bǐng lè shǔ guǎng dōng jiǔ bǐng lè","wine + rice-cakes + thorn | wide + east","daiCraisxoClcorn puqrog","chinese","","","daiCraisxoClcorn","puqrog"
T20171000066606,"Boenninghausenia albiflora","石椒草属臭节草","shí jiāo cǎo shǔ chòu jié cǎo","stone + pepper + grass | white + flower","stonsnovgras wiqxaf","chinese","","oxhide","stonsnovgras","wiqxaf"
T20171000066617,"Casimiroa edulis","香肉果属香肉果","xiāng ròu guǒ shǔ xiāng ròu guǒ","cassia + admire | edible","hoqklyask yugd","latin","","","hoqklyask","yugd"
T20171000066619,"Citrus aurantifolia","柑橘属来檬","gān jú shǔ lái méng","citron tree | gold + forelock + leaf","lausfrutok gumgrijlif","latin","","","lausfrutok","gumgrijlif"
T20171000066621,"Citrus aurantium","柑橘属酸橙","gān jú shǔ suān chéng","citron tree | gold + Anzio","lausfrutok gum","latin","","","lausfrutok","gum"
T20171000066649,"Citrus cavaleriei","柑橘属宜昌橙","gān jú shǔ yí chāng chéng","citron tree | hollow + Aléria","lausfrutok rezg","latin","","","lausfrutok","rezg"
T20171000066654,"Citrus hystrix","柑橘属箭叶橙","gān jú shǔ jiàn yè chéng","citron tree | porcupine","lausfrutok snuc","latin","","","lausfrutok","snuc"
T20171000066663,"Citrus japonica","柑橘属金柑","gān jú shǔ jīn gān","citron tree | sun + begin + land","lausfrutok sanriCland","latin","","","lausfrutok","sanriCland"
T20171000066691,"Citrus junos","柑橘属香橙","gān jú shǔ xiāng chéng","citron tree | orange + seed","lausfrutok jansid","folk","","","lausfrutok","jansid"
T20171000066698,"Citrus latifolia","柑橘属宽叶来檬","gān jú shǔ kuān yè lái méng","citron tree | broad + leaf","lausfrutok brodlif","latin","","","lausfrutok","brodlif"
T20171000066701,"Citrus limon","柑橘属柠檬","gān jú shǔ níng méng","citron tree | lemon","lausfrutok laux","latin","","","lausfrutok","laux"
T20171000066708,"Citrus mangshanensis","柑橘属莽山野橘","gān jú shǔ mǎng shān yě jú","thicket + mountain + wild + orange","miqkclmantfiqkjan","chinese","","","lausfrutok",""
T20171000066709,"Citrus maxima","柑橘属柚","gān jú shǔ yòu","citron tree | large","lausfrutok bif","latin","","","lausfrutok","bif"
T20171000066727,"Citrus medica","柑橘属香橼","gān jú shǔ xiāng yuán","citron tree | buddha + hand","lausfrutok mogdhand","folk","","curative","lausfrutok","mogdhand"
T20171000066745,"Citrus microcarpa","柑橘属四季橘","gān jú shǔ sì jì jú","citron tree | tiny + part","lausfrutok vecpar","latin","","","lausfrutok","vecpar"
T20171000066749,"Citrus reticulata","柑橘属柑橘","gān jú shǔ gān jú","citron tree | reticulated","lausfrutok cuzlik","latin","","","lausfrutok","cuzlik"
T20171000066787,"Citrus daoxianensis","柑橘属道县野橘","gān jú shǔ dào xiàn yě jú","path + county + wild + orange","paclCipfiqkjan","chinese","","","lausfrutok",""
T20171000066791,"Citrus tachibana","柑橘属立花橘","gān jú shǔ lì huā jú","citron tree | speed + went","lausfrutok spid","latin","","","lausfrutok","spid"
T20171000066793,"Citrus trifoliata","柑橘属枳","gān jú shǔ zhǐ","citron tree | third + leafy","lausfrutok nentxllif","latin","","","lausfrutok","nentxllif"
T20171000066801,"Clausena anisum-olens","黄皮属细叶黄皮","huáng pí shǔ xì yè huáng pí","nail + Siena | fine + leaf","yesk cuslif","chinese","","","yesk","cuslif"
T20171000066807,"Clausena dunniana","黄皮属齿叶黄皮","huáng pí shǔ chǐ yè huáng pí","nail + Siena | tooth + leaf","yesk tuclif","chinese","","","yesk","tuclif"
T20171000066814,"Clausena emarginata","黄皮属小黄皮","huáng pí shǔ xiǎo huáng pí","nail + Siena | small","yesk smol","chinese","","","yesk","smol"
T20171000066815,"Clausena excavata","黄皮属假黄皮","huáng pí shǔ jiǎ huáng pí","nail + Siena | out + hollow","yesk tinrezg","latin","","","yesk","tinrezg"
T20171000066824,"Clausena hainanensis","黄皮属海南黄皮","huáng pí shǔ hǎi nán huáng pí","nail + Siena | sea + south","yesk moClut","latin","","","yesk","moClut"
T20171000066825,"Clausena inolida","黄皮属丽达黄皮","huáng pí shǔ lì dá huáng pí","nail + Siena | in + odorous","yesk nuthun","latin","","","yesk","nuthun"
T20171000066826,"Clausena lansium","黄皮属黄皮","huáng pí shǔ huáng pí","nail + Siena | Seres River + water parsnip","yesk wotltwez","latin","","","yesk","wotltwez"
T20171000066830,"Clausena lenis","黄皮属光滑黄皮","huáng pí shǔ guāng huá huáng pí","nail + Siena | mild","yesk saftguC","latin","","","yesk","saftguC"
T20171000066832,"Clausena odorata","黄皮属香花黄皮","huáng pí shǔ xiāng huā huáng pí","nail + Siena | perfumed","yesk flam","latin","","","yesk","flam"
T20171000066833,"Clausena vestita","黄皮属毛叶黄皮","huáng pí shǔ máo yè huáng pí","nail + Siena | clothed","yesk kloc","latin","","","yesk","kloc"
T20171000066834,"Clausena yunnanensis","黄皮属云南黄皮","huáng pí shǔ yún nán huáng pí","nail + Siena | cloud + south","yesk klaudlut","latin","","","yesk","klaudlut"
T20171000066838,"Dictamnus dasycarpus","白鲜属白鲜","bái xiān shǔ bái xiān","white + fresh | hairy + part","wiqfrex cexpar","chinese","","dittany","wiqfrex","cexpar"
T20171000066848,"Flindersia amboinensis","巨盘木属巨盘木","jù pán mù shǔ jù pán mù","large + plate + tree","bifpletok","chinese","","","bifpletok",""
T20171000066850,"Glycosmis cochinchinensis","山小橘属山橘树","shān xiǎo jú shǔ shān jú shù","mountain + orange + tree","mantjantok","chinese","","","mantsmoljan",""
T20171000066855,"Glycosmis craibii","山小橘属毛山小橘","shān xiǎo jú shǔ máo shān xiǎo jú","mountain + small + orange | hair","mantsmoljan cex","chinese","","","mantsmoljan","cex"
T20171000066859,"Glycosmis esquirolii","山小橘属锈毛山小橘","shān xiǎo jú shǔ xiù máo shān xiǎo jú","mountain + small + orange | rust + hair","mantsmoljan rastcex","chinese","","","mantsmoljan","rastcex"
T20171000066864,"Glycosmis longifolia","山小橘属长叶山小橘","shān xiǎo jú shǔ cháng yè shān xiǎo jú","mountain + small + orange | long + leaf","mantsmoljan loqlif","chinese","","","mantsmoljan","loqlif"
T20171000066870,"Glycosmis longipetala","山小橘属长瓣山小橘","shān xiǎo jú shǔ cháng bàn shān xiǎo jú","mountain + small + orange | long + foil","mantsmoljan loqlif","chinese","","","mantsmoljan","loqlif"
T20171000066871,"Glycosmis lucida","山小橘属亮叶山小橘","shān xiǎo jú shǔ liàng yè shān xiǎo jú","mountain + small + orange | bright","mantsmoljan mar","chinese","","","mantsmoljan","mar"
T20171000066877,"Glycosmis montana","山小橘属海南山小橘","shān xiǎo jú shǔ hǎi nán shān xiǎo jú","mountain + small + orange | montane","mantsmoljan mant","chinese","","","mantsmoljan","mant"
T20171000066881,"Glycosmis oligantha","山小橘属少花山小橘","shān xiǎo jú shǔ shǎo huā shān xiǎo jú","mountain + small + orange | few + flower","mantsmoljan cemxaf","chinese","","","mantsmoljan","cemxaf"
T20171000066882,"Glycosmis parviflora","山小橘属小花山小橘","shān xiǎo jú shǔ xiǎo huā shān xiǎo jú","mountain + small + orange | worthless + flower","mantsmoljan cazxaf","chinese","","","mantsmoljan","cazxaf"
T20171000066894,"Glycosmis pentaphylla","山小橘属山小橘","shān xiǎo jú shǔ shān xiǎo jú","mountain + small + orange | five + leaf","mantsmoljan tenlif","chinese","","","mantsmoljan","tenlif"
T20171000066901,"Glycosmis pseudoracemosa","山小橘属华山小橘","shān xiǎo jú shǔ huá shān xiǎo jú","mountain + small + orange | flowery","mantsmoljan xaf","chinese","","muzzle","mantsmoljan","xaf"
T20171000066905,"Glycosmis xizangensis","山小橘属西藏山小橘","shān xiǎo jú shǔ xī zàng shān xiǎo jú","mountain + small + orange | west + hide","mantsmoljan webhaid","chinese","","","mantsmoljan","webhaid"
T20171000066910,"Haplophyllum acutifolium","拟芸香属大叶芸香","nǐ yún xiāng shǔ dà yè yún xiāng","haploid + leaf | sharpness + leaf","pauxkizlif wemplif","latin","","","pauxkizlif","wemplif"
T20171000066918,"Haplophyllum dauricum","拟芸香属北芸香","nǐ yún xiāng shǔ běi yún xiāng","north + rue + fragrant","yinzaukxazbauC","chinese","","","pauxkizlif",""
T20171000066922,"Haplophyllum tragacanthoides","拟芸香属针枝芸香","nǐ yún xiāng shǔ zhēn zhī yún xiāng","needle + branch + rue + fragrant","maucbrantxlzaukxazbauC","chinese","","tragacanth","pauxkizlif",""
T20171000066924,"Harrisonia perforata","牛筋果属牛筋果","niú jīn guǒ shǔ niú jīn guǒ","cow + sinew + fruit","yausnojCentfrut","chinese","","perforation","yausnojCentfrut",""
T20171000066933,"Luvunga scandens","三叶藤橘属三叶藤橘","sān yè téng jú shǔ sān yè téng jú","three + leaf + vine + orange | climbing","demliflvainjan vikt","chinese","","","demliflvainjan","vikt"
T20171000066937,"Maclurodendron oligophlebia","贡甲属贡甲","gòng jiǎ shǔ gòng jiǎ","badly + burn + tree | few + vein","vatcajtok cemkaim","latin","","","vatcajtok","cemkaim"
T20171000066940,"Melicope chunii","蜜茱萸属海南蜜茱萸","mì zhū yú shǔ hǎi nán mì zhū yú","honey + dogwood + dogwood | sea + south","sauzdogwudogwud moClut","chinese","","","sauzdogwudogwud","moClut"
T20171000066943,"Melicope glomerata","蜜茱萸属密果蜜茱萸","mì zhū yú shǔ mì guǒ mì zhū yú","honey + dogwood + dogwood | ball-shaped mass","sauzdogwudogwud balfiqlon","chinese","","","sauzdogwudogwud","balfiqlon"
T20171000066968,"Melicope patulinervia","蜜茱萸属蜜茱萸","mì zhū yú shǔ mì zhū yú","honey + dogwood + dogwood | open + HD 49674","sauzdogwudogwud pon","chinese","","","sauzdogwudogwud","pon"
T20171000066970,"Melicope pteleifolia","蜜茱萸属三桠苦","mì zhū yú shǔ sān yā kǔ","honey + dogwood + dogwood | wych elm + leaf","sauzdogwudogwud bendztokduftlif","chinese","","","sauzdogwudogwud","bendztokduftlif"
T20171000066981,"Melicope semecarpifolia","蜜茱萸属台湾蜜茱萸","mì zhū yú shǔ tái wān mì zhū yú","honey + dogwood + dogwood | seed + wrist + leaf","sauzdogwudogwud sidhandldjointlif","chinese","","","sauzdogwudogwud","sidhandldjointlif"
T20171000066985,"Melicope triphylla","蜜茱萸属三叶蜜茱萸","mì zhū yú shǔ sān yè mì zhū yú","honey + dogwood + dogwood | three + leaf","sauzdogwudogwud demlif","chinese","","","sauzdogwudogwud","demlif"
T20171000067015,"Melicope viticina","蜜茱萸属单叶蜜茱萸","mì zhū yú shǔ dān yè mì zhū yú","honey + dogwood + dogwood | flaw + vermilion","sauzdogwudogwud yaitredmar","chinese","","","sauzdogwudogwud","yaitredmar"
T20171000067018,"Micromelum falcatum","小芸木属大管","xiǎo yún mù shǔ dà guǎn","small + friend | curved","smolfrend coj","latin","","","smolfrend","coj"
T20171000067020,"Micromelum integerrimum","小芸木属小芸木","xiǎo yún mù shǔ xiǎo yún mù","small + friend | whole","smolfrend hol","latin","","","smolfrend","hol"
T20171000067024,"Murraya alata","九里香属翼叶九里香","jiǔ lǐ xiāng shǔ yì yè jiǔ lǐ xiāng","myrrh | winged","kwib doz","latin","","","kwib","doz"
T20171000067026,"Murraya crenulata","九里香属兰屿九里香","jiǔ lǐ xiāng shǔ lán yǔ jiǔ lǐ xiāng","myrrh | crenulate","kwib muqk","latin","","","kwib","muqk"
T20171000067029,"Murraya euchrestifolia","九里香属豆叶九里香","jiǔ lǐ xiāng shǔ dòu yè jiǔ lǐ xiāng","myrrh | prayer + cord + leaf","kwib faubCentlif","latin","","","kwib","faubCentlif"
T20171000067032,"Murraya exotica","九里香属九里香","jiǔ lǐ xiāng shǔ jiǔ lǐ xiāng","myrrh | stone + cassia or cinnamon + tree","kwib stonhoqkvacfodjtok","folk","","exotic","kwib","stonhoqkvacfodjtok"
T20171000067039,"Murraya koenigii","九里香属调料九里香","jiǔ lǐ xiāng shǔ tiáo liào jiǔ lǐ xiāng","myrrh | hemp + twist + leaf","kwib hemptwistlif","folk","","","kwib","hemptwistlif"
T20171000067042,"Murraya kwangsiensis","九里香属广西九里香","jiǔ lǐ xiāng shǔ guǎng xī jiǔ lǐ xiāng","myrrh | broad + west","kwib brodweb","latin","","","kwib","brodweb"
T20171000067045,"Murraya microphylla","九里香属小叶九里香","jiǔ lǐ xiāng shǔ xiǎo yè jiǔ lǐ xiāng","myrrh | small + leaf","kwib smolrlif","latin","","","kwib","smolrlif"
T20171000067047,"Murraya tetramera","九里香属四数九里香","jiǔ lǐ xiāng shǔ sì shù jiǔ lǐ xiāng","myrrh | four + thighbones","kwib boqnarbwom","latin","","","kwib","boqnarbwom"
T20171000067049,"Orixa japonica","臭常山属臭常山","chòu cháng shān shǔ chòu cháng shān","stinking + common + mountain | sun + begin + land","stiqksausmant sanriCland","chinese","","","stiqksausmant","sanriCland"
T20171000067056,"Paramignya confertifolia","单叶藤橘属单叶藤橘","dān yè téng jú shǔ dān yè téng jú","wasteland + ham | fertile + leaf","naifkham laumlif","latin","","","naifkham","laumlif"
T20171000067058,"Phellodendron amurense","黄檗属黄檗","huáng bò shǔ huáng bò","Phelloe + tree | black + dragon + river","tok bulcuzbwigd","latin","","","tok","bulcuzbwigd"
T20171000067071,"Phellodendron chinense","黄檗属川黄檗","huáng bò shǔ chuān huáng bò","Phelloe + tree | middle + land","tok modland","latin","","","tok","modland"
T20171000067080,"Phellodendron sinii","黄檗属黄皮树","huáng bò shǔ huáng pí shù","yellow + skin + tree","yulsajtok","chinese","","","tok",""
T20171000067082,"Psilopeganum sinense","裸芸香属裸芸香","luǒ yún xiāng shǔ luǒ yún xiāng","slender + rue | middle + land","slazaukxazb modland","latin","","","slazaukxazb","modland"
T20171000067084,"Ptelea trifoliata","榆橘属榆橘","yú jú shǔ yú jú","wych elm | third + leafy","bendztokduft nentxllif","latin","","","bendztokduft","nentxllif"
T20171000067086,"Ruta graveolens","芸香属芸香","yún xiāng shǔ yún xiāng","rue | Strong-smelling","zaukxazb nub","latin","","","zaukxazb","nub"
T20171000067088,"Skimmia arborescens","茵芋属乔木茵芋","yīn yù shǔ qiáo mù yīn yù","cushion + taro | treeing","buxsindj tok","chinese","","","buxsindj","tok"
T20171000067093,"Skimmia japonica","茵芋属","yīn yù shǔ","cushion + taro | sun + begin + land","buxsindj sanriCland","chinese","","","buxsindj","sanriCland"
T20171000067095,"Skimmia laureola","茵芋属月桂茵芋","yīn yù shǔ yuè guì yīn yù","cushion + taro | moon + cassia or cinnamon","buxsindj lunhoqkvacfodj","chinese","","laurulus","buxsindj","lunhoqkvacfodj"
T20171000067097,"Skimmia melanocarpa","茵芋属黑果茵芋","yīn yù shǔ hēi guǒ yīn yù","cushion + taro | black + part","buxsindj bulpar","chinese","","","buxsindj","bulpar"
T20171000067098,"Skimmia multinervia","茵芋属多脉茵芋","yīn yù shǔ duō mài yīn yù","cushion + taro | many + vein","buxsindj lixkaim","chinese","","","buxsindj","lixkaim"
T20171000067100,"Skimmia reevesiana","茵芋属茵芋","yīn yù shǔ yīn yù","cushion + taro | mountain + cassia or cinnamon + flower","buxsindj manthoqkvacfodjlxaf","folk","","","buxsindj","manthoqkvacfodjlxaf"
T20171000067110,"Tetradium austrosinense","吴茱萸属华南吴萸","wú zhū yú shǔ huá nán wú yú","guard | spear + father","gard cefkwoib","folk","","","gard","cefkwoib"
T20171000067112,"Tetradium calcicola","吴茱萸属石山吴萸","wú zhū yú shǔ shí shān wú yú","guard | limestone + dweller","gard laimstoncezb","latin","","","gard","laimstoncezb"
T20171000067114,"Tetradium daniellii","吴茱萸属臭檀吴萸","wú zhū yú shǔ chòu tán wú yú","guard | stinking + sandalwood","gard stiqkskez","folk","","","gard","stiqkskez"
