rock,certainty,syllables,invented,tune,english
nipika,strained,3,1,lifek,lavish
nipima,strained,3,1,nevim,prophecy
nipina,strained,3,1,rifen,refine
nipipa,strained,3,1,rebip,rich
nipipa,strained,3,1,rebiv,reprieve
nipita,strained,3,1,levit,alleviate
nipita,strained,3,1,lived,evade
nipuka,held,3,1,nibog,genius
nipuma,held,3,1,rifum,reform
nipuma,held,3,1,ripom,rip
nipuna,held,3,1,lebur,labor
nipuna,held,3,1,lefon,elephant
nipuna,held,3,1,lepor,leporidae
nipuna,held,3,1,libur,liberate
nipuna,held,3,1,lipor,leopard
nipuna,held,3,1,nebol,nebula
nipuna,held,3,1,nefol,tumble
nipuna,held,3,1,repor,report
nipuna,held,3,1,ribon,rule (control)
nipuna,held,3,1,ribur,reproach
nipuna,held,3,1,rifol,reef
nipuna,held,3,1,rifon,refund
nipuna,held,3,1,rifur,flutter
nipuna,held,3,1,ripor,repair
nipuna,held,3,1,ripul,ripple
nipuna,held,3,1,rivor,revert
nipuna,held,3,1,rivun,review
nipupa,held,3,1,rebub,logarithm
nipupa,held,3,1,refof,success
nipupa,held,3,1,repob,republican
nipupa,held,3,1,rifof,close (near)
niputa,held,3,1,lifut,lift
niputa,held,3,1,nefos,kidney
niputa,held,3,1,nipot,sift
niputa,held,3,1,nipuz,smashing
niputa,held,3,1,nivus,nervous
niputa,held,3,1,refut,refute
niputa,held,3,1,repus,10^39
niputa,held,3,1,ribuc,intermediate
niputa,held,3,1,ribut,reputation
niputa,held,3,1,rifoz,refuse
niputa,held,3,1,ripot,repute
niputa,held,3,1,ripus,fault
niputa,held,3,1,rivoC,algorithm
niputa,held,3,1,rivot,rift
nitaka,held,3,1,litax,little
nitaka,held,3,1,netax,notch
nitaka,held,3,1,nidak,chunk
nitaka,held,3,1,nisak,damage
nitaka,held,3,1,nitax,nip
nitaka,held,3,1,riCak,sway
nitaka,held,3,1,ridak,irradiate
nitaka,held,3,1,risak,moisture
nitama,held,3,1,ritam,reach
nitana,held,3,1,letar,late
nitana,held,3,1,lidal,literal
nitana,held,3,1,litar,liter (measurement)
nitana,held,3,1,nesal,nestle
nitana,held,3,1,netar,nectar
nitana,held,3,1,nisan,necessary
nitana,held,3,1,nizar,remember suddenly after having forgotten
nitana,held,3,1,redan,radian (measurement)
nitana,held,3,1,resan,restaurant
nitana,held,3,1,retaq,enthusiasm
nitana,held,3,1,retar,retract
nitana,held,3,1,rezar,resurrect
nitana,held,3,1,ridan,region
nitana,held,3,1,risan,rescind
nitana,held,3,1,ritar,retire
nitapa,held,3,1,resap,respond
nitata,held,3,1,lidaz,clown
nitata,held,3,1,nesas,lawn
nitata,held,3,1,reCas,recess
nitata,held,3,1,ridas,righteous
nitata,held,3,1,ritat,soil
nitika,strained,3,1,netik,vagina
nitika,strained,3,1,retik,fascinate
nitika,strained,3,1,ricek,restrict
nitika,strained,3,1,risex,purchase
nitika,strained,3,1,rizek,risk
nitima,strained,3,1,lisem,bread
nitima,strained,3,1,redim,redeem
nitina,strained,3,1,lesiq,lace
nitina,strained,3,1,lezin,lazy
nitina,strained,3,1,liseq,lease
nitina,strained,3,1,recin,rage
nitina,strained,3,1,rediq,rate
nitina,strained,3,1,resiq,raise
nitina,strained,3,1,retin,ready
nitina,strained,3,1,rideq,rid
nitina,strained,3,1,rizen,resent
nitita,strained,3,1,lidet,liquidate
nitita,strained,3,1,liset,elicit
nitita,strained,3,1,nesit,nasty
nitita,strained,3,1,netis,phocidae (seal animal)
nitita,strained,3,1,nided,need
nitita,strained,3,1,nisec,anesthetize
nitita,strained,3,1,recis,sliver
nitita,strained,3,1,redit,radiate
nitita,strained,3,1,resit,race
nitita,strained,3,1,reziz,rise
nitita,strained,3,1,rided,raid
nitita,strained,3,1,rised,recede
nitita,strained,3,1,ritez,floor
nituka,held,3,1,ledoj,theory
nituka,held,3,1,litog,litigate
nituka,held,3,1,neduk,severing
nituka,held,3,1,nisug,recession
nituka,held,3,1,resuk,vowel english r sound
nituka,held,3,1,retux,rate (change)
nituka,held,3,1,ridox,recharge
nituka,held,3,1,ritux,ring (math)
nituka,held,3,1,rizux,asset
nituma,held,3,1,ridom,frank
nituma,held,3,1,rizum,resume
nituna,held,3,1,lesun,lesson
nituna,held,3,1,lidor,lid
nituna,held,3,1,lisul,nimble
nituna,held,3,1,nedor,vow
nituna,held,3,1,nidul,needle
nituna,held,3,1,reCor,irrational (number)
nituna,held,3,1,resor,rehearse
nituna,held,3,1,rezur,razor (tool)
nituna,held,3,1,ridor,redirect
nituna,held,3,1,ridul,riddle
nituna,held,3,1,ridun,redo
nituna,held,3,1,risor,resource
nituna,held,3,1,ritur,retort
nituna,held,3,1,rizur,research
nitupa,held,3,1,lesup,lisp
nitupa,held,3,1,nisob,proportion
nitupa,held,3,1,resuv,street
nituta,held,3,1,leCot,bore (boring)
nituta,held,3,1,leCus,point out
nituta,held,3,1,lesot,list
nituta,held,3,1,lidod,lead
nituta,held,3,1,nezoz,nose
nituta,held,3,1,nitoz,usage
nituta,held,3,1,redod,red
nituta,held,3,1,retut,rattus
nituta,held,3,1,rizut,reset
nukaka,held,3,1,rokak,rock
nukama,held,3,1,lukam,look forward to
nukama,held,3,1,ruxam,impression
nukana,held,3,1,lokan,open space
nukana,held,3,1,lukar,look after
nukana,held,3,1,nokan,nick
nukana,held,3,1,rogar,rug
nukika,held,3,1,lokig,glimmer
nukika,held,3,1,lugig,murmur
nukika,held,3,1,nogek,neck
nukima,held,3,1,rukim,radiant
nukina,held,3,1,luxiq,popular
nukita,held,3,1,logit,lurk
nukita,held,3,1,loket,locate
nukita,held,3,1,nukes,nut
nukita,held,3,1,nukit,ursidae
nukuka,strained,3,1,logok,bet (gamble)
nukuka,strained,3,1,lokuk,place (space location)
nukuka,strained,3,1,rogog,thirteen
nukuka,strained,3,1,rokug,this
nukuna,strained,3,1,lokor,look up
nukupa,strained,3,1,lukop,look for
numana,held,3,1,luman,lumen (measurement)
numana,held,3,1,numan,numb
numana,held,3,1,romar,roam
numana,held,3,1,ruman,ruminant
numata,held,3,1,lomat,lament
numika,held,3,1,rumig,room
numina,held,3,1,lomen,lamprey
numina,held,3,1,nomiq,anomaly
numipa,held,3,1,lumeb,harass
numita,held,3,1,numet,enumerate
numita,held,3,1,romit,remit
numita,held,3,1,rumet,ruminate
numuma,strained,3,1,lomum,plural (many)
numuna,strained,3,1,rumor,rumor
nunaka,held,3,1,lurag,log (diary)
nunaka,held,3,1,nolak,nook
nunaka,held,3,1,rolak,rally
nunaka,held,3,1,ronak,apt
nunama,held,3,1,noram,normal
nunata,held,3,1,lorat,let
nunata,held,3,1,luras,log in
nunata,held,3,1,norad,farenheit
nunata,held,3,1,runad,gnaw
nunika,held,3,1,lorik,ratio
nunika,held,3,1,lulik,reed (plant)
nunika,held,3,1,lurek,lube
nunika,held,3,1,nonex,annunciate
nunika,held,3,1,rolij,religion
nunipa,held,3,1,loreb,lobe
nunipa,held,3,1,nuref,vowel large U sound
nunita,held,3,1,lurid,already
nunita,held,3,1,noris,nursery
nunita,held,3,1,nuriC,nutrition
nunita,held,3,1,roned,french r sound
nunita,held,3,1,rulet,relate
nunuka,strained,3,1,norok,nor
nunuka,strained,3,1,norux,nourish
nunuka,strained,3,1,nunok,bear (animal)
nunuma,strained,3,1,lonom,profile
nunuma,strained,3,1,norum,normal (math)
nunuta,strained,3,1,loros,lust
nunuta,strained,3,1,lurot,pregnant
nunuta,strained,3,1,noros,having some aspects of (-ish)
nunuta,strained,3,1,nurod,order
nupana,held,3,1,luban,boss
nupana,held,3,1,noval,novel
nupana,held,3,1,robaq,bank (river)
nupana,held,3,1,rubal,robe
nupana,held,3,1,rufan,roof
nupana,held,3,1,rupaq,outward appearance
nupata,held,3,1,rubas,robust
nupita,held,3,1,lopis,lapse
nupita,held,3,1,ropet,replicate
nupuna,strained,3,1,nobol,nibble
nupuna,strained,3,1,rubor,rubber
nupupa,strained,3,1,lubob,error
nupupa,strained,3,1,nupop,no
nupupa,strained,3,1,rovuv,copper
nupupa,strained,3,1,rupop,right (time)
nuputa,strained,3,1,lopus,bolt
nuputa,strained,3,1,nobud,noble
nutaka,held,3,1,nosag,steer
nutaka,held,3,1,rotax,rite
nutana,held,3,1,lotar,loiter
nutana,held,3,1,ludar,lewd
nutana,held,3,1,nosal,proceed
nutana,held,3,1,nosan,nuisance
nutana,held,3,1,notar,sodium
nutana,held,3,1,nudar,nutrient
nutana,held,3,1,nutal,newt
nutana,held,3,1,nutan,newton (force)
nutana,held,3,1,rodan,dictator
nutana,held,3,1,rotar,rote
nutana,held,3,1,rudar,root
nutata,held,3,1,ludad,yellow
nutata,held,3,1,lusad,lucid
nutata,held,3,1,rozat,rest (remainder)
nutika,held,3,1,lotix,lurch
nutika,held,3,1,ludij,litter
nutika,held,3,1,nosik,skeptic
nutika,held,3,1,nudij,nude
nutika,held,3,1,roCik,velocity
nutika,held,3,1,rosik,mash
nutika,held,3,1,rutex,route
nutina,held,3,1,lutin,otter
nutina,held,3,1,rutin,routine
nutipa,held,3,1,losiv,elusive
nutipa,held,3,1,noseb,passenger
nutipa,held,3,1,rotev,sauce
nutita,held,3,1,loCed,loath
nutita,held,3,1,losed,elucidate
nutita,held,3,1,lusit,hit (popular)
nutita,held,3,1,notit,annotate
nutita,held,3,1,nuziz,distribute
nutita,held,3,1,rotit,rotate
nutita,held,3,1,rudid,read
nutita,held,3,1,rutet,tremble
nutuka,strained,3,1,loCug,loathe
nutuka,strained,3,1,lotux,protrude
nutuka,strained,3,1,notux,rural
nutuna,strained,3,1,lodun,lunge
nutuna,strained,3,1,losul,halogen
nutuna,strained,3,1,lutor,loot
nutuna,strained,3,1,nozol,nuzzle
nututa,strained,3,1,nodot,note
nututa,strained,3,1,nosot,embed
nututa,strained,3,1,rodot,FALSE
nututa,strained,3,1,rosot,past (distance)
nututa,strained,3,1,rozoz,rose
nututa,strained,3,1,ruzot,slim
pakaka,held,3,1,bakax,backwash
pakaka,held,3,1,pajak,project (task)
pakaka,held,3,1,vagak,multiply
pakama,held,3,1,fakam,surge
pakama,held,3,1,payam,implement
pakana,held,3,1,bagal,bike
pakana,held,3,1,bagan,pessimistic
pakana,held,3,1,bajan,beige
pakana,held,3,1,bakar,inspect
pakana,held,3,1,baxar,herald
pakana,held,3,1,faxaq,aroma
pakana,held,3,1,faxar,compromise
pakana,held,3,1,fayar,flout
pakana,held,3,1,pagal,digest
pakana,held,3,1,paxar,confirm
pakata,held,3,1,bagas,rectangle
pakata,held,3,1,vakad,avocado
pakika,held,3,1,bakek,hatch (egg)
pakika,held,3,1,faxix,rummage
pakima,held,3,1,bakim,fond
pakima,held,3,1,pakim,drift
pakina,held,3,1,baken,pecan
pakina,held,3,1,vaken,crooked
pakina,held,3,1,vakiq,vie
pakipa,held,3,1,pakef,overtake
pakipa,held,3,1,paxep,posh
pakita,held,3,1,bagiz,bark (dog)
pakita,held,3,1,bakid,backpedal
pakita,held,3,1,faget,signature
pakita,held,3,1,fakes,squirm
pakita,held,3,1,pagis,populate
pakita,held,3,1,pakit,pocket
pakita,held,3,1,vagis,vaccine
pakita,held,3,1,vakit,evacuate
pakuka,held,3,1,faguk,foul
pakuka,held,3,1,pakux,puncture
pakuna,held,3,1,bagun,bag
pakuna,held,3,1,bakol,buckle
pakuna,held,3,1,bakon,portion
pakuna,held,3,1,bakur,senior (rank)
pakuna,held,3,1,baxol,ripe
pakuna,held,3,1,bayon,blunder
pakuna,held,3,1,faxon,fashion (style)
pakuna,held,3,1,pagor,pact
pakuna,held,3,1,pakol,confiscate
pakuna,held,3,1,pakur,displace
pakuna,held,3,1,payon,plunge
pakuna,held,3,1,vagor,vine
pakupa,held,3,1,bagup,balk
pakupa,held,3,1,bakof,backfire
pakupa,held,3,1,paguv,seduce
pakupa,held,3,1,pakov,prevent
pakuta,held,3,1,bakut,backtrack
pakuta,held,3,1,fagoC,fax
pakuta,held,3,1,fayut,fluster
pamana,held,3,1,famal,fumble
pamapa,held,3,1,pamap,pomp
pamima,held,3,1,bamem,create
pamima,held,3,1,pamem,dim
pamina,held,3,1,pamin,coach
pamipa,held,3,1,bamip,stage
pamita,held,3,1,bawid,building
pamita,held,3,1,famis,fantasy
pamita,held,3,1,pamet,punt
pamita,held,3,1,pawit,improvise
pamita,held,3,1,vawit,domesticate
pamuna,held,3,1,famul,graze
pamuna,held,3,1,pamor,pamper
pamuna,held,3,1,pamul,pummel
pamuna,held,3,1,pamun,bell
pamupa,held,3,1,bamob,bamboozle
panaka,held,3,1,balax,embellish
panaka,held,3,1,banaj,bandage
panaka,held,3,1,barak,bless
panaka,held,3,1,falax,flesh
panaka,held,3,1,farag,fog
panaka,held,3,1,panax,punish
panaka,held,3,1,vanax,adventure
panama,held,3,1,falam,film (residue)
panama,held,3,1,palam,plump
panama,held,3,1,panam,pendulum
panama,held,3,1,valam,its
panana,held,3,1,balaq,belong
panana,held,3,1,balar,reciprocate
panana,held,3,1,baral,barrel
panana,held,3,1,baran,barren
panana,held,3,1,falaq,flaw
panana,held,3,1,falar,falter
panana,held,3,1,fanar,fondle
panana,held,3,1,faral,fragile
panana,held,3,1,faran,frequency
panana,held,3,1,palaq,nifty
panana,held,3,1,palar,play
panana,held,3,1,panaq,paw
panana,held,3,1,panar,pen
panana,held,3,1,paral,brittle
panana,held,3,1,paran,purr
panana,held,3,1,valar,volunteer
panana,held,3,1,vanar,veneer
panana,held,3,1,varan,vibrant
panapa,held,3,1,balab,blob
panapa,held,3,1,banab,variant
panapa,held,3,1,barav,duck (bird)
panapa,held,3,1,farav,10^24
panapa,held,3,1,paraf,perfume
panapa,held,3,1,parap,perpendicular
panata,held,3,1,balaC,balloon
panata,held,3,1,banac,beneath
panata,held,3,1,baras,tend (I tend to)
panata,held,3,1,falat,flat
panata,held,3,1,fanat,fang
panata,held,3,1,faras,sail
panata,held,3,1,palad,pound (measure)
panata,held,3,1,panad,upon
panata,held,3,1,paraz,p sound
panata,held,3,1,valad,valid
panata,held,3,1,vanad,vandalize
panata,held,3,1,varaz,forest
panika,held,3,1,balej,alarm
panika,held,3,1,banek,punctuate
panika,held,3,1,banix,deform
panika,held,3,1,falik,bland
panika,held,3,1,fanix,foundation
panika,held,3,1,farek,euphoric
panika,held,3,1,farix,refurbish
panika,held,3,1,palex,polish
panika,held,3,1,palig,plastic
panika,held,3,1,pareg,poppy
panika,held,3,1,parij,enclosure
panika,held,3,1,valex,embarrass
panika,held,3,1,valig,flag
panima,held,3,1,balem,blemish
panima,held,3,1,barim,alfalfa (vegetable)
panima,held,3,1,falem,flame
panima,held,3,1,farim,farm (activity)
panima,held,3,1,palem,plummet
panima,held,3,1,panim,pint
panima,held,3,1,parim,permit
panima,held,3,1,valem,valley
panima,held,3,1,varim,stop
panina,held,3,1,baleq,bully
panina,held,3,1,balin,blah
panina,held,3,1,banen,banana
panina,held,3,1,baniq,band (mark)
panina,held,3,1,baren,brain
panina,held,3,1,bariq,berry
panina,held,3,1,faleq,folly
panina,held,3,1,falin,falcon
panina,held,3,1,fanen,rebound
panina,held,3,1,faniq,writhe
panina,held,3,1,faren,danish e vowel sound
panina,held,3,1,palin,plan
panina,held,3,1,panen,pearl
panina,held,3,1,paniq,penalty
panina,held,3,1,paren,apparent
panina,held,3,1,pariq,parody
panina,held,3,1,varen,vary
panipa,held,3,1,balif,blow up
panipa,held,3,1,baref,paraphrase
panipa,held,3,1,barep,obscure
panipa,held,3,1,faleb,fall apart
panipa,held,3,1,falif,fulfil
panipa,held,3,1,fanef,fan (favorite)
panipa,held,3,1,paliv,repulsive
panipa,held,3,1,parev,involve
panipa,held,3,1,parib,parable
panipa,held,3,1,vanep,vane
panita,held,3,1,baled,bait
panita,held,3,1,baliz,guarantee
panita,held,3,1,banid,band (group)
panita,held,3,1,barez,box
panita,held,3,1,barit,orbit
panita,held,3,1,farez,phrase
panita,held,3,1,fariC,foresee
panita,held,3,1,farid,farad (measurement)
panita,held,3,1,palet,pilot
panita,held,3,1,palis,police
panita,held,3,1,panes,penis
panita,held,3,1,panic,panther
panita,held,3,1,panit,delight
panita,held,3,1,pares,pressure
panita,held,3,1,valet,evaluate
panita,held,3,1,vanit,archaea
panuka,held,3,1,balog,mess
panuka,held,3,1,baluj,bulge
panuka,held,3,1,banux,bunch (up)
panuka,held,3,1,barug,bacteria
panuka,held,3,1,fanux,font
panuka,held,3,1,farox,fresh
panuka,held,3,1,palok,pluck
panuka,held,3,1,palux,accomplish
panuka,held,3,1,panok,pine
panuka,held,3,1,paroj,propulsion
panuka,held,3,1,paruk,park (car)
panuka,held,3,1,vanok,cow
panuka,held,3,1,varoj,average
panuka,held,3,1,varuk,syllable
panuma,held,3,1,balum,bloom
panuma,held,3,1,barom,table
panuma,held,3,1,falum,fly (action)
panuma,held,3,1,fanum,phantom
panuma,held,3,1,farom,far
panuma,held,3,1,palum,ply
panuma,held,3,1,panum,pan (move)
panuma,held,3,1,parom,pile
panuma,held,3,1,valum,volume (math)
panuma,held,3,1,varom,circumference
panuna,held,3,1,balol,ballot
panuna,held,3,1,balon,bile
panuna,held,3,1,baluq,blab
panuna,held,3,1,banol,wrench (move with force)
panuna,held,3,1,baror,bear (carry)
panuna,held,3,1,barul,bare
panuna,held,3,1,barun,baryon
panuna,held,3,1,falon,flaunt
panuna,held,3,1,falur,flatter
panuna,held,3,1,fanol,magnify
panuna,held,3,1,fanur,find out
panuna,held,3,1,farul,fractal
panuna,held,3,1,farun,makeup
panuna,held,3,1,palol,plow
panuna,held,3,1,palon,hostile
panuna,held,3,1,palur,power
panuna,held,3,1,panol,panel
panuna,held,3,1,panon,companion
panuna,held,3,1,panur,palindrome
panuna,held,3,1,paroq,prod
panuna,held,3,1,paror,proper
panuna,held,3,1,parul,parabola
panuna,held,3,1,parun,prop (setting)
panuna,held,3,1,valol,vial
panuna,held,3,1,valon,venus
panuna,held,3,1,vanol,vinyl
panuna,held,3,1,varun,ocean
panupa,held,3,1,balof,blow
panupa,held,3,1,barob,barb
panupa,held,3,1,falop,hop
panupa,held,3,1,fanov,fawn (over)
panupa,held,3,1,palov,fur
panupa,held,3,1,paruv,prove
panupa,held,3,1,valov,evolve
panuta,held,3,1,baloz,bawl
panuta,held,3,1,balut,bout
panuta,held,3,1,banut,banter
panuta,held,3,1,baroC,brother
panuta,held,3,1,baruz,buzz
panuta,held,3,1,faloz,flab
panuta,held,3,1,falud,fluid
panuta,held,3,1,fanos,fun
panuta,held,3,1,fanud,fund
panuta,held,3,1,faroC,feather
panuta,held,3,1,farot,fart
panuta,held,3,1,palos,compassion
panuta,held,3,1,panoz,pond
panuta,held,3,1,parod,pod
panuta,held,3,1,parus,press (force)
panuta,held,3,1,varod,elevate
papama,strained,3,1,pavam,pavement
papana,strained,3,1,bafan,dwell
papana,strained,3,1,faban,handy
papana,strained,3,1,favar,favorite
papana,strained,3,1,paban,vicious
papana,strained,3,1,papar,poplar
papana,strained,3,1,pavar,pave
papana,strained,3,1,vabal,confuse
papana,strained,3,1,vapaq,interface (computing)
papana,strained,3,1,vapar,evaporate
papata,strained,3,1,babaz,baptize
papata,strained,3,1,papat,pipe
papata,strained,3,1,pavat,secure
papika,held,3,1,vavix,vivacious
papima,held,3,1,bafem,buff (strength)
papina,held,3,1,pafin,modulate
papita,held,3,1,babet,bribe
papita,held,3,1,pafet,rugged
papuna,held,3,1,babul,bubble
papuna,held,3,1,babun,baboon
papuna,held,3,1,baful,baffle
papuna,held,3,1,pabul,pebble
papuna,held,3,1,pavur,ventilate
paputa,held,3,1,bapos,bypass
paputa,held,3,1,papoz,propose
pataka,held,3,1,badax,bud (flower)
pataka,held,3,1,batak,prank
pataka,held,3,1,padaj,edge
pataka,held,3,1,vasax,stir
patama,held,3,1,fasam,bean (vegetable)
patama,held,3,1,padam,lotus
patana,held,3,1,badar,butter
patana,held,3,1,basar,well-seeing
patana,held,3,1,batan,bat (hit with stick)
patana,held,3,1,bazal,basalt
patana,held,3,1,fazan,pheasant
patana,held,3,1,paCar,prefer
patana,held,3,1,padar,original nature
patana,held,3,1,pasar,sparrow
patana,held,3,1,patal,petal (flower)
patana,held,3,1,patan,patent
patana,held,3,1,pazal,pastel
patana,held,3,1,pazan,peasant
patana,held,3,1,vadar,descent
patana,held,3,1,vasar,disperse
patana,held,3,1,vatal,revitalize
patapa,held,3,1,bazap,bounce
patapa,held,3,1,padab,palatable
patapa,held,3,1,pasab,possible
patapa,held,3,1,pataf,envelop
patapa,held,3,1,patap,polytope
patata,held,3,1,badat,beauty
patata,held,3,1,basac,quest
patata,held,3,1,basat,prime
patata,held,3,1,batas,dough
patata,held,3,1,fadad,demeanor
patata,held,3,1,fasad,corrupt
patata,held,3,1,pataz,gush
patata,held,3,1,vataz,reinforce
patika,held,3,1,badij,mix
patika,held,3,1,baseg,brace
patika,held,3,1,fadij,fudge
patika,held,3,1,fatik,faint
patika,held,3,1,padek,partake
patika,held,3,1,pasek,interval
patika,held,3,1,pasij,passage
patika,held,3,1,patex,hammer
patika,held,3,1,pazik,cite
patika,held,3,1,vacik,catch up
patika,held,3,1,vadek,verdict
patika,held,3,1,vasek,vascular
patika,held,3,1,vatig,vet
patina,held,3,1,baden,bide
patina,held,3,1,basen,bust
patina,held,3,1,bazin,business
patina,held,3,1,fasen,fasten
patina,held,3,1,paden,prance
patina,held,3,1,pazeq,pause
patina,held,3,1,vasen,breadth
patipa,held,3,1,paziv,disappoint
patipa,held,3,1,vasev,genuine
patita,held,3,1,batec,batcam
patita,held,3,1,bazet,bust (action)
patita,held,3,1,fadic,found
patita,held,3,1,fadit,facilitate
patita,held,3,1,fasit,facet
patita,held,3,1,faziz,fuzz
patita,held,3,1,padid,partridge
patita,held,3,1,pases,persist
patita,held,3,1,patet,soar
patita,held,3,1,patis,pout
patita,held,3,1,vases,aspect
patita,held,3,1,vasid,vice
patita,held,3,1,vatet,validate
patuka,held,3,1,baduj,badger
patuka,held,3,1,batox,bat (animal)
patuka,held,3,1,bazuk,barrier
patuma,held,3,1,baCum,cotton
patuma,held,3,1,batom,fellow
patuma,held,3,1,faCum,fathom
patuma,held,3,1,vasum,wealth
patuna,held,3,1,badol,bottle
patuna,held,3,1,basol,own
patuna,held,3,1,bason,bustle
patuna,held,3,1,bator,batter
patuna,held,3,1,batul,birch (tree)
patuna,held,3,1,fadol,radish (vegetable)
patuna,held,3,1,fator,factory
patuna,held,3,1,pacun,pass through
patuna,held,3,1,padol,puddle
patuna,held,3,1,padon,partner
patuna,held,3,1,padur,pat
patuna,held,3,1,pasol,idol
patuna,held,3,1,pason,period (mark)
patuna,held,3,1,pasur,prowl
patuna,held,3,1,pator,encircle
patuna,held,3,1,patul,patrol
patuna,held,3,1,pazor,ban
patuna,held,3,1,vazor,visor
patupa,held,3,1,padov,perturb
patupa,held,3,1,pasof,pacify
patupa,held,3,1,vatuv,vault
patuta,held,3,1,badud,tangent (math)
patuta,held,3,1,batuz,blot
patuta,held,3,1,fatot,tempt
patuta,held,3,1,fatuz,compensate
patuta,held,3,1,pados,prosecute
patuta,held,3,1,padut,simmer
patuta,held,3,1,pasut,posture
patuta,held,3,1,pazot,repository
patuta,held,3,1,vasut,vast
pikaka,held,3,1,pigax,picture
pikaka,held,3,1,vekak,lemming
pikama,held,3,1,bigam,become
pikana,held,3,1,begar,bankrupt
pikana,held,3,1,bekal,breccia
pikana,held,3,1,bekan,beckon
pikana,held,3,1,bigar,bicker
pikana,held,3,1,pegar,peg
pikana,held,3,1,vigar,pace
pikata,held,3,1,begat,bank (holding)
pikata,held,3,1,bigad,begrudge
pikata,held,3,1,pigat,predicate
pikata,held,3,1,vigat,dread
pikika,strained,3,1,begig,go
pikika,strained,3,1,figek,fake
pikika,strained,3,1,vekix,vacation
pikina,strained,3,1,begin,begin
pikina,strained,3,1,bigen,cookie
pikina,strained,3,1,pekiq,peck
pikina,strained,3,1,pigen,pigment
pikina,strained,3,1,vegin,vague
pikita,strained,3,1,bekic,bequeath
pikita,strained,3,1,fexit,officiate
pikita,strained,3,1,pekid,official
pikuka,held,3,1,bikuk,plum
pikuka,held,3,1,fegok,forgo
pikuma,held,3,1,pekom,pay back
pikuma,held,3,1,pigum,scaffolding
pikuna,held,3,1,bekor,bankroll
pikuna,held,3,1,bigur,beleaguer
pikuna,held,3,1,bikor,go ahead
pikuna,held,3,1,bikun,beg
pikuna,held,3,1,figur,finger
pikuna,held,3,1,pigur,lag
pikuna,held,3,1,vigur,vigor
pikupa,held,3,1,bejop,tragic
pikupa,held,3,1,bigov,go on
pikuta,held,3,1,begud,brag
pikuta,held,3,1,figut,flick
pikuta,held,3,1,pegoz,10^5
pikuta,held,3,1,pejut,pit
pikuta,held,3,1,pikot,implicate
pikuta,held,3,1,pixot,asceticism
pimama,held,3,1,bimam,horrible
pimama,held,3,1,pemam,they (communicating-agent-external-reference-focus)
pimapa,held,3,1,bemab,bombard
pimina,strained,3,1,femin,honey
pimipa,strained,3,1,vemip,vampire
pimita,strained,3,1,femis,famous
pimita,strained,3,1,fewit,fight
pimita,strained,3,1,pimez,pea (vegetable)
pimuna,held,3,1,bimon,bemoan
pimuna,held,3,1,vimol,transparent
pinaka,held,3,1,beraj,barrage
pinaka,held,3,1,biraj,barge
pinaka,held,3,1,filak,funk
pinaka,held,3,1,finak,feign
pinaka,held,3,1,firaj,refrigerate
pinaka,held,3,1,pelak,placate
pinaka,held,3,1,penak,punk
pinaka,held,3,1,perax,perish
pinaka,held,3,1,pilag,plug
pinaka,held,3,1,pirax,ash
pinaka,held,3,1,venak,venue
pinaka,held,3,1,virax,spider
pinama,held,3,1,beram,deviate
pinama,held,3,1,biram,reprimand
pinama,held,3,1,feram,format
pinama,held,3,1,firam,ferment
pinama,held,3,1,peram,primordial
pinama,held,3,1,piram,beloved
pinama,held,3,1,veram,vomit
pinama,held,3,1,viram,overwhelm
pinana,held,3,1,belal,brilliant
pinana,held,3,1,belan,bail
pinana,held,3,1,beraq,bring up
pinana,held,3,1,berar,break up
pinana,held,3,1,bilal,bill (beak)
pinana,held,3,1,bilan,belligerent
pinana,held,3,1,binal,morbid
pinana,held,3,1,binan,benign
pinana,held,3,1,biraq,bring down
pinana,held,3,1,birar,break (short time)
pinana,held,3,1,felan,flee
pinana,held,3,1,fenal,heft
pinana,held,3,1,fenan,diffract
pinana,held,3,1,ferar,fragrance
pinana,held,3,1,filan,felidae
pinana,held,3,1,final,final
pinana,held,3,1,finan,finance
pinana,held,3,1,pelal,paralyze
pinana,held,3,1,pelan,pollen
pinana,held,3,1,peraq,parallel
pinana,held,3,1,perar,paragraph
pinana,held,3,1,pilal,pepper
pinana,held,3,1,pilan,plant
pinana,held,3,1,pinal,penalize
pinana,held,3,1,piraq,undo
pinana,held,3,1,pirar,prepare
pinana,held,3,1,velan,valence
pinana,held,3,1,venal,eventual
pinana,held,3,1,vilal,manifest
pinapa,held,3,1,berab,stutter
pinapa,held,3,1,bilap,betray
pinapa,held,3,1,felap,flap
pinapa,held,3,1,pelaf,tame
pinapa,held,3,1,pilaf,pilfer
pinapa,held,3,1,pirab,probable
pinata,held,3,1,belas,blast
pinata,held,3,1,berac,birth
pinata,held,3,1,bilas,bristle
pinata,held,3,1,birat,berate
pinata,held,3,1,felas,file (sand)
pinata,held,3,1,ferat,foot (measurement)
pinata,held,3,1,finaz,finish
pinata,held,3,1,firad,vowel large E sound
pinata,held,3,1,pelaz,present (show)
pinata,held,3,1,penas,torch
pinata,held,3,1,perad,period
pinata,held,3,1,pilaz,please
pinata,held,3,1,pinas,pine (tree)
pinata,held,3,1,piraC,prick
pinata,held,3,1,venas,vein
pinata,held,3,1,viraC,wood
pinika,strained,3,1,belik,cousin
pinika,strained,3,1,berix,breach
pinika,strained,3,1,felig,flake
